image_id,n_ground_truth,n_predicted,tp,fp,fn,precision,recall,f1,fast_rule_decision,likely_failure_source,descriptive_summary
26.png,8,7,1,6,7,0.1429,0.125,0.17,n/a,none,"Image: 26.png. GT=8, predicted=7, TP=1, FP=6, FN=7. Precision=0.14, recall=0.12, F1=0.17. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Saturated Fats 56 g [per_100g]; Carbohydrate 7 g [per_100g]  (+3 more)"
27.png,13,21,3,18,10,0.1429,0.2308,0.25,n/a,none,"Image: 27.png. GT=13, predicted=21, TP=3, FP=18, FN=10. Precision=0.14, recall=0.23, F1=0.25. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Calcium 4000 mg [per_100g]; Magnesium 2000 mg [per_100g]; Chromium 896 µg [per_100g]  (+9 more)"
30.png,18,14,6,8,12,0.4286,0.3333,0.5,n/a,none,"Image: 30.png. GT=18, predicted=14, TP=6, FP=8, FN=12. Precision=0.43, recall=0.33, F1=0.50. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Protein 2.7 g [per_serving]; Sugars 19 g [per_serving]; Sodium 70 mg [per_serving]  (+9 more)"
33.png,26,31,19,12,7,0.6129,0.7308,0.86,n/a,none,"Image: 33.png. GT=26, predicted=31, TP=19, FP=12, FN=7. Precision=0.61, recall=0.73, F1=0.86. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Saturated Fats 0 g [per_100g]; Carbohydrate 97 g [per_100g]  (+19 more)"
34.png,40,62,36,26,4,0.5806,0.9,0.92,n/a,none,"Image: 34.png. GT=40, predicted=62, TP=36, FP=26, FN=4. Precision=0.58, recall=0.90, F1=0.92. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1356 kj [per_100g]; Fat 0 g [per_100g]; Carbohydrate 80 g [per_100g]  (+36 more)"
35.jpeg,4,5,2,3,2,0.4,0.5,0.67,n/a,none,"Image: 35.jpeg. GT=4, predicted=5, TP=2, FP=3, FN=2. Precision=0.40, recall=0.50, F1=0.67. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Magnesium 4.7 g [per_100g]; Vitamin C 2.1 g [per_100g]; Magnesium 2.1 g [per_100g]"
41.png,8,7,4,3,4,0.5714,0.5,0.67,n/a,none,"Image: 41.png. GT=8, predicted=7, TP=4, FP=3, FN=4. Precision=0.57, recall=0.50, F1=0.67. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Saturated Fats 0 g [per_100g]; Protein 0 g [per_100g]  (+3 more)"
42.png,18,9,5,4,13,0.5556,0.2778,0.56,n/a,none,"Image: 42.png. GT=18, predicted=9, TP=5, FP=4, FN=13. Precision=0.56, recall=0.28, F1=0.56. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Sodium 240 mg [per_serving]; Fat 0 g [per_100g]; Saturated Fats 0 g [per_100g]  (+6 more)"
51.png,18,17,0,17,18,0.0,0.0,0.0,n/a,none,"Image: 51.png. GT=18, predicted=17, TP=0, FP=17, FN=18. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat Fett Matieres grassesVetten <0.5 g [per_100g]; CarbohydrateKohlenhydrateGlucidesKoolhydraten 84 g [per_100g]; -of which sugarsdavon Zuckerdont sucreswaarvan suikers 62 g [per_100g]  (+8 more)"
53.png,18,16,0,16,18,0.0,0.0,0.0,n/a,none,"Image: 53.png. GT=18, predicted=16, TP=0, FP=16, FN=18. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1541 g [per_100g]; Energy 925 g [per_100g]; Fat |Fett |Matieres grasses |Vetten <0.5 g [per_100g]  (+10 more)"
56.jpeg,10,6,1,5,9,0.1667,0.1,0.25,n/a,none,"Image: 56.jpeg. GT=10, predicted=6, TP=1, FP=5, FN=9. Precision=0.17, recall=0.10, F1=0.25. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Proteines 83 g [per_100g]; Fat 3.67 g [per_100g]; Fat 0.228 g [per_100g]  (+1 more)"
57.jpeg,10,12,1,11,9,0.0833,0.1,0.25,n/a,none,"Image: 57.jpeg. GT=10, predicted=12, TP=1, FP=11, FN=9. Precision=0.08, recall=0.10, F1=0.25. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: proteines 83 g [per_100g]; Fat 0.26 g [per_100g]; Fat 3.67 g [per_100g]  (+1 more)"
59.png,28,37,14,23,14,0.3784,0.5,0.56,n/a,none,"Image: 59.png. GT=28, predicted=37, TP=14, FP=23, FN=14. Precision=0.38, recall=0.50, F1=0.56. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1391 kj [per_100g]; Carbohydrate 66.6 g [per_100g]; Fat 0.3 g [per_100g]  (+22 more)"
61.png,22,24,19,5,3,0.7917,0.8636,1.0,n/a,none,"Image: 61.png. GT=22, predicted=24, TP=19, FP=5, FN=3. Precision=0.79, recall=0.86, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 427 kj [per_serving]; Energy 102 kcal [per_serving]; Fat 0 g [per_serving]  (+16 more)"
63.png,22,23,16,7,6,0.6957,0.7273,0.84,n/a,none,"Image: 63.png. GT=22, predicted=23, TP=16, FP=7, FN=6. Precision=0.70, recall=0.73, F1=0.84. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 427 kj [per_serving]; Energy 102 kcal [per_serving]; Fat 0 g [per_serving]  (+16 more)"
64.png,8,8,6,2,2,0.75,0.75,0.75,n/a,none,"Image: 64.png. GT=8, predicted=8, TP=6, FP=2, FN=2. Precision=0.75, recall=0.75, F1=0.75. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin C 50 mg [per_daily_dose]; Vitamin B2 0.6 mg [per_daily_dose]; Niacin 7.0 mg [per_daily_dose]  (+5 more)"
67.jpeg,4,0,0,0,4,0.0,0.0,0.0,n/a,none,"Image: 67.jpeg. GT=4, predicted=0, TP=0, FP=0, FN=4. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  "
68.jpeg,34,11,0,11,34,0.0,0.0,0.0,n/a,none,"Image: 68.jpeg. GT=34, predicted=11, TP=0, FP=11, FN=34. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Prter(e/Ehws8/Proteines/Eiwtten/Proteinas 64 g [per_100g]; Prter(e/Ehws8/Proteines/Eiwtten/Proteinas 219 g [per_100g]"
78.jpeg,2,9,0,9,2,0.0,0.0,0.0,n/a,none,"Image: 78.jpeg. GT=2, predicted=9, TP=0, FP=9, FN=2. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin D   [per_daily_dose]; rnit Vitamin D3   [per_serving]"
82.jpeg,12,7,0,7,12,0.0,0.0,0.0,n/a,none,"Image: 82.jpeg. GT=12, predicted=7, TP=0, FP=7, FN=12. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Protein 60  [per_serving]; Carbohydrate 60  [per_100g]; Fat 60  [per_100g]  (+2 more)"
88.png,16,13,7,6,9,0.5385,0.4375,0.78,n/a,none,"Image: 88.png. GT=16, predicted=13, TP=7, FP=6, FN=9. Precision=0.54, recall=0.44, F1=0.78. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Saturated Fats 0.5 g [per_100ml]; Protein 8.0 g [per_100ml]; Fat 2.3 g [per_serving]  (+6 more)"
90.png,17,20,10,10,7,0.5,0.5882,0.62,n/a,none,"Image: 90.png. GT=17, predicted=20, TP=10, FP=10, FN=7. Precision=0.50, recall=0.59, F1=0.62. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat <0.1 g [per_100ml]; Saturated Fats <0.1 g [per_100ml]; Carbohydrate 10 g [per_100ml]  (+13 more)"
91.png,16,23,12,11,4,0.5217,0.75,0.8,n/a,none,"Image: 91.png. GT=16, predicted=23, TP=12, FP=11, FN=4. Precision=0.52, recall=0.75, F1=0.80. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0.7 g [per_100ml]; Saturated Fats 0.5 g [per_100ml]; Carbohydrate 4.1 g [per_100ml]  (+12 more)"
101.png,11,12,10,2,1,0.8333,0.9091,0.91,n/a,none,"Image: 101.png. GT=11, predicted=12, TP=10, FP=2, FN=1. Precision=0.83, recall=0.91, F1=0.91. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1625 kj [per_100g]; Energy 383 kcal [per_100g]; Fat 0.8 g [per_100g]  (+8 more)"
102.png,18,22,8,14,10,0.3636,0.4444,0.62,n/a,none,"Image: 102.png. GT=18, predicted=22, TP=8, FP=14, FN=10. Precision=0.36, recall=0.44, F1=0.62. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1502 kj [per_100g]; Energy 356 kcal [per_100g]; Fat 7.7 g [per_100g]  (+10 more)"
103.jpeg,18,31,10,21,8,0.3226,0.5556,0.59,n/a,none,"Image: 103.jpeg. GT=18, predicted=31, TP=10, FP=21, FN=8. Precision=0.32, recall=0.56, F1=0.59. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 328 kcal [per_100g]; Saturated Fats 0.4 g [per_100g]; Carbohydrate 51 g [per_100g]  (+14 more)"
104.jpeg,18,28,11,17,7,0.3929,0.6111,0.73,n/a,none,"Image: 104.jpeg. GT=18, predicted=28, TP=11, FP=17, FN=7. Precision=0.39, recall=0.61, F1=0.73. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 361 kcal [per_100g]; Fat 2.6 g [per_100g]; Saturated Fats 0.6 g [per_100g]  (+12 more)"
105.png,18,18,6,12,12,0.3333,0.3333,0.46,n/a,none,"Image: 105.png. GT=18, predicted=18, TP=6, FP=12, FN=12. Precision=0.33, recall=0.33, F1=0.46. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1320 kj [per_100g]; Fat 2.7 g [per_100g]; Sugars 51.4 g [per_100g]  (+10 more)"
106.png,2,7,0,7,2,0.0,0.0,0.0,n/a,none,"Image: 106.png. GT=2, predicted=7, TP=0, FP=7, FN=2. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Magnesium 250 mg []; Vitamin E 12 mg a-te []"
107.png,10,16,5,11,5,0.3125,0.5,0.5,n/a,none,"Image: 107.png. GT=10, predicted=16, TP=5, FP=11, FN=5. Precision=0.31, recall=0.50, F1=0.50. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B1 1.1 mg [per_daily_dose]; Vitamin B2 1.4 mg [per_daily_dose]; Vitamin B6 1.4 mg [per_daily_dose]  (+7 more)"
108.jpeg,11,18,7,11,4,0.3889,0.6364,0.7,n/a,none,"Image: 108.jpeg. GT=11, predicted=18, TP=7, FP=11, FN=4. Precision=0.39, recall=0.64, F1=0.70. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Magnesium 240 mg [per_daily_dose]; Vitamin B1 1.1 mg [per_daily_dose]; Vitamin B2 1.4 mg [per_daily_dose]  (+7 more)"
109.jpeg,9,12,9,3,0,0.75,1.0,1.0,n/a,none,"Image: 109.jpeg. GT=9, predicted=12, TP=9, FP=3, FN=0. Precision=0.75, recall=1.00, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 420 kj [per_100g]; Energy 99 kcal [per_100g]; Fat 0 g [per_100g]  (+6 more)"
110.jpeg,6,4,4,0,2,1.0,0.6667,1.0,n/a,none,"Image: 110.jpeg. GT=6, predicted=4, TP=4, FP=0, FN=2. Precision=1.00, recall=0.67, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Niacin 8.0 mg ne [per_serving]; Pantothenic Acid 3.0 mg [per_serving]; Niacin 16 mg ne [per_daily_dose]  (+1 more)"
111.jpeg,1,2,0,2,1,0.0,0.0,0.0,n/a,none,"Image: 111.jpeg. GT=1, predicted=2, TP=0, FP=2, FN=1. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12 17.5 g [1 tagesdosis (8 ml)]"
112.jpeg,1,2,0,2,1,0.0,0.0,0.0,n/a,none,"Image: 112.jpeg. GT=1, predicted=2, TP=0, FP=2, FN=1. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12 17.5 g [1 tagesdosis (8 ml)]"
113.jpeg,20,22,7,15,13,0.3182,0.35,0.5,n/a,none,"Image: 113.jpeg. GT=20, predicted=22, TP=7, FP=15, FN=13. Precision=0.32, recall=0.35, F1=0.50. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fibre 1.9 g [per_100g]; Caffeine 267 mg [per_100g]; Fat 1.3 g [per_serving]  (+11 more)"
114.jpeg,20,19,12,7,8,0.6316,0.6,0.8,n/a,none,"Image: 114.jpeg. GT=20, predicted=19, TP=12, FP=7, FN=8. Precision=0.63, recall=0.60, F1=0.80. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1541 kj [per_100g]; Fat 4.8 g [per_100g]; Carbohydrate 8.8 g [per_100g]  (+12 more)"
115.png,9,16,7,9,2,0.4375,0.7778,0.88,n/a,none,"Image: 115.png. GT=9, predicted=16, TP=7, FP=9, FN=2. Precision=0.44, recall=0.78, F1=0.88. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 438 kj [per_100g]; Energy 103 kcal [per_100g]; Fat 0 g [per_100g]  (+5 more)"
116.jpeg,18,12,12,0,6,1.0,0.6667,1.0,n/a,none,"Image: 116.jpeg. GT=18, predicted=12, TP=12, FP=0, FN=6. Precision=1.00, recall=0.67, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 12.0 g [per_100g]; Saturated Fats 1.4 g [per_100g]; Carbohydrate 27.0 g [per_100g]  (+9 more)"
117.jpeg,9,8,1,7,8,0.125,0.1111,0.14,n/a,none,"Image: 117.jpeg. GT=9, predicted=8, TP=1, FP=7, FN=8. Precision=0.12, recall=0.11, F1=0.14. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Salt 0.04 g [per_serving]; Energy 728 kj/kcal [per_serving]; Energy 173 kj/kcal [per_serving]  (+4 more)"
118.jpeg,20,12,0,12,20,0.0,0.0,0.0,n/a,none,"Image: 118.jpeg. GT=20, predicted=12, TP=0, FP=12, FN=20. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 2.1 g [per_serving]; Carbohydrate 3.2 g [per_serving]; Fibre 19 g [per_serving]  (+8 more)"
119.jpeg,20,12,0,12,20,0.0,0.0,0.0,n/a,none,"Image: 119.jpeg. GT=20, predicted=12, TP=0, FP=12, FN=20. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 24 g [per_serving]; Carbohydrate 3.2 g [per_serving]; Fibre 19 g [per_serving]  (+7 more)"
120.jpeg,26,63,11,52,15,0.1746,0.4231,0.5,n/a,none,"Image: 120.jpeg. GT=26, predicted=63, TP=11, FP=52, FN=15. Precision=0.17, recall=0.42, F1=0.50. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Inositol 100 mg [per_daily_dose]; Choline 20 mg [per_daily_dose]; Vitamin C 250 mg [per_daily_dose]  (+19 more)"
121.jpeg,20,23,9,14,11,0.3913,0.45,0.82,n/a,none,"Image: 121.jpeg. GT=20, predicted=23, TP=9, FP=14, FN=11. Precision=0.39, recall=0.45, F1=0.82. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 12 g [per_100g]; Carbohydrate 20 g [per_100g]; Fibre 18 g [per_100g]  (+8 more)"
201.jpeg,16,16,4,12,12,0.25,0.25,0.57,n/a,none,"Image: 201.jpeg. GT=16, predicted=16, TP=4, FP=12, FN=12. Precision=0.25, recall=0.25, F1=0.57. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1642 kj [per_100g]; Energy 392 kcal [per_100g]; Protein 77 g [per_100g]  (+4 more)"
45_1.png,18,10,6,4,12,0.6,0.3333,0.6,n/a,none,"Image: 45_1.png. GT=18, predicted=10, TP=6, FP=4, FN=12. Precision=0.60, recall=0.33, F1=0.60. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Protein 0 g [per_serving]; Fat 0 g [per_serving]; Sodium 240 mg [per_serving]  (+7 more)"
45_2.png,8,7,4,3,4,0.5714,0.5,0.67,n/a,none,"Image: 45_2.png. GT=8, predicted=7, TP=4, FP=3, FN=4. Precision=0.57, recall=0.50, F1=0.67. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Carbohydrate 94 g [per_100g]; Protein 0.1 g [per_100g]  (+3 more)"
