image_id,match_status,predicted_nutrient,predicted_quantity,predicted_unit,predicted_context,gt_nutrient,gt_quantity,gt_unit,gt_context
102.png,TP,Protein,0.14,g,per_100g,Protein,,g,per_serving (1 Riegel* (12.5 g))
102.png,TP,Energy,1.0,g,per_daily_dose,Energy,,kJ,per_serving (1 Riegel* (12.5 g))
103.jpeg,TP,Energy,328,kcal,per_100g,Energy,,kcal,per_100g
103.jpeg,TP,Saturated Fats,0.4,g,per_100g,Saturated Fats,,g,per_100g
103.jpeg,TP,Carbohydrate,51,g,per_100g,Carbohydrate,,g,per_100g
103.jpeg,TP,Sugars,51,g,per_100g,Sugars,,g,per_100g
103.jpeg,TP,Fibre,16,g,per_100g,Fibre,,g,per_100g
103.jpeg,TP,Protein,7.7,g,per_100g,Protein,,g,per_100g
103.jpeg,TP,Energy,39,kcal,per_serving,Energy,,kcal,per_serving (pro Port. (12g))
103.jpeg,TP,Carbohydrate,6.1,g,per_serving,Carbohydrate,,g,per_serving (pro Port. (12g))
103.jpeg,TP,Sugars,6.1,g,per_serving,Sugars,,g,per_serving (pro Port. (12g))
103.jpeg,TP,Fibre,1.9,g,per_serving,Fibre,,g,per_serving (pro Port. (12g))
103.jpeg,TP,Fat,0.4,g,per_100g,Fat,,g,per_serving (pro Port. (12g))
103.jpeg,TP,Energy,1383,kcal,per_100g,Energy,,kJ,per_100g
103.jpeg,TP,Fat,3.7,kcal,per_100g,Fat,,g,per_100g
103.jpeg,TP,Salt,7.7,g,per_100g,Salt,,g,per_100g
103.jpeg,TP,Protein,1.9,g,per_serving,Protein,,g,per_serving (pro Port. (12g))
103.jpeg,TP,Salt,66.0,g,per_serving,Salt,,g,per_serving (pro Port. (12g))
103.jpeg,TP,Saturated Fats,3.7,kcal,per_100g,Saturated Fats,,g,per_serving (pro Port. (12g))
104.jpeg,TP,Energy,361,kcal,per_100g,Energy,,kcal,per_100g
104.jpeg,TP,Fat,2.6,g,per_100g,Fat,,g,per_100g
104.jpeg,TP,Saturated Fats,0.6,g,per_100g,Saturated Fats,,g,per_100g
104.jpeg,TP,Carbohydrate,72,g,per_100g,Carbohydrate,,g,per_100g
104.jpeg,TP,Sugars,72,g,per_100g,Sugars,,g,per_100g
104.jpeg,TP,Fibre,10,g,per_100g,Fibre,,g,per_100g
104.jpeg,TP,Salt,0.1,g,per_100g,Salt,,g,per_100g
104.jpeg,TP,Carbohydrate,10,g,per_serving,Carbohydrate,,g,per_serving (pro Port. (14g))
104.jpeg,TP,Sugars,10,g,per_serving,Sugars,,g,per_serving (pro Port. (14g))
104.jpeg,TP,Fibre,1.4,g,per_serving,Fibre,,g,per_serving (pro Port. (14g))
104.jpeg,TP,Salt,0,g,per_serving,Salt,,g,per_serving (pro Port. (14g))
104.jpeg,TP,Energy,1528,kcal,per_100g,Energy,,kJ,per_100g
104.jpeg,TP,Saturated Fats,2.6,g,per_100g,Saturated Fats,,g,per_serving (pro Port. (14g))
104.jpeg,TP,Energy,14,g,per_serving,Energy,,kJ,per_serving (pro Port. (14g))
104.jpeg,TP,Fat,361,kcal,per_100g,Fat,,g,per_serving (pro Port. (14g))
105.png,TP,Energy,1320,kj,per_100g,Energy,,kJ,per_100g
105.png,TP,Fat,2.7,g,per_100g,Fat,,g,per_100g
105.png,TP,Sugars,51.4,g,per_100g,Sugars,,g,per_100g
105.png,TP,Fibre,15.5,g,per_100g,Fibre,,g,per_100g
105.png,TP,Protein,7.0,g,per_100g,Protein,,g,per_100g
105.png,TP,Salt,0.03,g,per_100g,Salt,,g,per_100g
105.png,TP,Energy,158,kj,per_100g,Energy,,kJ,per_serving (1 Portion* (12 g))
105.png,TP,Energy,38,kcal,per_100g,Energy,,kcal,per_serving (1 Portion* (12 g))
105.png,TP,Fat,0.3,g,per_100g,Fat,,g,per_serving (1 Portion* (12 g))
105.png,TP,Carbohydrate,6.2,g,per_100g,Carbohydrate,,g,per_100g
105.png,TP,Sugars,1.9,g,per_100g,Sugars,,g,per_serving (1 Portion* (12 g))
105.png,TP,Fibre,0.8,g,per_100g,Fibre,,g,per_serving (1 Portion* (12 g))
105.png,TP,Protein,0.00,g,per_100g,Protein,,g,per_serving (1 Portion* (12 g))
106.png,TP,Magnesium,250,mg,,Magnesium,,mg,per_serving (Pro Stick)
106.png,TP,Vitamin E,12,mg a-te,,Vitamin E,,mg α-TE,per_serving (Pro Stick)
107.png,TP,Vitamin B1,1.1,mg,per_daily_dose,Vitamin B1,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin B2,1.4,mg,per_daily_dose,Vitamin B2,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin B6,1.4,mg,per_daily_dose,Vitamin B6,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin C,80,mg,per_daily_dose,Vitamin C,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Niacin,16,mg ne,per_daily_dose,Niacin,,mg NE,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin E,12,mg a-te,per_daily_dose,Vitamin E,,mg α-TE,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Biotin,50,g,per_daily_dose,Biotin,,µg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Folic Acid,200,g,per_daily_dose,Folic Acid,,µg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin B12,80,mg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Pantothenic Acid,,,per_daily_dose,Pantothenic Acid,,mg,per_daily_dose (1 Tablette (4.3 g)*)
108.jpeg,TP,Magnesium,240,mg,per_daily_dose,Magnesium,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin B1,1.1,mg,per_daily_dose,Vitamin B1,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin B2,1.4,mg,per_daily_dose,Vitamin B2,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin B6,1.4,mg,per_daily_dose,Vitamin B6,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin C,80,mg,per_daily_dose,Vitamin C,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin E,12,mg,per_daily_dose,Vitamin E,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Pantothenic Acid,6.0,mg,per_daily_dose,Pantothenic Acid,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin B12,80,mg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Biotin,2009,,per_daily_dose,Biotin,,µg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Folic Acid,6.0,mg,per_daily_dose,Folic Acid,,µg,per_daily_dose (1 Tablette (5.6 g)*)
109.jpeg,TP,Energy,420,kj,per_100g,Energy,,kJ,per_100g
109.jpeg,TP,Energy,99,kcal,per_100g,Energy,,kcal,per_100g
109.jpeg,TP,Fat,0,g,per_100g,Fat,,g,per_100g
109.jpeg,TP,Saturated Fats,0.2,g,per_100g,Saturated Fats,,g,per_100g
109.jpeg,TP,Carbohydrate,12.0,g,per_100g,Carbohydrate,,g,per_100g
109.jpeg,TP,Sugars,9.8,g,per_100g,Sugars,,g,per_100g
109.jpeg,TP,Fibre,1.5,g,per_100g,Fibre,,g,per_100g
109.jpeg,TP,Protein,11.0,g,per_100g,Protein,,g,per_100g
109.jpeg,TP,Salt,0.05,g,per_100g,Salt,,g,per_100g
110.jpeg,TP,Niacin,8.0,mg ne,per_serving,Niacin,,mg NE,per_serving (pro Stick)
110.jpeg,TP,Pantothenic Acid,3.0,mg,per_serving,Pantothenic Acid,,mg,per_serving (pro Stick)
110.jpeg,TP,Niacin,16,mg ne,per_daily_dose,Niacin,,mg NE,per_daily_dose (pro 2 Sticks)
110.jpeg,TP,Pantothenic Acid,6.0,mg,per_daily_dose,Pantothenic Acid,,mg,per_daily_dose (pro 2 Sticks)
111.jpeg,TP,Vitamin B12,17.5,g,1 tagesdosis (8 ml),Vitamin B12,,µg,per_daily_dose (1 Tagesdosis (8 ml))
112.jpeg,TP,Vitamin B12,17.5,g,1 tagesdosis (8 ml),Vitamin B12,,µg,per_daily_dose (1 Tagesdosis (8 ml))
113.jpeg,TP,Fibre,1.9,g,per_100g,Fibre,,g,per_100g
113.jpeg,TP,Caffeine,267,mg,per_100g,Caffeine,,mg,per_100g
113.jpeg,TP,Fat,1.3,g,per_serving,Fat,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Carbohydrate,2.3,g,per_serving,Carbohydrate,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Fibre,0.6,g,per_serving,Fibre,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Protein,21.8,g,per_serving,Protein,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Caffeine,80,mg,per_serving,Caffeine,,mg,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Energy,11,kcal,per_100g,Energy,,kcal,per_100g
113.jpeg,TP,Fat,6,g,per_100g,Fat,,g,per_100g
113.jpeg,TP,Carbohydrate,3,g,per_100g,Carbohydrate,,g,per_100g
113.jpeg,TP,Protein,1.9,g,per_100g,Protein,,g,per_100g
113.jpeg,TP,Salt,72.7,g,per_100g,Salt,,g,per_100g
113.jpeg,TP,Salt,145,g,per_100g,Salt,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Fat,2,g,per_serving,Saturated Fats,,g,per_100g
114.jpeg,TP,Energy,1541,kj,per_100g,Energy,,kJ,per_100g
114.jpeg,TP,Fat,4.8,g,per_100g,Fat,,g,per_100g
114.jpeg,TP,Carbohydrate,8.8,g,per_100g,Carbohydrate,,g,per_100g
114.jpeg,TP,Fibre,2.8,g,per_100g,Fibre,,g,per_100g
114.jpeg,TP,Protein,70.1,g,per_100g,Protein,,g,per_100g
114.jpeg,TP,Salt,0.51,g,per_100g,Salt,,g,per_100g
114.jpeg,TP,Caffeine,268,mg,per_100g,Caffeine,,mg,per_100g
114.jpeg,TP,Energy,462,kj,per_serving,Energy,,kJ,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Carbohydrate,2.6,g,per_serving,Carbohydrate,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Fibre,0.9,g,per_serving,Fibre,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Salt,0.17,g,per_serving,Salt,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Caffeine,80,mg,per_serving,Caffeine,,mg,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Fat,1,g,per_100g,Fat,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Protein,140,g,per_100g,Protein,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Fat,148,g,per_serving,Saturated Fats,,g,per_100g
115.png,TP,Energy,438,kj,per_100g,Energy,,kJ,per_100g
115.png,TP,Energy,103,kcal,per_100g,Energy,,kcal,per_100g
115.png,TP,Fat,0,g,per_100g,Fat,,g,per_100g
115.png,TP,Carbohydrate,12.0,g,per_100g,Carbohydrate,,g,per_100g
115.png,TP,Sugars,10.0,g,per_100g,Sugars,,g,per_100g
115.png,TP,Fibre,1.6,g,per_100g,Fibre,,g,per_100g
115.png,TP,Protein,11.0,g,per_100g,Protein,,g,per_100g
115.png,TP,Salt,,,per_100g,Salt,,g,per_100g
116.jpeg,TP,Fat,12.0,g,per_100g,Fat,,g,per_100g
116.jpeg,TP,Saturated Fats,1.4,g,per_100g,Saturated Fats,,g,per_100g
116.jpeg,TP,Carbohydrate,27.0,g,per_100g,Carbohydrate,,g,per_100g
116.jpeg,TP,Fibre,12.0,g,per_100g,Fibre,,g,per_100g
116.jpeg,TP,Protein,41.0,g,per_100g,Protein,,g,per_100g
116.jpeg,TP,Salt,2.02,g,per_100g,Salt,,g,per_100g
116.jpeg,TP,Fat,3.5,g,per_serving,Fat,,g,per_serving (PORTION**)
116.jpeg,TP,Saturated Fats,0.4,g,per_serving,Saturated Fats,,g,per_serving (PORTION**)
116.jpeg,TP,Carbohydrate,8.2,g,per_serving,Carbohydrate,,g,per_serving (PORTION**)
116.jpeg,TP,Fibre,3.7,g,per_serving,Fibre,,g,per_serving (PORTION**)
116.jpeg,TP,Protein,12.0,g,per_serving,Protein,,g,per_serving (PORTION**)
116.jpeg,TP,Salt,0.61,g,per_serving,Salt,,g,per_serving (PORTION**)
117.jpeg,TP,Salt,0.04,g,per_serving,Salt,,g,per_serving (45 g)
117.jpeg,TP,Energy,728,kj/kcal,per_serving,Energy,,kJ,per_serving (45 g)
117.jpeg,TP,Energy,173,kj/kcal,per_serving,Energy,,kcal,per_serving (45 g)
117.jpeg,TP,Fat,6.1,,per_serving,Fat,,g,per_serving (45 g)
117.jpeg,TP,Carbohydrate,6.1,,per_serving,Carbohydrate,,g,per_serving (45 g)
117.jpeg,TP,Fibre,,,per_serving,Fibre,,g,per_serving (45 g)
117.jpeg,TP,Protein,,,per_serving,Protein,,g,per_serving (45 g)
118.jpeg,TP,Fat,2.1,g,per_serving,Fat,,g,per_100g
118.jpeg,TP,Carbohydrate,3.2,g,per_serving,Carbohydrate,,g,per_100g
118.jpeg,TP,Fibre,19,g,per_serving,Fibre,,g,per_100g
118.jpeg,TP,Protein,0.56,g,per_serving,Protein,,g,per_100g
118.jpeg,TP,Salt,48,g,per_100g,Salt,,g,per_100g
118.jpeg,TP,Fat,48,g,per_100g,Fat,,g,per_serving (80 g)
118.jpeg,TP,Carbohydrate,4.0,g,per_100g,Carbohydrate,,g,per_serving (80 g)
118.jpeg,TP,Fibre,24,g,per_100g,Fibre,,g,per_serving (80 g)
118.jpeg,TP,Protein,0.70,g,per_100g,Protein,,g,per_serving (80 g)
118.jpeg,TP,Salt,38,g,per_serving,Salt,,g,per_serving (80 g)
118.jpeg,TP,Fat,2.6,g,per_100g,Saturated Fats,,g,per_100g
119.jpeg,TP,Fat,24,g,per_serving,Fat,,g,per_100g
119.jpeg,TP,Carbohydrate,3.2,g,per_serving,Carbohydrate,,g,per_100g
119.jpeg,TP,Fibre,19,g,per_serving,Fibre,,g,per_100g
119.jpeg,TP,Protein,0.56,g,per_serving,Protein,,g,per_100g
119.jpeg,TP,Salt,4.0,g,per_100g,Salt,,g,per_100g
119.jpeg,TP,Fat,3.0,g,per_100g,Fat,,g,per_serving (80 g)
119.jpeg,TP,Carbohydrate,4.0,g,per_100g,Carbohydrate,,g,per_serving (80 g)
119.jpeg,TP,Fibre,24,g,per_100g,Fibre,,g,per_serving (80 g)
119.jpeg,TP,Protein,0.70,g,per_100g,Protein,,g,per_serving (80 g)
119.jpeg,TP,Salt,3.2,g,per_serving,Salt,,g,per_serving (80 g)
12.png,TP,Energy,547,kj,per_100ml,Energy,,kJ,per_100ml
12.png,TP,Energy,129,kcal,per_100ml,Energy,,kcal,per_100ml
12.png,TP,Carbohydrate,32,g,per_100ml,Carbohydrate,,g,per_100ml
12.png,TP,Protein,0.1,g,per_100ml,Protein,,g,per_100ml
12.png,TP,Energy,328,kj,per_serving,Energy,,kJ,per_serving (60ml)
12.png,TP,Energy,77,kcal,per_serving,Energy,,kcal,per_serving (60ml)
12.png,TP,Carbohydrate,19,g,per_serving,Carbohydrate,,g,per_serving (60ml)
12.png,TP,Protein,0.0,g,per_serving,Protein,,g,per_serving (60ml)
12.png,TP,Sugars,0.4,g,per_serving,Sugars,,g,per_100ml
12.png,TP,Fatten/ Rasva / Matiéres grasses / Fett/ Tlustcze / Fett,0.0,g,per_100ml,Fat,,g,per_100ml
12.png,TP,sattnat fett / w tym tluszcze nasycone / varav mattat fat,0.0,g,per_serving,Fat,,g,per_serving (60ml)
120.jpeg,TP,Inositol,100,mg,per_daily_dose,Inositol,,mg,per_daily_dose (10 G)
120.jpeg,TP,Choline,20,mg,per_daily_dose,Choline,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin C,250,mg,per_daily_dose,Vitamin C,,mg,per_daily_dose (10 G)
120.jpeg,TP,Niacin,16,mg,per_daily_dose,Niacin,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin E,30,mg,per_daily_dose,Vitamin E,,mg,per_daily_dose (10 G)
120.jpeg,TP,Pantothenic Acid,5,mg,per_daily_dose,Pantothenic Acid,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B6,0.9,mg,per_daily_dose,Vitamin B6,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B1,1,mg,per_daily_dose,Vitamin B1,,mg,per_daily_dose (10 G)
120.jpeg,TP,Calcium,121,mg,per_daily_dose,Calcium,,mg,per_daily_dose (10 G)
120.jpeg,TP,Zinc,6.5,mg,per_daily_dose,Zinc,,mg,per_daily_dose (10 G)
120.jpeg,TP,Manganese,0.4,mg,per_daily_dose,Manganese,,mg,per_daily_dose (10 G)
120.jpeg,TP,Folic Acid,200,g,per_daily_dose,Folic Acid,,µg,per_daily_dose (10 G)
120.jpeg,TP,Biotin,40,g,per_daily_dose,Biotin,,µg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B12,4.1,g,per_daily_dose,Vitamin B12,,µg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin D3,5.2,g,per_daily_dose,Vitamin D3,,µg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin K,60.4,g,per_daily_dose,Vitamin K,,µg,per_daily_dose (10 G)
120.jpeg,TP,Selenium,22,g,per_daily_dose,Selenium,,µg,per_daily_dose (10 G)
120.jpeg,TP,Chromium,25,g,per_daily_dose,Chromium,,µg,per_daily_dose (10 G)
120.jpeg,TP,Molybdenum,45,g,per_daily_dose,Molybdenum,,µg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B2,1,mg,per_daily_dose,Vitamin B2,,mg,per_daily_dose (10 G)
120.jpeg,TP,ON,6.5,mg,per_daily_dose,Alpha-Liponsäure,,mg,per_daily_dose (10 G)
120.jpeg,TP,HI,250,mg,per_daily_dose,Lactobacillus Acidophilus,,KBE,per_daily_dose (10 G)
121.jpeg,TP,Fat,12,g,per_100g,Fat,,g,per_100g
121.jpeg,TP,Carbohydrate,20,g,per_100g,Carbohydrate,,g,per_100g
121.jpeg,TP,Fibre,18,g,per_100g,Fibre,,g,per_100g
121.jpeg,TP,Protein,35,g,per_100g,Protein,,g,per_100g
121.jpeg,TP,Salt,0.20,g,per_100g,Salt,,g,per_100g
121.jpeg,TP,Fat,5.2,g,per_serving,Fat,,g,per_serving (45g)
121.jpeg,TP,Carbohydrate,9.1,g,per_serving,Carbohydrate,,g,per_serving (45g)
121.jpeg,TP,Protein,16,g,per_serving,Protein,,g,per_serving (45g)
121.jpeg,TP,Salt,0.09,g,per_serving,Salt,,g,per_serving (45g)
121.jpeg,TP,Fibre,79,g,per_serving,Fibre,,g,per_serving (45g)
121.jpeg,TP,Fat,631,kj/kcal,per_serving,Saturated Fats,,g,per_100g
15.png,TP,Chloride,4762,mg,per_100g,Chloride,,mg,per_100g
15.png,TP,Magnesium,670,mg,per_100g,Magnesium,,mg,per_100g
15.png,TP,Calcium,1428,mg,per_100g,Calcium,,mg,per_100g
15.png,TP,Chloride,200,mg,per_serving,Chloride,,mg,per_serving (4.2 g)
15.png,TP,Magnesium,28.1,mg,per_serving,Magnesium,,mg,per_serving (4.2 g)
15.png,TP,Calcium,60,mg,per_serving,Calcium,,mg,per_serving (4.2 g)
15.png,TP,Chloride,400,mg,per_daily_dose,Chloride,,mg,per_daily_dose (2 x 4.2 g)
15.png,TP,Magnesium,56.3,mg,per_daily_dose,Magnesium,,mg,per_daily_dose (2 x 4.2 g)
15.png,TP,Calcium,120,mg,per_daily_dose,Calcium,,mg,per_daily_dose (2 x 4.2 g)
17.png,TP,Caffeine,100,mg,per_serving,Caffeine,,mg,per_serving (piece)
17.png,TP,Niacin,2.4,mg ne,per_serving,Niacin,,mg NE,per_serving (piece)
17.png,TP,Vitamin B6,0.22,mg,per_serving,Vitamin B6,,mg,per_serving (piece)
17.png,TP,Vitamin B12,0.38,g,per_serving,Vitamin B12,,µg,per_serving (piece)
2.png,TP,Carbohydrate,70,g,per_100g,Carbohydrate,,g,per_100g
2.png,TP,Sugars,33,g,per_100g,Sugars,,g,per_100g
2.png,TP,Protein,0,g,per_100g,Protein,,g,per_100g
2.png,TP,Salt,0.43,g,per_100g,Salt,,g,per_100g
2.png,TP,Carbohydrate,50,g,per_daily_dose,Carbohydrate,,g,per_serving (1 Tube (70g))
2.png,TP,Sugars,25,g,per_daily_dose,Sugars,,g,per_serving (1 Tube (70g))
2.png,TP,Salt,0.30,g,per_daily_dose,Salt,,g,per_serving (1 Tube (70g))
2.png,TP,Energy,1195,,per_100g,Energy,,kJ,per_100g
2.png,TP,Energy,837,,per_daily_dose,Energy,,kJ,per_serving (1 Tube (70g))
2.png,TP,Saturated Fats,70,g,per_100g,Saturated Fats,,g,per_100g
2.png,TP,Saturated Fats,50,g,per_daily_dose,Saturated Fats,,g,per_serving (1 Tube (70g))
2.png,TP,Fat,1616,,per_100g,Fat,,g,per_100g
2.png,TP,Saturated Fats,33,g,per_100g,Fat,,g,per_serving (1 Tube (70g))
20.png,TP,Carbohydrate,78.1,g,per_100g,Carbohydrate,,g,per_100g (100 g Pulver)
20.png,TP,Sodium,667,mg,per_100g,Sodium,,mg,per_100g (100 g Pulver)
20.png,TP,Calcium,800,mg,per_100g,Calcium,,mg,per_100g (100 g Pulver)
20.png,TP,Magnesium,300,mg,per_100g,Magnesium,,mg,per_100g (100 g Pulver)
20.png,TP,Phosphorus,800,mg,per_100g,Phosphorus,,mg,per_100g (100 g Pulver)
20.png,TP,Pantothenic Acid,40,mg,per_100g,Pantothenic Acid,,mg,per_100g (100 g Pulver)
20.png,TP,Sodium,100,mg,per_daily_dose,Sodium,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Caffeine,37.5,mg,per_daily_dose,Caffeine,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Selenium,200,g,per_100g,Selenium,,µg,per_100g (100 g Pulver)
20.png,TP,Folic Acid,1333,g,per_100g,Folic Acid,,µg,per_100g (100 g Pulver)
20.png,TP,Vitamin B12,6.7,g,per_100g,Vitamin B12,,µg,per_100g (100 g Pulver)
20.png,TP,Biotin,1000,g,per_100g,Biotin,,µg,per_100g (100 g Pulver)
20.png,TP,Vitamin B1,200,g,per_daily_dose,Vitamin B1,,µg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin C,250,mg,per_100g,Vitamin C,,mg,per_100g (100 g Pulver)
20.png,TP,Vitamin B6,40,mg,per_100g,Vitamin B6,,mg,per_100g (100 g Pulver)
20.png,TP,Vitamin B1,13.3,mg,per_100g,Vitamin B1,,mg,per_100g (100 g Pulver)
20.png,TP,Carbohydrate,<0.1,g,per_daily_dose,Carbohydrate,,g,per_daily_dose (1 Portion = 15 g)
20.png,TP,Calcium,45,mg,per_daily_dose,Calcium,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Magnesium,800,mg,per_100g,Magnesium,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Phosphorus,667,mg,per_100g,Phosphorus,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin C,22576,mg,per_daily_dose,Vitamin C,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Pantothenic Acid,1.6,mg,per_daily_dose,Pantothenic Acid,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Energy,<0.1,g,per_100g,Energy,,kJ,per_100g (100 g Pulver)
20.png,TP,Energy,11.7,g,per_daily_dose,Energy,,kcal,per_100g (100 g Pulver)
20.png,TP,Caffeine,200,g,per_100g,Caffeine,,mg,per_100g (100 g Pulver)
20.png,TP,Niacin,800,mg,per_100g,Niacin,,mg NE,per_100g (100 g Pulver)
20.png,TP,Vitamin E,240,mg ne,per_100g,Vitamin E,,mg α-TE,per_100g (100 g Pulver)
20.png,TP,Vitamin A,1000,g,per_100g,Vitamin A,,µg RE,per_100g (100 g Pulver)
20.png,TP,Selenium,800,mg,per_100g,Selenium,,µg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Niacin,10,mg a-te,per_daily_dose,Niacin,,mg NE,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin E,1,mg,per_daily_dose,Vitamin E,,mg α-TE,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin B6,200,g,per_daily_dose,Vitamin B6,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Folic Acid,9.3,mg,per_100g,Folic Acid,,µg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin B12,1333,g,per_100g,Vitamin B12,,µg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Biotin,1333,g,per_100g,Biotin,,µg,per_daily_dose (1 Portion = 15 g)
20.png,TP,EwebB/Protein,<0.1,g,per_100g,Protein,,g,per_100g (100 g Pulver)
20.png,TP,Fatt/Fat,<0.5,g,per_100g,Fat,,g,per_100g (100 g Pulver)
20.png,TP,EwebB/Protein,11.7,g,per_daily_dose,Protein,,g,per_daily_dose (1 Portion = 15 g)
