image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_context,pred_context,qty_match,unit_match,ctx_match,full_match
113.jpeg,KOHLENHYDRATE,Kohlenhydrate,7.7,7.7,g,g,per_100g,PRO PORTION,True,True,False,True
113.jpeg,KOHLENHYDRATE,Kohlenhydrate,2.3,3.1,g,g,per_serving,PRO PORTION,False,True,True,False
113.jpeg,BALLASTSTOFFE,Ballaststoffe,1.9,3.9,g,g,per_100g,PRO PORTION,False,True,False,False
113.jpeg,BALLASTSTOFFE,Ballaststoffe,0.6,1.9,g,g,per_serving,PRO PORTION,False,True,True,False
113.jpeg,EIWEIß,Eiweiß,72.7,1.9,g,g,per_100g,PRO PORTION,False,True,False,False
113.jpeg,EIWEIß,Eiweiß,21.8,145,g,g,per_serving,PRO PORTION,False,True,True,False
113.jpeg,KOFFEIN,KOFFEIN,267,80,mg,mg,per_100g,PRO PORTION,False,True,False,False
114.jpeg,ENERGIE,Energie,1541,,kJ,,per_100g,pRo portion,False,False,False,False
114.jpeg,FETT,FETT,4.8,4.8,g,g,per_100g,pRo portion,True,True,False,True
114.jpeg,FETT,FETT,1.4,1.4,g,g,per_serving,pRo portion,True,True,True,True
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,3.3,3.3,g,g,per_100g,pRo portion,True,True,False,True
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,1.0,1.0,g,g,per_serving,pRo portion,True,True,True,True
114.jpeg,KOHLENHYDRATE,Kohlenhydrate,8.8,8.8,g,g,per_100g,pRo portion,True,True,False,True
114.jpeg,KOHLENHYDRATE,Kohlenhydrate,2.6,2.6,g,g,per_serving,pRo portion,True,True,True,True
114.jpeg,DAVON ZUCKER,DAVON ZUCKER,4.1,4.18,g,g,per_100g,pRo portion,False,True,False,False
114.jpeg,DAVON ZUCKER,DAVON ZUCKER,1.2,1.2,g,g,per_serving,pRo portion,True,True,True,True
114.jpeg,BALLASTSTOFFE,Ballaststoffe,2.8,2.8,g,g,per_100g,pRo portion,True,True,False,True
114.jpeg,BALLASTSTOFFE,Ballaststoffe,0.9,0.9,g,g,per_serving,pRo portion,True,True,True,True
114.jpeg,EIWEIß,Eiweiß,70.1,70.1,g,g,per_100g,pRo portion,True,True,False,True
114.jpeg,EIWEIß,Eiweiß,21.0,140,g,g,per_serving,pRo portion,False,True,True,False
114.jpeg,SALZ,SaLz,0.51,0.51,g,g,per_100g,pRo portion,True,True,False,True
114.jpeg,SALZ,SaLz,0.17,0.17,g,g,per_serving,pRo portion,True,True,True,True
114.jpeg,KOFFEIN,KOFFEIN,268,268,mg,mg,per_100g,PRO100g,True,True,True,True
114.jpeg,KOFFEIN,KOFFEIN,80,80,mg,mg,per_serving,PRO100g,True,True,False,True
115.jpeg,Fett,Fett,0,,g,,per_100g,Je 1009,False,False,True,False
115.jpeg,- davon gesättigte Fettsäuren,Fettsäuren,0.2,12.09,g,,per_100g,Je 1009,False,False,True,False
115.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,10.09,g,,per_100g,Je 1009,False,False,True,False
115.jpeg,Ballaststoffe,Ballaststoffe,1.6,11.09,g,,per_100g,Je 1009,False,False,True,False
115.jpeg,Eiweiß,Eiweiß,11.0,0.059,g,,per_100g,Je 1009,False,False,True,False
115.jpeg,Salz,Salz,0.05,,g,,per_100g,Je 1009,False,False,True,False
116.jpeg,ENERGIE,Energie kJ/kcal,1696,,kJ,,per_100g,,False,False,False,False
116.jpeg,FETT,Fett,12.0,12.0,g,g,per_100g,,True,True,False,True
116.jpeg,FETT,Fett,3.5,3.5,g,g,per_serving,,True,True,False,True
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE,1.4,1.4,g,g,per_100g,,True,True,False,True
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE,0.4,0.4,g,g,per_serving,,True,True,False,True
116.jpeg,KOHLENHYDRATE,Kohlenhydrate,27.0,27.0,g,g,per_100g,,True,True,False,True
116.jpeg,KOHLENHYDRATE,Kohlenhydrate,8.2,8.2,g,g,per_serving,,True,True,False,True
116.jpeg,- DAVON ZUCKER,DAVON ZUCKER,4.6,4.6,g,g,per_100g,,True,True,False,True
116.jpeg,- DAVON ZUCKER,DAVON ZUCKER,1.4,1.4,g,g,per_serving,,True,True,False,True
116.jpeg,BALLASTSTOFFE,Ballaststoffe,12.0,12.0,g,g,per_100g,,True,True,False,True
116.jpeg,BALLASTSTOFFE,Ballaststoffe,3.7,3.7,g,g,per_serving,,True,True,False,True
116.jpeg,EIWEIß,Eiweiß,41.0,41.0,g,g,per_100g,,True,True,False,True
116.jpeg,EIWEIß,Eiweiß,12.0,12.0,g,g,per_serving,,True,True,False,True
116.jpeg,SALZ,SALZ,2.02,2.02,g,g,per_100g,,True,True,False,True
116.jpeg,SALZ,SALZ,0.61,0.61,g,g,per_serving,,True,True,False,True
117.jpeg,ENERGIE,ENERGIEkJ /kcal,1617,,kJ,,per_100g,PRO PORTION,False,False,False,False
117.jpeg,FETT,FETT,13.6,61,g,g,per_100g,PRO PORTION,False,True,False,False
117.jpeg,FETT,DAVON GESÄTTIGTE Fettsäuren,6.1,158,g,g,per_serving,PRO PORTION,False,True,True,False
117.jpeg,KOHLENHYDRATE,Kohlenhydrate,37.1,1618,g,g,per_100g,PRO PORTION,False,True,False,False
117.jpeg,- DAVON ZUCKER,DAVON ZUCKER,30.1,13.58,g,,per_100g,PRO PORTION,False,False,False,False
117.jpeg,BALLASTSTOFFE,Ballaststoffe,9.0,40;,g,,per_100g,PRO PORTION,False,False,False,False
117.jpeg,EIWEIß,Eiweiß,24.5,11.08,g,,per_100g,PRO PORTION,False,False,False,False
117.jpeg,SALZ,SALZ,0.10,0.048,g,,per_100g,PRO PORTION,False,False,False,False
118.jpeg,ENERGIE,ENERGIEkJIkcal,1440,806,kJ,,per_100g,,False,False,False,False
118.jpeg,ENERGIE,ENERGIEkJIkcal,344,108,kcal,,per_100g,,False,False,False,False
118.jpeg,FETT,Fett,10,388,g,g,per_100g,,False,True,False,False
118.jpeg,FETT,Fett,8.0,48,g,g,per_serving,,False,True,False,False
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,Fettsäuren,2.6,48,g,g,per_100g,,False,True,False,False
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,Fettsäuren,2.1,2.68,g,g,per_serving,,False,True,False,False
118.jpeg,KOHLENHYDRATE,Kohlenhydrate,48,3.28,g,,per_100g,,False,False,False,False
118.jpeg,KOHLENHYDRATE,Kohlenhydrate,38,4.08,g,g,per_serving,,False,True,False,False
118.jpeg,BALLASTSTOFFE,Ballaststoffe,3.0,198,g,,per_100g,,False,False,False,False
118.jpeg,BALLASTSTOFFE,Ballaststoffe,2.4,248,g,,per_serving,,False,False,False,False
118.jpeg,EIWEIß,Eiweiß,24,0.568,g,g,per_100g,,False,True,False,False
118.jpeg,EIWEIß,Eiweiß,19,0.70,g,g,per_serving,,False,True,False,False
118.jpeg,SALZ,SALZ,0.70,,g,,per_100g,,False,False,False,False
119.jpeg,FETT,DAYONGESÄTTIGTE Fettsäuren,11,388,g,g,per_100g,,False,True,False,False
119.jpeg,FETT,DAYONGESÄTTIGTE Fettsäuren,8.4,47,g,g,per_serving,,False,True,False,False
119.jpeg,KOHLENHYDRATE,Kohlenhydrate,47,32,g,g,per_100g,,False,True,False,False
119.jpeg,KOHLENHYDRATE,Kohlenhydrate,38,406,g,g,per_serving,,False,True,False,False
119.jpeg,BALLASTSTOFFE,Ballaststoffe,4.5,248,g,,per_100g,,False,False,False,False
120.jpeg,INOSITOL,INOSITOL,100,100,mg,mg,per_serving,,True,True,False,True
120.jpeg,CHOLIN,CHOLIN,20,20,mg,mg,per_serving,,True,True,False,True
120.jpeg,RUTIN,RUTIN,20,20,mg,mg,per_serving,,True,True,False,True
120.jpeg,VITAMIN C,Vitamin C,250,250,mg,mg,per_serving,,True,True,False,True
120.jpeg,NIACIN,Niacin,16,16,mg,mg,per_serving,,True,True,False,True
120.jpeg,VITAMIN E,Vitamin E,30,30,mg,mg,per_serving,,True,True,False,True
120.jpeg,PANTOTHENSÄURE,PANTOTHENSÄURE,5,5,mg,mg,per_serving,,True,True,False,True
120.jpeg,VITAMIN B6,Vitamin B6,0.9,09,mg,mg,per_serving,,False,True,False,False
120.jpeg,VITAMIN B2,Vitamin B2,1.1,11,mg,mg,per_serving,,False,True,False,False
120.jpeg,VITAMIN B1,Vitamin B1,1,1,mg,mg,per_serving,,True,True,False,True
120.jpeg,BIOTIN,Biotin,40,164,µg,,per_serving,,False,False,False,False
120.jpeg,VITAMIN B12,Vitamin B1,4.1,100,µg,mg,per_serving,,False,False,False,False
120.jpeg,VITAMIN D3,Vitamin D3,5.2,81,µg,,per_serving,,False,False,False,False
120.jpeg,VITAMIN K,Vitamin K,60.4,15,µg,,per_serving,,False,False,False,False
120.jpeg,CALCIUM,Calcium,121,121,mg,mg,per_serving,,True,True,False,True
120.jpeg,ZINK,ZINK,6.5,6.5,mg,mg,per_serving,,True,True,False,True
120.jpeg,JOD,JOD,100,100,µg,,per_serving,,True,False,False,False
120.jpeg,SELEN,SELEN,22,100,µg,,per_serving,,False,False,False,False
120.jpeg,KUPFER,KUPFER,1,63,mg,,per_serving,,False,False,False,False
120.jpeg,MANGAN,MANGAN,0.4,90,mg,,per_serving,,False,False,False,False
120.jpeg,CHROM,CHROM,25,,µg,,per_serving,,False,False,False,False
120.jpeg,MOLYBDÄN,MOLYBDÄN,45,,µg,,per_serving,,False,False,False,False
121.jpeg,ENERGIE,Energie KJIKCAL,1401,,kJ,,per_100g,PRO100g,False,False,True,False
121.jpeg,FETT,Fett,12,5.2,g,g,per_100g,PRO100g,False,True,True,False
121.jpeg,FETT,Fett,5.2,12,g,g,per_serving,PRO100g,False,True,False,False
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,6.5,5.2,g,g,per_100g,PRO100g,False,True,True,False
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,2.9,2.9,g,g,per_serving,PRO100g,True,True,False,True
121.jpeg,KOHLENHYDRATE,Kohlenhydrate,20,2.9,g,g,per_100g,PRO100g,False,True,True,False
121.jpeg,KOHLENHYDRATE,Kohlenhydrate,9.1,91,g,g,per_serving,PRO100g,False,True,False,False
121.jpeg,- DAVON ZUCKER,DAVON ZUCKER,4.9,2.2,g,g,per_100g,PRO100g,False,True,True,False
121.jpeg,- DAVON ZUCKER,DAVON ZUCKER,2.2,91,g,g,per_serving,PRO100g,False,True,False,False
121.jpeg,BALLASTSTOFFE,Ballaststoffe,18,6.7,g,g,per_100g,PRO100g,False,True,True,False
121.jpeg,BALLASTSTOFFE,Ballaststoffe,7.9,79,g,g,per_serving,PRO100g,False,True,False,False
121.jpeg,EIWEIß,Eiweiß,35,79,g,g,per_100g,PRO100g,False,True,True,False
121.jpeg,EIWEIß,Eiweiß,16,16,g,g,per_serving,PRO100g,True,True,False,True
121.jpeg,SALZ,SALZ,0.20,0.098,g,g,per_100g,PRO100g,False,True,True,False
121.jpeg,SALZ,SALZ,0.09,16,g,g,per_serving,PRO100g,False,True,False,False
17.jpeg,Vitamin B6,Vitamin B6,0.22,,mg,,per_serving,,False,False,False,False
17.jpeg,Vitamin B12,Vitamin B12,0.38,,µg,,per_serving,,False,False,False,False
2.jpeg,davon gesättigte Fettsäuren/of which saturates,Fettsäuren,0,8,g,g,per_100g,,False,True,False,False
2.jpeg,davon gesättigte Fettsäuren/of which saturates,saturates,0,,g,,per_serving,,False,False,False,False
2.jpeg,Kohlenhydrate/carbohydrates,Carbohydrate,70,330,g,,per_100g,,False,False,False,False
2.jpeg,Eiweiss/Protein,Protein,0,430,g,,per_100g,,False,False,False,False
2.jpeg,Eiweiss/Protein,Protein,0,0.300,g,,per_serving,,False,False,False,False
34.jpeg,Energy,Energy,1356,,kJ,,per_100g,,False,False,False,False
35.jpeg,Magnesium,Magnesium,4.7,4.79,g,mg,per_100g,pro 3 Tabletten,False,False,False,False
35.jpeg,Magnesium,Magnesium,225,2.19,mg,mg,per_serving,pro 3 Tabletten,False,True,True,False
