image_id,match_status,predicted_nutrient,predicted_quantity,predicted_unit,predicted_context,gt_nutrient,gt_quantity,gt_unit,gt_context
104.jpeg,TP,Carbohydrate,10,g,per_serving,Carbohydrate,,g,per_serving (pro Port. (14g))
104.jpeg,TP,Sugars,10,g,per_serving,Sugars,,g,per_serving (pro Port. (14g))
105.png,TP,Energy,1320,kJ,per_100g,Energy,,kJ,per_100g
105.png,TP,Fat,2.7,g,per_100g,Fat,,g,per_100g
105.png,TP,Carbohydrate,52.1,g,per_100g,Carbohydrate,,g,per_100g
105.png,TP,Fibre,15.5,g,per_100g,Fibre,,g,per_100g
105.png,TP,Salt,0.03,g,per_100g,Salt,,g,per_100g
105.png,TP,Energy,158,kJ,per_serving,Energy,,kJ,per_serving (1 Portion* (12 g))
105.png,TP,Protein,0.00,g,per_100g,Protein,,g,per_100g
105.png,TP,Fat,0.4,g,davon gesättigte,Fat,,g,per_serving (1 Portion* (12 g))
105.png,TP,Carbohydrate,51.4,g,davon Zucker,Carbohydrate,,g,per_serving (1 Portion* (12 g))
105.png,TP,Fibre,0.8,g,per_100g,Fibre,,g,per_serving (1 Portion* (12 g))
106.png,TP,Vitamin E,12,mg α-TE,per_serving,Vitamin E,,mg α-TE,per_serving (Pro Stick)
106.png,TP,Magnesium,250,mg,per_serving,Magnesium,,mg,per_serving (Pro Stick)
107.png,TP,Vitamin B1,1.1,mg,per_daily_dose,Vitamin B1,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin B2,1.4,mg,per_daily_dose,Vitamin B2,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin C,80,mg,per_daily_dose,Vitamin C,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Pantothenic Acid,6,mg,per_daily_dose,Pantothenic Acid,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Biotin,200,µg,per_daily_dose,Biotin,,µg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin B6,2.5,µg,per_daily_dose,Vitamin B6,,mg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin B12,80,mg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Vitamin E,16,mg NE,per_daily_dose,Vitamin E,,mg α-TE,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Niacin,50,g,per_daily_dose,Niacin,,mg NE,per_daily_dose (1 Tablette (4.3 g)*)
107.png,TP,Folic Acid,6,mg,per_daily_dose,Folic Acid,,µg,per_daily_dose (1 Tablette (4.3 g)*)
108.jpeg,TP,Vitamin B1,1.1,mg,per_daily_dose,Vitamin B1,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin B2,1.4,mg,per_daily_dose,Vitamin B2,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin B6,1.4,mg,per_daily_dose,Vitamin B6,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin B12,2.5,µg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Biotin,50,µg,per_daily_dose,Biotin,,µg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Folic Acid,200,µg,per_daily_dose,Folic Acid,,µg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Magnesium,240,mg,per_serving,Magnesium,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin C,80,mg,per_serving,Vitamin C,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Pantothenic Acid,6.0,mg,per_serving,Pantothenic Acid,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Vitamin E,16,mg,per_serving,Vitamin E,,mg,per_daily_dose (1 Tablette (5.6 g)*)
108.jpeg,TP,Niacin,12,mg,per_serving,Niacin,,mg,per_daily_dose (1 Tablette (5.6 g)*)
109.jpeg,TP,Energy,420,kJ,per_100g,Energy,,kJ,per_100g
109.jpeg,TP,Fat,0,g,per_100g,Fat,,g,per_100g
109.jpeg,TP,Saturated Fats,0.2,g,per_100g,Saturated Fats,,g,per_100g
109.jpeg,TP,Carbohydrate,12.0,g,per_100g,Carbohydrate,,g,per_100g
109.jpeg,TP,Sugars,9.8,g,per_100g,Sugars,,g,per_100g
109.jpeg,TP,Fibre,1.5,g,per_100g,Fibre,,g,per_100g
109.jpeg,TP,Salt,0.05,g,per_100g,Salt,,g,per_100g
109.jpeg,TP,Protein,0.05,g,per_100g,Protein,,g,per_100g
110.jpeg,TP,melissen extrakt,15,mg,per_serving,Melissen Extrakt,,mg,per_serving (pro Stick)
110.jpeg,TP,Niacin,8.0,mg NE,per_serving,Niacin,,mg NE,per_serving (pro Stick)
110.jpeg,TP,Pantothenic Acid,3.0,mg,per_serving,Pantothenic Acid,,mg,per_serving (pro Stick)
111.jpeg,TP,Vitamin B12,17.5,µg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (1 Tagesdosis (8 ml))
112.jpeg,TP,Vitamin B12,17.5,µg,per_100ml,Vitamin B12,,µg,per_daily_dose (1 Tagesdosis (8 ml))
113.jpeg,TP,Carbohydrate,7.7,g,per_100g,Carbohydrate,,g,per_100g
113.jpeg,TP,Salt,0.53,g,per_100g,Salt,,g,per_100g
113.jpeg,TP,Caffeine,267,mg,per_100g,Caffeine,,mg,per_100g
113.jpeg,TP,Fat,1.3,g,per_serving,Fat,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Saturated Fats,0.9,g,per_serving,Saturated Fats,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Protein,21.8,g,per_serving,Protein,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Salt,0.17,g,per_serving,Salt,,g,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Caffeine,80,mg,per_serving,Caffeine,,mg,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Energy,1546,kcal,per_100g,Energy,,kJ,per_100g
113.jpeg,TP,Energy,464,kcal,per_serving,Energy,,kJ,per_serving (30 g PULVER IN 250ml WASSER)
113.jpeg,TP,Fat,369,g,per_100g,Fat,,g,per_100g
113.jpeg,TP,Saturated Fats,4.5,g,per_100g,Saturated Fats,,g,per_100g
113.jpeg,TP,Fibre,3.9,g,per_100g,Fibre,,g,per_100g
113.jpeg,TP,Protein,1.9,g,per_100g,Protein,,g,per_100g
113.jpeg,TP,Carbohydrate,<1,g,per_serving,Carbohydrate,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Energy,1541,kJ,per_100g,Energy,,kJ,per_100g
114.jpeg,TP,Fat,4.8,g,per_100g,Fat,,g,per_100g
114.jpeg,TP,Saturated Fats,3.3,g,per_100g,Saturated Fats,,g,per_100g
114.jpeg,TP,Carbohydrate,8.8,g,per_100g,Carbohydrate,,g,per_100g
114.jpeg,TP,Sugars,4.1,g,per_100g,Sugars,,g,per_100g
114.jpeg,TP,Fibre,2.8,g,per_100g,Fibre,,g,per_100g
114.jpeg,TP,Salt,0.51,g,per_100g,Salt,,g,per_100g
114.jpeg,TP,Caffeine,268,mg,per_100g,Caffeine,,mg,per_100g
114.jpeg,TP,Fat,1.4,g,per_serving,Fat,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Sugars,1.2,g,per_serving,Sugars,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Fibre,0.9,g,per_serving,Fibre,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Protein,70.1,g,per_daily_dose,Protein,,g,per_100g
114.jpeg,TP,Salt,0.17,g,per_daily_dose,Salt,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Energy,462,kcal,per_serving,Energy,,kJ,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Energy,4,kcal,per_daily_dose,Energy,,kcal,per_100g
114.jpeg,TP,Saturated Fats,2.6,g,per_serving,Saturated Fats,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Carbohydrate,1.2,g,per_serving,Carbohydrate,,g,per_serving (30 g PULVER IN 250ml WASSER)
114.jpeg,TP,Protein,140,g,per_100g,Protein,,g,per_serving (30 g PULVER IN 250ml WASSER)
115.png,TP,Energy,438,kJ,per_100g,Energy,,kJ,per_100g
115.png,TP,Fat,0,g,per_100g,Fat,,g,per_100g
115.png,TP,Saturated Fats,0.2,g,per_100g,Saturated Fats,,g,per_100g
115.png,TP,Salt,0.05,g,per_100g,Salt,,g,per_100g
115.png,TP,Carbohydrate,10.0,g,per_100g,Carbohydrate,,g,per_100g
115.png,TP,Sugars,1.6,g,per_100g,Sugars,,g,per_100g
115.png,TP,Fibre,11.0,g,per_100g,Fibre,,g,per_100g
116.jpeg,TP,Fat,12.0,g,per_100g,Fat,,g,per_100g
116.jpeg,TP,Saturated Fats,1.4,g,per_100g,Saturated Fats,,g,per_100g
116.jpeg,TP,Carbohydrate,27.0,g,per_100g,Carbohydrate,,g,per_100g
116.jpeg,TP,Sugars,4.6,g,per_100g,Sugars,,g,per_100g
116.jpeg,TP,Fibre,12.0,g,per_100g,Fibre,,g,per_100g
116.jpeg,TP,Protein,41.0,g,per_100g,Protein,,g,per_100g
116.jpeg,TP,Salt,2.02,g,per_100g,Salt,,g,per_100g
116.jpeg,TP,Carbohydrate,8.2,g,per_serving,Carbohydrate,,g,per_serving (PORTION**)
116.jpeg,TP,Sugars,1.4,g,per_serving,Sugars,,g,per_serving (PORTION**)
116.jpeg,TP,Fibre,3.7,g,per_serving,Fibre,,g,per_serving (PORTION**)
116.jpeg,TP,Salt,0.61,g,per_serving,Salt,,g,per_serving (PORTION**)
116.jpeg,TP,Energy,1696,kJ/kcal,per_100g,Energy,,kJ,per_100g
116.jpeg,TP,Fat,0.4,g,per_serving,Fat,,g,per_serving (PORTION**)
116.jpeg,TP,Energy,3.5,g,per_serving,Energy,,kcal,per_100g
116.jpeg,TP,Fat,509,121,per_serving,Saturated Fats,,g,per_serving (PORTION**)
117.jpeg,TP,Fat,6.1,g,per_serving,Fat,,g,per_serving (45 g)
117.jpeg,TP,Carbohydrate,16.7,g,per_serving,Carbohydrate,,g,per_serving (45 g)
117.jpeg,TP,Fibre,4.0,g,per_serving,Fibre,,g,per_serving (45 g)
117.jpeg,TP,Protein,11.0,g,per_serving,Protein,,g,per_serving (45 g)
117.jpeg,TP,Salt,0.04,g,per_serving,Salt,,g,per_serving (45 g)
117.jpeg,TP,Energy,728,kJ/kcal,per_serving,Energy,,kJ,per_serving (45 g)
118.jpeg,TP,Salt,0.70,g,per_100g,Salt,,g,per_100g
118.jpeg,TP,Fat,2.1,g,per_100g,Fat,,g,per_100g
118.jpeg,TP,Saturated Fats,38,g,per_serving,Saturated Fats,,g,per_100g
118.jpeg,TP,Carbohydrate,21,g,per_serving,Carbohydrate,,g,per_100g
118.jpeg,TP,Sugars,17,g,per_serving,Sugars,,g,per_100g
118.jpeg,TP,Fibre,0.56,g,per_100g,Fibre,,g,per_100g
118.jpeg,TP,Protein,0.70,g,per_100g,Protein,,g,per_100g
118.jpeg,TP,Fat,48,g,per_serving,Fat,,g,per_serving (80 g)
118.jpeg,TP,Carbohydrate,4.0,g,per_100g,Carbohydrate,,g,per_serving (80 g)
118.jpeg,TP,Fibre,19,g,per_serving,Fibre,,g,per_serving (80 g)
118.jpeg,TP,Energy,2.6,kJ/kcal,per_100g,Energy,,kJ,per_100g
118.jpeg,TP,Alcohol,2.4,g,per_serving,Sugar Alcohols,,g,per_100g
118.jpeg,TP,Fat,2.6,g,per_100g,Saturated Fats,,g,per_serving (80 g)
119.jpeg,TP,Fibre,4.5,g,per_100g,Fibre,,g,per_100g
119.jpeg,TP,Salt,0.70,g,per_100g,Salt,,g,per_100g
119.jpeg,TP,Energy,1177,kJ,per_serving,Energy,,kJ,per_serving (80 g)
119.jpeg,TP,Fat,8.4,g,per_100g,Fat,,g,per_serving (80 g)
119.jpeg,TP,Fat,3.0,g,per_100g,Fat,,g,per_100g
119.jpeg,TP,Saturated Fats,38,g,per_100g,Saturated Fats,,g,per_100g
119.jpeg,TP,Carbohydrate,3.2,g,per_100g,Carbohydrate,,g,per_100g
119.jpeg,TP,Sugars,17,g,per_100g,Sugars,,g,per_100g
119.jpeg,TP,Protein,0.56,g,per_100g,Protein,,g,per_100g
119.jpeg,TP,Carbohydrate,4.0,g,per_100g,Carbohydrate,,g,per_serving (80 g)
119.jpeg,TP,Fibre,19,g,per_100g,Fibre,,g,per_serving (80 g)
119.jpeg,TP,Protein,0.70,g,per_100g,Protein,,g,per_serving (80 g)
119.jpeg,TP,Energy,47,g,per_100g,Energy,,kJ,per_100g
12.png,TP,Energy,547,kJ,per_100ml,Energy,,kJ,per_100ml
12.png,TP,Fat,0.0,g,per_100ml,Fat,,g,per_100ml
12.png,TP,Carbohydrate,32,g,per_100ml,Carbohydrate,,g,per_100ml
12.png,TP,Sugars,1.1,g,per_100ml,Sugars,,g,per_100ml
12.png,TP,Protein,0.1,g,per_100ml,Protein,,g,per_100ml
12.png,TP,Salt,0.6,g,per_100ml,Salt,,g,per_100ml
12.png,TP,Energy,328,kJ,per_serving,Energy,,kJ,per_serving (60ml)
12.png,TP,Fat,0.0,g,per_serving,Fat,,g,per_serving (60ml)
12.png,TP,Carbohydrate,19,g,per_serving,Carbohydrate,,g,per_serving (60ml)
12.png,TP,Sugars,0.7,g,per_serving,Sugars,,g,per_serving (60ml)
12.png,TP,Protein,0.0,g,per_serving,Protein,,g,per_serving (60ml)
12.png,TP,Salt,0.4,g,per_serving,Salt,,g,per_serving (60ml)
120.jpeg,TP,Inositol,100,mg,per_daily_dose,Inositol,,mg,per_daily_dose (10 G)
120.jpeg,TP,Alpha-Liponsäure,42,mg,per_daily_dose,Alpha-Liponsäure,,mg,per_daily_dose (10 G)
120.jpeg,TP,Choline,20,mg,per_daily_dose,Choline,,mg,per_daily_dose (10 G)
120.jpeg,TP,Lactobacillus Acidophilus,3.6 x 10^8,KBE,per_daily_dose,Lactobacillus Acidophilus,,KBE,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B12,4.1,µg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin D3,5.2,µg,per_daily_dose,Vitamin D3,,µg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin K,60.4,µg,per_daily_dose,Vitamin K,,µg,per_daily_dose (10 G)
120.jpeg,TP,Calcium,121,mg,per_daily_dose,Calcium,,mg,per_daily_dose (10 G)
120.jpeg,TP,Zinc,6.5,mg,per_daily_dose,Zinc,,mg,per_daily_dose (10 G)
120.jpeg,TP,Iodine,100,µg,per_daily_dose,Iodine,,µg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin C,250,mg,per_100g,Vitamin C,,mg,per_daily_dose (10 G)
120.jpeg,TP,Niacin,16,mg,per_100g,Niacin,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin E,30,mg,per_100g,Vitamin E,,mg,per_daily_dose (10 G)
120.jpeg,TP,Pantothenic Acid,5,mg,per_100g,Pantothenic Acid,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B6,0.9,mg,per_100g,Vitamin B6,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B2,1.1,mg,per_100g,Vitamin B2,,mg,per_daily_dose (10 G)
120.jpeg,TP,Vitamin B1,1,mg,per_100g,Vitamin B1,,mg,per_daily_dose (10 G)
120.jpeg,TP,Folic Acid,200,µg,per_100g,Folic Acid,,µg,per_daily_dose (10 G)
120.jpeg,TP,Molybdenum,45,µg,per_100g,Molybdenum,,µg,per_daily_dose (10 G)
120.jpeg,TP,Biotin,40,mg,per_daily_dose,Biotin,,µg,per_daily_dose (10 G)
120.jpeg,TP,Selenium,22,mg,per_daily_dose,Selenium,,µg,per_daily_dose (10 G)
120.jpeg,TP,Copper,0.4,mg,per_daily_dose,Copper,,mg,per_daily_dose (10 G)
120.jpeg,TP,Chromium,45,µg,per_100g,Chromium,,µg,per_daily_dose (10 G)
120.jpeg,TP,Rutin,3.6 x 10^8,KBE,per_daily_dose,Rutin,,mg,per_daily_dose (10 G)
120.jpeg,TP,Manganese,25,g,per_100g,Manganese,,mg,per_daily_dose (10 G)
121.jpeg,TP,Fat,5.2,g,per_serving,Fat,,g,per_serving (45g)
121.jpeg,TP,Protein,16,g,per_serving,Protein,,g,per_serving (45g)
121.jpeg,TP,Carbohydrate,9.1,g,per_100g,Carbohydrate,,g,per_serving (45g)
121.jpeg,TP,Salt,0.09,g,per_100g,Salt,,g,per_serving (45g)
121.jpeg,TP,Energy,631,kJ/kcal,per_serving,Energy,,kJ,per_serving (45g)
121.jpeg,TP,Energy,151,kJ/kcal,per_serving,Energy,,kcal,per_serving (45g)
121.jpeg,TP,Fat,5.2,g,per_100g,Fat,,g,per_100g
121.jpeg,TP,Carbohydrate,2.9,g,per_100g,Carbohydrate,,g,per_100g
15.png,TP,Chloride,4762,mg,per_100g,Chloride,,mg,per_100g
15.png,TP,Magnesium,670,mg,per_100g,Magnesium,,mg,per_100g
15.png,TP,Calcium,1428,mg,per_100g,Calcium,,mg,per_100g
15.png,TP,Magnesium,28.1,mg,per_100g,Magnesium,,mg,per_serving (4.2 g)
15.png,TP,Caffeine,1788,mg,per_100g,Caffeine,,mg,per_100g
15.png,TP,Calcium,56.3,mg,per_100g,Calcium,,mg,per_serving (4.2 g)
15.png,TP,Salt,3571,mg,per_100g,Salt,,g,per_100g
17.png,TP,Caffeine,100,mg,per_serving,Caffeine,,mg,per_serving (piece)
17.png,TP,Vitamin B6,0.22,mg,per_serving,Vitamin B6,,mg,per_serving (piece)
17.png,TP,Vitamin B12,0.38,µg,per_serving,Vitamin B12,,µg,per_serving (piece)
2.png,TP,Fat,0,g,per_100g,Fat,,g,per_100g
2.png,TP,Saturated Fats,0,g,per_100g,Saturated Fats,,g,per_100g
2.png,TP,Carbohydrate,70,g,per_100g,Carbohydrate,,g,per_100g
2.png,TP,Sugars,33,g,per_100g,Sugars,,g,per_100g
2.png,TP,Protein,0,g,per_100g,Protein,,g,per_100g
2.png,TP,Salt,0.43,g,per_100g,Salt,,g,per_100g
2.png,TP,Energy,1195,281,per_100g,Energy,,kJ,per_100g
2.png,TP,Energy,837,197,per_daily_dose,Energy,,kJ,per_serving (1 Tube (70g))
20.png,TP,Energy,1474,kJ,per_100g,Energy,,kJ,per_100g (100 g Pulver)
20.png,TP,Carbohydrate,78.1,g,per_100g,Carbohydrate,,g,per_100g (100 g Pulver)
20.png,TP,Fat,<0.5,g,per_100g,Fat,,g,per_100g (100 g Pulver)
20.png,TP,Sodium,667,mg,per_100g,Sodium,,mg,per_100g (100 g Pulver)
20.png,TP,Potassium,667,mg,per_100g,Potassium,,mg,per_100g (100 g Pulver)
20.png,TP,Pantothenic Acid,40,mg,per_100g,Pantothenic Acid,,mg,per_100g (100 g Pulver)
20.png,TP,Biotin,1000,µg,per_100g,Biotin,,µg,per_100g (100 g Pulver)
20.png,TP,Chloride,120,mg,per_100g,Chloride,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin B1,200,mg,per_100g,Vitamin B1,,µg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Calcium,667,mg,per_100g,Calcium,,mg,per_100g (100 g Pulver)
20.png,TP,Magnesium,800,mg,per_100g,Magnesium,,mg,per_100g (100 g Pulver)
20.png,TP,Phosphorus,33,mg,per_100g,Phosphorus,,mg,per_100g (100 g Pulver)
20.png,TP,Caffeine,200,mg,per_100g,Caffeine,,mg,per_100g (100 g Pulver)
20.png,TP,Vitamin C,250,mg,per_100g,Vitamin C,,mg,per_100g (100 g Pulver)
20.png,TP,Vitamin B6,80.3,mg,per_100g,Vitamin B6,,mg,per_100g (100 g Pulver)
20.png,TP,Folic Acid,133.3,µg,per_100g,Folic Acid,,µg,per_100g (100 g Pulver)
20.png,TP,Vitamin B12,10.7,µg,per_100g,Vitamin B12,,µg,per_100g (100 g Pulver)
20.png,TP,Magnesium,800,mg,per_daily_dose,Magnesium,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin C,10,mg,per_daily_dose,Vitamin C,,mg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Vitamin B12,153.9,µg,per_daily_dose,Vitamin B12,,µg,per_daily_dose (1 Portion = 15 g)
20.png,TP,Selenium,800,mg,per_100g,Selenium,,µg,per_100g (100 g Pulver)
20.png,TP,Niacin,6,mg,per_100g,Niacin,,mg NE,per_100g (100 g Pulver)
20.png,TP,Vitamin E,240,mg,per_100g,Vitamin E,,mg α-TE,per_100g (100 g Pulver)
20.png,TP,Vitamin A,250,mg,per_100g,Vitamin A,,µg RE,per_100g (100 g Pulver)
201.jpeg,TP,Energy,1642,kJ,per_100g,Energy,,kJ,per_100g
201.jpeg,TP,Energy,392,kcal,per_100g,Energy,,kcal,per_100g
201.jpeg,TP,Protein,77,g,per_100g,Protein,,g,per_100g
201.jpeg,TP,Salt,0.05,g,per_100g,Salt,,g,per_100g
201.jpeg,TP,Energy,493,kJ,per_30go,Energy,,kJ,per_serving (30 g (1 Scoop))
201.jpeg,TP,Energy,118,kcal,per_30go,Energy,,kcal,per_serving (30 g (1 Scoop))
201.jpeg,TP,Salt,0.02,g,per_100g,Salt,,g,per_serving (30 g (1 Scoop))
201.jpeg,TP,Protein,4.2,g,per_100g,Protein,,g,per_serving (30 g (1 Scoop))
26.png,TP,Energy,942,kJ,per_100g,Energy,,kJ,per_100g
26.png,TP,Fat,0,g,per_100g,Fat,,g,per_100g
26.png,TP,Saturated Fats,0,g,per_100g,Saturated Fats,,g,per_100g
26.png,TP,Carbohydrate,7,g,per_100g,Carbohydrate,,g,per_100g
26.png,TP,Sugars,3.5,g,per_100g,Sugars,,g,per_100g
26.png,TP,Protein,0.11,g,per_100g,Protein,,g,per_100g
27.png,TP,Energy,1254,kJ,per_100g,Energy,,kJ,per_100g (100 g Pulver)
27.png,TP,Protein,<0.1,g,per_100g,Protein,,g,per_100g (100 g Pulver)
27.png,TP,Carbohydrate,49,g,per_100g,Carbohydrate,,g,per_100g (100 g Pulver)
27.png,TP,Fat,<0.5,g,per_100g,Fat,,g,per_100g (100 g Pulver)
27.png,TP,Calcium,4000,mg,per_100g,Calcium,,mg,per_100g (100 g Pulver)
27.png,TP,Magnesium,2000,mg,per_100g,Magnesium,,mg,per_100g (100 g Pulver)
27.png,TP,Zinc,75,mg,per_100g,Zinc,,mg,per_100g (100 g Pulver)
27.png,TP,Copper,10000,µg,per_100g,Copper,,µg,per_100g (100 g Pulver)
27.png,TP,Manganese,15,mg,per_100g,Manganese,,mg,per_100g (100 g Pulver)
27.png,TP,Chromium,896,µg,per_100g,Chromium,,µg,per_100g (100 g Pulver)
27.png,TP,Selenium,251,µg,per_100g,Selenium,,µg,per_100g (100 g Pulver)
27.png,TP,Vitamin D,37,µg,per_100g,Vitamin D,,µg,per_100g (100 g Pulver)
30.png,TP,Protein,2.7,g,per_serving,Protein,,g,per_serving (Per Bar 55g)
30.png,TP,Fat,5.0,g,per_serving,Fat,,g,per_serving (Per Bar 55g)
30.png,TP,Saturated Fats,2.7,g,per_serving,Saturated Fats,,g,per_serving (Per Bar 55g)
30.png,TP,Carbohydrate,39,g,per_serving,Carbohydrate,,g,per_serving (Per Bar 55g)
30.png,TP,Sugars,19,g,per_serving,Sugars,,g,per_serving (Per Bar 55g)
30.png,TP,Fibre,2.0,g,per_serving,Fibre,,g,per_serving (Per Bar 55g)
30.png,TP,Sodium,70,mg,per_serving,Sodium,,mg,per_serving (Per Bar 55g)
