image_id,n_ground_truth,n_predicted,tp,fp,fn,precision,recall,f1,fast_rule_decision,likely_failure_source,descriptive_summary
105.png,18,10,6,4,12,0.6,0.3333,0.6,n/a,none,"Image: 105.png. GT=18, predicted=10, TP=6, FP=4, FN=12. Precision=0.60, recall=0.33, F1=0.60. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1320 kJ [per_100g]; Fat 2.7 g [per_100g]; Carbohydrate 52.1 g [per_100g]  (+7 more)"
106.png,2,2,2,0,0,1.0,1.0,1.0,n/a,none,"Image: 106.png. GT=2, predicted=2, TP=2, FP=0, FN=0. Precision=1.00, recall=1.00, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin E 12 mg α-TE [per_serving]; Magnesium 250 mg [per_serving]"
107.png,10,10,4,6,6,0.4,0.4,0.4,n/a,none,"Image: 107.png. GT=10, predicted=10, TP=4, FP=6, FN=6. Precision=0.40, recall=0.40, F1=0.40. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B1 1.1 mg [per_daily_dose]; Vitamin B2 1.4 mg [per_daily_dose]; Vitamin C 80 mg [per_daily_dose]  (+7 more)"
108.jpeg,11,11,6,5,5,0.5455,0.5455,0.55,n/a,none,"Image: 108.jpeg. GT=11, predicted=11, TP=6, FP=5, FN=5. Precision=0.55, recall=0.55, F1=0.55. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B1 1.1 mg [per_daily_dose]; Vitamin B2 1.4 mg [per_daily_dose]; Vitamin B6 1.4 mg [per_daily_dose]  (+8 more)"
109.jpeg,9,8,7,1,2,0.875,0.7778,0.88,n/a,none,"Image: 109.jpeg. GT=9, predicted=8, TP=7, FP=1, FN=2. Precision=0.88, recall=0.78, F1=0.88. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 420 kJ [per_100g]; Fat 0 g [per_100g]; Saturated Fats 0.2 g [per_100g]  (+5 more)"
110.jpeg,6,3,3,0,3,1.0,0.5,1.0,n/a,none,"Image: 110.jpeg. GT=6, predicted=3, TP=3, FP=0, FN=3. Precision=1.00, recall=0.50, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: melissen extrakt 15 mg [per_serving]; Niacin 8.0 mg NE [per_serving]; Pantothenic Acid 3.0 mg [per_serving]"
111.jpeg,1,1,1,0,0,1.0,1.0,1.0,n/a,none,"Image: 111.jpeg. GT=1, predicted=1, TP=1, FP=0, FN=0. Precision=1.00, recall=1.00, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12 17.5 µg [per_daily_dose]"
112.jpeg,1,1,0,1,1,0.0,0.0,0.0,n/a,none,"Image: 112.jpeg. GT=1, predicted=1, TP=0, FP=1, FN=1. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12 17.5 µg [per_100ml]"
113.jpeg,20,15,8,7,12,0.5333,0.4,0.53,n/a,none,"Image: 113.jpeg. GT=20, predicted=15, TP=8, FP=7, FN=12. Precision=0.53, recall=0.40, F1=0.53. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Carbohydrate 7.7 g [per_100g]; Salt 0.53 g [per_100g]; Caffeine 267 mg [per_100g]  (+12 more)"
114.jpeg,20,25,11,14,9,0.44,0.55,0.61,n/a,none,"Image: 114.jpeg. GT=20, predicted=25, TP=11, FP=14, FN=9. Precision=0.44, recall=0.55, F1=0.61. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1541 kJ [per_100g]; Fat 4.8 g [per_100g]; Saturated Fats 3.3 g [per_100g]  (+15 more)"
115.png,9,9,4,5,5,0.4444,0.4444,0.57,n/a,none,"Image: 115.png. GT=9, predicted=9, TP=4, FP=5, FN=5. Precision=0.44, recall=0.44, F1=0.57. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 438 kJ [per_100g]; Fat 0 g [per_100g]; Saturated Fats 0.2 g [per_100g]  (+4 more)"
116.jpeg,18,15,11,4,7,0.7333,0.6111,0.73,n/a,none,"Image: 116.jpeg. GT=18, predicted=15, TP=11, FP=4, FN=7. Precision=0.73, recall=0.61, F1=0.73. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 12.0 g [per_100g]; Saturated Fats 1.4 g [per_100g]; Carbohydrate 27.0 g [per_100g]  (+12 more)"
117.jpeg,9,6,5,1,4,0.8333,0.5556,0.83,n/a,none,"Image: 117.jpeg. GT=9, predicted=6, TP=5, FP=1, FN=4. Precision=0.83, recall=0.56, F1=0.83. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 6.1 g [per_serving]; Carbohydrate 16.7 g [per_serving]; Fibre 4.0 g [per_serving]  (+3 more)"
118.jpeg,20,17,1,16,19,0.0588,0.05,0.08,n/a,none,"Image: 118.jpeg. GT=20, predicted=17, TP=1, FP=16, FN=19. Precision=0.06, recall=0.05, F1=0.08. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Salt 0.70 g [per_100g]; Fat 2.1 g [per_100g]; Saturated Fats 38 g [per_serving]  (+10 more)"
119.jpeg,20,14,3,11,17,0.2143,0.15,0.23,n/a,none,"Image: 119.jpeg. GT=20, predicted=14, TP=3, FP=11, FN=17. Precision=0.21, recall=0.15, F1=0.23. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fibre 4.5 g [per_100g]; Salt 0.70 g [per_100g]; Energy 1177 kJ [per_serving]  (+10 more)"
120.jpeg,26,30,10,20,16,0.3333,0.3846,0.4,n/a,none,"Image: 120.jpeg. GT=26, predicted=30, TP=10, FP=20, FN=16. Precision=0.33, recall=0.38, F1=0.40. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Inositol 100 mg [per_daily_dose]; Alpha-Liponsäure 42 mg [per_daily_dose]; Choline 20 mg [per_daily_dose]  (+22 more)"
121.jpeg,20,9,2,7,18,0.2222,0.1,0.25,n/a,none,"Image: 121.jpeg. GT=20, predicted=9, TP=2, FP=7, FN=18. Precision=0.22, recall=0.10, F1=0.25. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 5.2 g [per_serving]; Protein 16 g [per_serving]; Carbohydrate 9.1 g [per_100g]  (+5 more)"
201.jpeg,16,11,4,7,12,0.3636,0.25,0.5,n/a,none,"Image: 201.jpeg. GT=16, predicted=11, TP=4, FP=7, FN=12. Precision=0.36, recall=0.25, F1=0.50. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1642 kJ [per_100g]; Energy 392 kcal [per_100g]; Protein 77 g [per_100g]  (+5 more)"
45_1.png,18,16,14,2,4,0.875,0.7778,0.88,n/a,none,"Image: 45_1.png. GT=18, predicted=16, TP=14, FP=2, FN=4. Precision=0.88, recall=0.78, F1=0.88. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Protein 0 g [per_serving]; Fat 0 g [per_serving]; Saturated Fats 0 g [per_serving]  (+13 more)"
45_2.png,8,7,5,2,3,0.7143,0.625,0.71,n/a,none,"Image: 45_2.png. GT=8, predicted=7, TP=5, FP=2, FN=3. Precision=0.71, recall=0.62, F1=0.71. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1567 kJ [per_100g]; Fat 0 g [per_100g]; Carbohydrate 94 g [per_100g]  (+4 more)"
