image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
103.jpeg,davon gesättigte Fettsäuren,Fett,0.4,0.4,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,davon Zucker,davon Zucker,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,Ballaststoffe,Ballaststoffe,16,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Eiweiß,davon gesattigte,7.7,0.4,g,g,per_100g,,False,False,True,True,False,fast+llm,Eiweiß and 'davon gesattigte' refer to different nutrients.,,,The context matches the format but not with the nutrient.
103.jpeg,Salz,Salz,0,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Energie,davon gesattigte,166,3.7,kJ,kcal,per_serving,,False,False,True,False,False,fast+llm,The nutrient 'Energie' does not match with the German term for energy.,There is no direct correlation between '166 kJ' and '3.7 kcal'.,kcal matches with kcal correctly translated from English to German context.,The given nutrient term does not match the expected terms in any of the specified languages.
103.jpeg,Energie,Fettsauren,39,0.4,kcal,g,per_serving,,False,False,True,False,False,fast+llm,Energie is not equivalent to Fettsauren.,39 kcal does not match with 0.4 g of fat content.,"kcal matches correctly as a unit for energy, but the nutrient context mismatch invalidates this.",
103.jpeg,Fett,Fettsauren,0.4,51,g,g,per_serving,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,davon gesättigte Fettsäuren,Ballaststoffe,0,51,g,g,per_serving,,False,False,True,True,False,fast+llm,"The term 'davon gesättigte Fettsäuren' refers to saturated fatty acids, not dietary fiber.",Quantity is incorrect; should be related to saturated fats instead of fibers.,Unit matches correctly as 'g'.,Context refers appropriately to per serving.
103.jpeg,Kohlenhydrate,Salz,6.1,66'0,g,g,per_serving,,False,True,True,True,False,fast+llm,"The extracted nutrient 'Salz' does not match the expected German term for carbohydrates, which is 'Kohlenhydrate'.",The quantity matches correctly as both are given in grams.,"The unit should be per serving (g), but it was extracted incorrectly without a context match, leading to an incorrect 'g' instead of the expected contextual term like 'per_serving'.",
104.jpeg,Energie,Energie,1528,361,kJ,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Energie,Energie,361,100,kcal,g,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Fett,Fett,2.6,361,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,davon gesättigte Fettsäuren,Fett,0.6,2.6,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,0.6,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,davon Zucker,davon Zucker,72,10,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Ballaststoffe,Ballaststoffe,10,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Eiweiß,davon gesattigte,3.2,0.6,g,g,per_100g,,False,False,True,True,False,fast+llm,Eiweiß and 'davon gesattigte' refer to different nutrients.,,,Both mention per_100g context.
104.jpeg,Salz,Salz,0.1,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Energie,davon gesattigte,214,2.6,kJ,kcal,per_serving,,False,False,True,False,False,fast+llm,The nutrient 'Energie' does not match with the German term for energy.,The quantity of 2.6 kcal is inconsistent compared to expected value in kJ,kcal matches correctly as a unit but should be converted from kJ if needed.,There was no context provided for per_serving.
104.jpeg,Energie,Fettsauren,51,0.6,kcal,g,per_serving,,False,False,True,True,False,fast+llm,Energie is not the same as Fettsauren.,51 kcal does not match with 0.6 g of fat content in a serving.,"kcal matches correctly to kcal, but quantity mismatch invalidates this check.",per_serving context is correct for the given data.
104.jpeg,Fett,Fettsauren,0,2.6,g,kcal,per_serving,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,davon gesättigte Fettsäuren,Kohlenhydrate,0,72,g,g,per_serving,,False,False,True,True,False,fast+llm,The nutrient 'davon gesättigte Fettsäuren' does not match with any known nutrients in the rules.,There is no provided quantity to compare against.,Unit matches as both are given in grams (g).,The context 'per_serving' correctly indicates the serving size.
104.jpeg,Kohlenhydrate,davon Zucker,10,72,g,g,per_serving,,False,True,True,False,False,fast+llm,"The nutrient 'Kohlenhydrate' does not match the German term for carbohydrates, which is 'davon Zucker'.",Both quantities are numerically identical.,Grams (g) and grams per serving both represent weight units correctly in this context.,The provided quantity is for 'per_serving' while the extracted data refers to a different nutrient ('davon Zucker') without any specified context.
104.jpeg,davon Zucker,Ballaststoffe,10,10,g,g,per_serving,,False,True,True,False,False,fast+llm,"The term 'davon Zucker' refers to sugar derived from carbohydrates, not dietary fiber.",Both quantities are the same (10).,Grams ('g') is a valid unit for both contexts.,"The context 'per_serving' does not match with dietary fiber, which typically refers to per daily dose."
104.jpeg,Ballaststoffe,Salz,1.4,0.1,g,g,per_serving,,False,False,True,True,False,fast+llm,"Ballaststoffe refers to Dietary Fibre, not Salt.",,,per_serving context is correct for Ballaststoffe.
105.jpeg,Energie,Energie,1320,313,kJ,kcal,per_100g,je100g1portion12g,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
105.jpeg,Energie,Energie,313,38,kcal,kcal,per_100g,je100g1portion12g,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
105.jpeg,Fett,Fett,2.7,313,g,kcal,per_100g,je100g1portion12g,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
105.jpeg,- davon gesättigte Fettsäuren,Fett,0.4,38,g,kcal,per_100g,je100g1portion12g,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
105.jpeg,Kohlenhydrate,"Kohlenhydrate 52,1g",52.1,0.4,g,g,per_100g,je100g1portion12g,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
105.jpeg,- davon Zucker,-davon gesattigte,51.4,0.4,g,g,per_100g,je100g1portion12g,False,False,True,False,False,fast+llm,The nutrient '- davon Zucker' is not a recognized term in the given rules.,There seems to be an inconsistency with quantity values provided ('51.4 g' vs '0.4 g').,The unit 'g' is consistent and matches across both entries.,The context '-davon gesattigte' does not match the expected format for nutrient content per serving.
105.jpeg,Ballaststoffe,-davon gesattigte,15.5,0.3,g,kcal,per_100g,je100g1portion12g,False,True,False,True,False,fast+llm,"The nutrient 'Ballaststoffe' is correctly identified, but '-davon gesattigte Ballaststoffe' refers to a different concept (indirectly derived nutrients) and not the direct amount of dietary fibre.",Both quantities are numerically consistent with each other when considering conversion factors if applicable.,"The units 'g' for Ballaststoffe (dietary fiber) and 'kcal' do not match as they represent different nutritional aspects; dietary fibre is measured in grams, while energy content can be expressed in kilocalories or calories.",Both contexts refer to per serving quantities.
105.jpeg,Eiweiß,Fettsauren,7.0,0.4,g,g,per_100g,je100g1portion12g,False,False,True,True,False,fast+llm,Eiweiß and Fettsauren are different nutrients.,7.0 is not equal to 0.4,g matches g correctly as grams.,per_100g and je 100g both indicate per hundred gram context.
105.jpeg,Salz,Salz,0.03,7.0,g,g,per_100g,je100g1portion12g,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
105.jpeg,Energie,Fettsauren,158,6.3,kJ,g,per_serving,je100g1portion12g,False,False,True,False,False,fast+llm,Energie is not the same as Fettsauren.,158 does not match with any quantity for 'Fettsauren'.,"kJ matches kJ correctly, though it should be kcal in nutritional context.",'per_serving' is related to serving size but does not match with the quantity for 'Fettsauren'.
105.jpeg,Energie,"Kohlenhydrate 52,1g",38,6.3,kcal,g,per_serving,je100g1portion12g,False,False,True,False,False,fast+llm,Energie is not directly matched with any specific nutrient listed in the rules.,38 kcal does not match 6.3 g of carbohydrates or other nutrients specified.,kcal matches kcal correctly as per unit conversion rule.,"per_serving context is specific to serving size, while je100g1portion12g refers to a different measurement."
105.jpeg,Fett,Salz,0.3,600,g,g,per_serving,je100g1portion12g,False,False,True,False,False,fast+llm,Fett vs Salz,0.3 != 600,g is a valid unit for both nutrients.,per_serving vs je100g1portion12g
106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,VitaminE,12,,mg α-TE,,per_serving,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,Vitamine und Mineralstoffe,250,,mg,,per_serving,,False,True,False,True,False,fast+llm,The term 'Magnesium / Magnésium / Magnesio / Magnézium / Magnezij' refers to multiple languages and is not a direct match for the nutrient Magnesium.,Quantity specified as '250'.,"Unit specified as 'mg', which should be converted according to DOMAIN RULES (ug, mcg, µg).",Context provided correctly ('per_serving').
107.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose,"1tablette (4,3g)",True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
107.jpeg,Vitamin B2,Vitamin B2,1.4,14,mg,mg,per_daily_dose,"1tablette (4,3g)",True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
107.jpeg,Vitamin B6,Vitamin B6,1.4,1409,mg,mg,per_daily_dose,"1tablette (4,3g)",True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
107.jpeg,Vitamin B12,Vitamin B12,2.5,80,µg,mg,per_daily_dose,"1tablette (4,3g)",True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Vitamin C,Vitamin B1,80,14,mg,mg,per_daily_dose,"1tablette (4,3g)",False,False,True,False,False,fast+llm,Vitamin C and Vitamin B1 are different nutrients.,80 mg is not equal to 14 mg.,"mg stands for milligrams, which matches the unit used in both instances.",per_daily_dose and '1tablette (4.3g)' are different contexts.
107.jpeg,Vitamin E,Vitamin E,12,,mg α-TE,,per_daily_dose,"1tablette (4,3g)",True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Niacin,Niacin,16,5019,mg NE,,per_daily_dose,"1tablette (4,3g)",True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Biotin,Biotin,50,2009,µg,,per_daily_dose,"1tablette (4,3g)",True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Folsäure,Vitamin B2,200,1409,µg,mg,per_daily_dose,"1tablette (4,3g)",False,False,True,False,False,fast+llm,Folsäure and Vitamin B2 are different nutrients.,200 µg is not equal to 1409 mg,µg matches with the unit specified in context (per_daily_dose).,The given quantity and nutrient do not match any provided label.
107.jpeg,Pantothensäure,Vitamin B6,6,2.59,mg,mg,per_daily_dose,"1tablette (4,3g)",False,False,True,True,False,fast+llm,Pantothensäure is not Vitamin B6.,Different quantities for Pantothensäure and Vitamin B6.,"Both units are in mg, which match.",Context 'per_daily_dose' is applicable to both nutrients.
108.jpeg,Magnesium,Magnesium,240,240,mg,mg,per_daily_dose,"1 tablette (5,6g)",True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose,"1 tablette (5,6g)",True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B2,Vitamin B2,1.4,1.4,mg,mg,per_daily_dose,"1 tablette (5,6g)",True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B6,Vitamin B6,1.4,1.4,mg,mg,per_daily_dose,"1 tablette (5,6g)",True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B12,Vitamin B12,2.5,2.519,µg,mg,per_daily_dose,"1 tablette (5,6g)",True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Vitamin C,VitaminC,80,80,mg,mg,per_daily_dose,"1 tablette (5,6g)",False,True,True,False,False,fast+llm,Vitamin C is not listed in the DOMAIN RULES.,The quantity '80' does not match any specified quantities for Vitamin C in the provided context or rules.,mg matches mg as per unit conversion rule (µg vs mcg).,per_daily_dose is a general term and does not specify 'VitaminC'.
108.jpeg,Vitamin E (α-TE),VitaminE (a-TE,12,16,mg,mg,per_daily_dose,"1 tablette (5,6g)",False,False,True,False,False,fast+llm,The nutrient name 'Vitamin E (α-TE)' does not match the expected format.,The quantity '12' for Vitamin E is different from what was extracted ('16').,"Both units are correctly identified as mg, which matches German conventions (mg).","The context provided does not match the expected format; 'per_daily_dose' vs. extracted '1 tablette (5,6g)'."
108.jpeg,Niacin (NE),Biotin,16,509,mg,mg,per_daily_dose,"1 tablette (5,6g)",False,False,True,False,False,fast+llm,Niacin (NE) is not Biotin.,"16 mg for Niacin, but the prediction was for a quantity of 509 mg which corresponds to another nutrient and context.",mg matches correctly as both quantities are in milligrams (mg).,"The original label refers to 'per_daily_dose' while the prediction is for a quantity per tablet, which implies different context."
108.jpeg,Biotin,Folsaure,50,,µg,,per_daily_dose,,False,False,True,False,False,fast+llm,Biotin is not listed in the DOMAIN RULES.,Quantity '50' does not match any known quantity formats from DOMAIN RULES.,µg matches with microgram as per DOMAIN RULES.,per_daily_dose context is specific and doesn't align directly to the provided rules.
108.jpeg,Folsäure,Pantothensaure,200,,µg,,per_daily_dose,,False,False,True,False,False,fast+llm,The extracted nutrient 'Folsäure' does not match the expected 'Pantothensaure'.,No quantity was provided for comparison.,Unit 'µg' is correctly identified as micrograms.,The context 'per_daily_dose' does not match the expected nutrient-related contexts.
109.jpeg,Brennwert,Brennwert,420,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
109.jpeg,Brennwert,Fett,99,0,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"Brennwert refers to energy, not fat.",99 kcal does not match the quantity for fat content in grams per 100g context.,kcal is a valid unit of measurement but incorrect nutrient type here.,
109.jpeg,Fett,Fettsauren,0,0.2,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
109.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,,g,,per_100g,per_100g,False,False,True,True,False,fast+llm,The prefix 'davon' is not a standard qualifier for nutrients in German.,,g matches with g,
109.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,12.0,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,- davon Zucker,-davon Zucker,9.8,9.8,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"The prefix 'davon' indicates a sub-nutrient, which should be separated.",Both quantities are identical: 9.8 g,g is the same as gramme in German and English context units.,"The prefix 'davon' indicates a sub-nutrient, which should be separated."
109.jpeg,Ballaststoffe,Ballaststoffe,1.5,1.5,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Eiweiß,Salz,11.0,0.05,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,Eiweiß and Salz are different nutrients.,The quantities do not match; '11.0' vs '0.05'.,Both units ('g') for the given context ('per_100g').,
110.jpeg,Melissen Extrakt,Niacin,15,,mg,,per_serving,,False,False,True,True,False,fast+llm,Melissen Extrakt is not a recognized nutrient.,Quantity '15' does not match any known quantity for Melissen Extrakt.,Unit 'mg' matches the context of per_serving but no standard nutritional unit.,The term 'per_serving' is understood in this context.
110.jpeg,Niacin,Pantothensaure,8.0,3.0,mg NE,mg,per_serving,,False,False,True,False,False,fast+llm,Niacin and Pantothensäure are different nutrients.,8.0 mg NE is not equal to the quantity for Pantothensäure which should be specified as 'mg'.,"The unit 'NE' (Nitrogen-Elektron) does not match with standard units like 'mg', but since it's a specific context, it can still technically align.",Per serving is specified for Niacin while no equivalent specification exists in the prediction.
110.jpeg,Pantothensäure,Pantothensaure,3.0,6.0,mg,mg,per_serving,,False,False,True,False,False,fast+llm,The nutrient 'Pantothensäure' was not recognized in the OCR pipeline.,The quantity extracted ('6.0') does not match any known quantities for Pantothensäure from other sources or context provided by the user.,The unit 'mg' is correctly recognized as milligrams in both instances.,There was no original nutrient quantity and context to compare with.
111.jpeg,Vitamin B12,Vitamin B12,17.5,17.5,µg,g,per_daily_dose,,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
112.jpeg,Vitamin B12,Vitamine,17.5,,µg,,per_daily_dose,,False,False,False,False,False,fast+llm,The extracted nutrient 'Vitamine' does not match the correct term for Vitamin B12.,"Quantity was missing in prediction, hence cannot be evaluated as true or false",Unit 'µg' is correctly identified but nutrient mismatch invalidates this evaluation contextually.,The extracted context does not match the expected format for per_daily_dose.
113.jpeg,ENERGIE kJ,ENERGIE,1546,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,ENERGIE kcal,FETT,369,4.5,kcal,g,per_100g,per_100g,False,True,False,True,False,fast+llm,"The nutrient 'ENERGIE kcal' does not match the expected German term for energy, which should be 'Brennwert kJ'.",The quantity matches as both are given in grams.,"The unit 'kcal' is incorrect; it should match with the correct term for energy units, which would be kilojoules (kJ).",Both contexts are related to per_100g.
113.jpeg,FETT,FETT,4.5,1.3,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTE FETTSAUREN,3.1,3.1,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The term 'DAVON GESÄTTIGTE FETTSÄUREN' is not a standard nutritional descriptor.,Both quantities are identical (3.1).,Both units ('g') match correctly as grams.,The context 'per_100g' does not align with the nutrient term used.
113.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,7.7,3.1,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON ZUCKER,DAVONGESATTIGTE FETTSAUREN,3.9,16,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"The nutrient 'DAVON ZUCKER' refers to additional sugars, not the main sugar content.",Different nutrients with different quantities are being compared.,Both units g and µg can be used interchangeably for grams in this context.,The comparison is made within the same 'per_100g' context.
113.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,1.9,3.9,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,EIWEIẞ,KOHLENHYDRATE,72.7,17,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"EIweiss translates to Protein, not Kohlenhydrate.",The quantities do not match; '72.7' vs '17'.,Both units are correctly identified as grams (g).,'per_100g' context matches.
113.jpeg,SALZ,SALZ,0.53,72.7,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,KOFFEIN,KOFFEIN,267,80,mg,mg,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,ENERGIE kJ,BALLASTSTOFFE,464,1.9,kJ,g,per_serving,per_100g,False,False,True,False,False,fast+llm,ENERGIE kJ does not match BALLASTSTOFFE (Dietary Fibre).,1.9 g for ENERGY is incorrect; should be in kcal or similar unit.,"kJ matches the context of per_serving correctly, but not with BALLASTSTOFFE's expected units (g).",per_serving does not match per_100g for ENERGY.
113.jpeg,ENERGIE kcal,SALZ,111,145,kcal,g,per_serving,per_100g,False,False,True,False,False,fast+llm,The extracted nutrient 'SALZ' does not match the expected 'ENERGIE kcal'.,The quantity '145' is inconsistent with the context of per_serving for energy content.,"Unit 'g' matches German convention, but it should be in terms of calories (kcal).",The extracted nutrient and quantity do not align with the context specified as per_serving.
114.jpeg,ENERGIE,ENERGIE,1541,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
114.jpeg,ENERGIE,FETT,368,4.8,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,ENERGIE is not a recognized nutrient in the given rules.,The quantity '4.8' does not match any expected quantities for ENERGY as per DOMAIN RULES.,kcal matches with Energy (Brennwert).,per_100g context is correctly matched.
