image_id,n_ground_truth,n_predicted,tp,fp,fn,precision,recall,f1,fast_rule_decision,likely_failure_source,descriptive_summary
26.png,8,7,0,7,8,0.0,0.0,0.0,n/a,none,"Image: 26.png. GT=8, predicted=7, TP=0, FP=7, FN=8. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g []; Protein 3.5 g []; Saturated Fats 56 g []  (+4 more)"
27.png,13,16,3,13,10,0.1875,0.2308,0.3,n/a,none,"Image: 27.png. GT=13, predicted=16, TP=3, FP=13, FN=10. Precision=0.19, recall=0.23, F1=0.30. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Calcium 4000 mg [per_100g]; Magnesium 2000 mg [per_100g]; Zinc 75 mg [per_100g]  (+7 more)"
30.png,18,16,0,16,18,0.0,0.0,0.0,n/a,none,"Image: 30.png. GT=18, predicted=16, TP=0, FP=16, FN=18. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Carbohydrate 39  [per_serving]; Sugars 19  [per_serving]; Protein 4.8  [per_100g]  (+13 more)"
33.png,26,25,4,21,22,0.16,0.1538,0.2,n/a,none,"Image: 33.png. GT=26, predicted=25, TP=4, FP=21, FN=22. Precision=0.16, recall=0.15, F1=0.20. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Sugars 56 g [per_100g]; Sodium 210 mg [per_100g]; Calcium 35 mg [per_100g]  (+17 more)"
34.png,40,59,23,36,17,0.3898,0.575,0.61,n/a,none,"Image: 34.png. GT=40, predicted=59, TP=23, FP=36, FN=17. Precision=0.39, recall=0.57, F1=0.61. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 319 kcal [per_100g]; Fat 0 g [per_100g]; Carbohydrate 80 g [per_100g]  (+35 more)"
35.jpeg,4,6,0,6,4,0.0,0.0,0.0,n/a,none,"Image: 35.jpeg. GT=4, predicted=6, TP=0, FP=6, FN=4. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Magnesium 100.8 mg [per_daily_dose]; Magnesium 4.79  [per_daily_dose]"
41.png,8,7,4,3,4,0.5714,0.5,0.57,n/a,none,"Image: 41.png. GT=8, predicted=7, TP=4, FP=3, FN=4. Precision=0.57, recall=0.50, F1=0.57. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Saturated Fats 0 g [per_100g]; Carbohydrate 36 g [per_100g]  (+4 more)"
42.png,18,9,0,9,18,0.0,0.0,0.0,n/a,none,"Image: 42.png. GT=18, predicted=9, TP=0, FP=9, FN=18. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Carbohydrate 44  [per_serving]; Carbohydrate 94  [per_100g]; Sugars 38  [per_100g]  (+6 more)"
51.png,18,23,0,23,18,0.0,0.0,0.0,n/a,none,"Image: 51.png. GT=18, predicted=23, TP=0, FP=23, FN=18. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1541  [per_100g]; Energy 925  [per_100g]; Sugars 37  [per_100g]  (+9 more)"
53.png,18,15,2,13,16,0.1333,0.1111,0.15,n/a,none,"Image: 53.png. GT=18, predicted=15, TP=2, FP=13, FN=16. Precision=0.13, recall=0.11, F1=0.15. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Sugars 62 g [per_100g]; Salt 0.13 g [per_100g]; Sugars 37 g [per_100g]  (+10 more)"
56.jpeg,10,3,0,3,10,0.0,0.0,0.0,n/a,none,"Image: 56.jpeg. GT=10, predicted=3, TP=0, FP=3, FN=10. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 383 kcal [pro 100 €]; Protein 83 g [pro 100 €]"
57.jpeg,10,3,0,3,10,0.0,0.0,0.0,n/a,none,"Image: 57.jpeg. GT=10, predicted=3, TP=0, FP=3, FN=10. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 383kcal,  [pro 100 @]; Energy 4.998  [pro 100 @]; Protein 4.998  [pro 100 @]"
59.png,28,26,1,25,27,0.0385,0.0357,0.06,n/a,none,"Image: 59.png. GT=28, predicted=26, TP=1, FP=25, FN=27. Precision=0.04, recall=0.04, F1=0.06. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1391 kj [per_100g]; Energy 278 kj [per_100g]; Fibre 5 g [per_100g]  (+15 more)"
61.png,22,28,8,20,14,0.2857,0.3636,0.4,n/a,none,"Image: 61.png. GT=22, predicted=28, TP=8, FP=20, FN=14. Precision=0.29, recall=0.36, F1=0.40. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_serving]; Carbohydrate 25.3 g [per_serving]; Salt 0.52 g [per_serving]  (+17 more)"
63.png,22,26,12,14,10,0.4615,0.5455,0.6,n/a,none,"Image: 63.png. GT=22, predicted=26, TP=12, FP=14, FN=10. Precision=0.46, recall=0.55, F1=0.60. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_serving]; Carbohydrate 25.3 g [per_serving]; Sugars 14.6 g [per_serving]  (+17 more)"
64.png,8,7,4,3,4,0.5714,0.5,0.57,n/a,none,"Image: 64.png. GT=8, predicted=7, TP=4, FP=3, FN=4. Precision=0.57, recall=0.50, F1=0.57. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin C 50 mg [per_daily_dose]; Vitamin B2 0.6 mg [per_daily_dose]; Vitamin B6 0.6 mg [per_daily_dose]  (+4 more)"
67.jpeg,4,1,0,1,4,0.0,0.0,0.0,n/a,none,"Image: 67.jpeg. GT=4, predicted=1, TP=0, FP=1, FN=4. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin D3   []"
68.jpeg,34,0,0,0,34,0.0,0.0,0.0,n/a,none,"Image: 68.jpeg. GT=34, predicted=0, TP=0, FP=0, FN=34. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  "
78.jpeg,2,1,0,1,2,0.0,0.0,0.0,n/a,none,"Image: 78.jpeg. GT=2, predicted=1, TP=0, FP=1, FN=2. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin D3   []"
82.jpeg,12,6,0,6,12,0.0,0.0,0.0,n/a,none,"Image: 82.jpeg. GT=12, predicted=6, TP=0, FP=6, FN=12. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy   [per_100g]; Protein   [per_100g]; Carbohydrate   [per_100g]  (+3 more)"
88.png,16,30,0,30,16,0.0,0.0,0.0,n/a,none,"Image: 88.png. GT=16, predicted=30, TP=0, FP=30, FN=16. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 772 kj [per_100ml]; Energy 181 kj [per_100ml]; Energy 23455 kj [per_100ml]  (+10 more)"
90.png,17,31,4,27,13,0.129,0.2353,0.25,n/a,none,"Image: 90.png. GT=17, predicted=31, TP=4, FP=27, FN=13. Precision=0.13, recall=0.24, F1=0.25. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_daily_dose]; Saturated Fats 0 g [per_daily_dose]; Carbohydrate 6.0 g [per_daily_dose]  (+13 more)"
91.png,16,16,0,16,16,0.0,0.0,0.0,n/a,none,"Image: 91.png. GT=16, predicted=16, TP=0, FP=16, FN=16. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Sugars 26 g [per_serving]; Fat 0.79  [per_100ml]; Saturated Fats 0.59  [per_100ml]  (+7 more)"
101.png,11,10,2,8,9,0.2,0.1818,0.2,n/a,none,"Image: 101.png. GT=11, predicted=10, TP=2, FP=8, FN=9. Precision=0.20, recall=0.18, F1=0.20. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Sugars 8.9 g [per_100g]; Sodium 36 mg [per_100g]; Vitamin B1 36 mg [per_100g]  (+7 more)"
102.png,18,14,1,13,17,0.0714,0.0556,0.09,n/a,none,"Image: 102.png. GT=18, predicted=14, TP=1, FP=13, FN=17. Precision=0.07, recall=0.06, F1=0.09. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Sugars 31 g [per_100g]; Carbohydrate 31 g [per_100g]; Energy 1.09  [per_100g]  (+8 more)"
103.jpeg,18,22,5,17,13,0.2273,0.2778,0.33,n/a,none,"Image: 103.jpeg. GT=18, predicted=22, TP=5, FP=17, FN=13. Precision=0.23, recall=0.28, F1=0.33. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 328 kcal [per_100g]; Fat 3.7 g [per_100g]; Carbohydrate 51 g [per_100g]  (+12 more)"
104.jpeg,18,18,2,16,16,0.1111,0.1111,0.15,n/a,none,"Image: 104.jpeg. GT=18, predicted=18, TP=2, FP=16, FN=16. Precision=0.11, recall=0.11, F1=0.15. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 361 kcal [per_100g]; Salt 0.1 g [per_100g]; Carbohydrate 10 g [per_100g]  (+10 more)"
105.png,18,14,1,13,17,0.0714,0.0556,0.1,n/a,none,"Image: 105.png. GT=18, predicted=14, TP=1, FP=13, FN=17. Precision=0.07, recall=0.06, F1=0.10. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1320 kj [per_100g]; Energy 158 kj [per_100g]; Fat 2.79  [per_100g]  (+7 more)"
106.png,2,7,1,6,1,0.1429,0.5,0.5,n/a,none,"Image: 106.png. GT=2, predicted=7, TP=1, FP=6, FN=1. Precision=0.14, recall=0.50, F1=0.50. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Magnesium 250 mg [per_serving]; Vitamin E   []"
107.png,10,15,0,15,10,0.0,0.0,0.0,n/a,none,"Image: 107.png. GT=10, predicted=15, TP=0, FP=15, FN=10. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B1 1.1 mg []; Vitamin B2 1.4 mg []; Niacin 16 mg []  (+5 more)"
108.jpeg,11,11,0,11,11,0.0,0.0,0.0,n/a,none,"Image: 108.jpeg. GT=11, predicted=11, TP=0, FP=11, FN=11. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B2 1.4 mg []; Vitamin B6 1.4 mg []; Vitamin B1 1.4 mg []  (+5 more)"
109.jpeg,9,10,4,6,5,0.4,0.4444,0.57,n/a,none,"Image: 109.jpeg. GT=9, predicted=10, TP=4, FP=6, FN=5. Precision=0.40, recall=0.44, F1=0.57. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Carbohydrate 12.0 g [per_100g]; Protein 11.0 g [per_100g]  (+4 more)"
110.jpeg,6,6,2,4,4,0.3333,0.3333,0.33,n/a,none,"Image: 110.jpeg. GT=6, predicted=6, TP=2, FP=4, FN=4. Precision=0.33, recall=0.33, F1=0.33. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Melissen Extrakt 15 mg [per_serving]; Pantothenic Acid 3.0 mg [per_serving]; Melissen Extrakt 30 mg [per_serving]  (+3 more)"
111.jpeg,1,2,0,2,1,0.0,0.0,0.0,n/a,none,"Image: 111.jpeg. GT=1, predicted=2, TP=0, FP=2, FN=1. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12   [tagesdosis (8 ml)]"
112.jpeg,1,2,0,2,1,0.0,0.0,0.0,n/a,none,"Image: 112.jpeg. GT=1, predicted=2, TP=0, FP=2, FN=1. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12   [tagesdosis (8 ml)]"
113.jpeg,20,22,10,12,10,0.4545,0.5,0.71,n/a,none,"Image: 113.jpeg. GT=20, predicted=22, TP=10, FP=12, FN=10. Precision=0.45, recall=0.50, F1=0.71. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Saturated Fats 3.1 g [per_100g]; Carbohydrate 7.7 g [per_100g]; Fibre 1.9 g [per_100g]  (+11 more)"
114.jpeg,20,26,16,10,4,0.6154,0.8,0.89,n/a,none,"Image: 114.jpeg. GT=20, predicted=26, TP=16, FP=10, FN=4. Precision=0.62, recall=0.80, F1=0.89. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1541 kj [per_100g]; Fat 4.8 g [per_100g]; Saturated Fats 3.3 g [per_100g]  (+15 more)"
115.png,9,14,3,11,6,0.2143,0.3333,0.38,n/a,none,"Image: 115.png. GT=9, predicted=14, TP=3, FP=11, FN=6. Precision=0.21, recall=0.33, F1=0.38. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 103 kcal [per_100g]; Fat 0 g [per_100g]; Sugars 10.0 g [per_100g]  (+5 more)"
116.jpeg,18,18,12,6,6,0.6667,0.6667,0.86,n/a,none,"Image: 116.jpeg. GT=18, predicted=18, TP=12, FP=6, FN=6. Precision=0.67, recall=0.67, F1=0.86. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 12.0 g [per_100g]; Carbohydrate 27.0 g [per_100g]; Sugars 4.6 g [per_100g]  (+11 more)"
117.jpeg,9,8,0,8,9,0.0,0.0,0.0,n/a,none,"Image: 117.jpeg. GT=9, predicted=8, TP=0, FP=8, FN=9. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 61 g [per_serving]; Saturated Fats 158  [per_serving]; Carbohydrate 1618  [per_serving]  (+4 more)"
118.jpeg,20,16,0,16,20,0.0,0.0,0.0,n/a,none,"Image: 118.jpeg. GT=20, predicted=16, TP=0, FP=16, FN=20. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 48 g [per_serving]; Protein 0.70 g [per_serving]; Carbohydrate 3.28  [per_serving]  (+8 more)"
119.jpeg,20,5,0,5,20,0.0,0.0,0.0,n/a,none,"Image: 119.jpeg. GT=20, predicted=5, TP=0, FP=5, FN=20. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Carbohydrate 32 g []; Fibre 248  []; Carbohydrate 406  []"
120.jpeg,26,68,0,68,26,0.0,0.0,0.0,n/a,none,"Image: 120.jpeg. GT=26, predicted=68, TP=0, FP=68, FN=26. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Inositol 100 mg [tagesdosis]; Alpha-Liponsäure 42 mg [tagesdosis]; Choline 20 mg [tagesdosis]  (+23 more)"
121.jpeg,20,27,12,15,8,0.4444,0.6,0.67,n/a,none,"Image: 121.jpeg. GT=20, predicted=27, TP=12, FP=15, FN=8. Precision=0.44, recall=0.60, F1=0.67. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 12 g [per_100g]; Saturated Fats 6.5 g [per_100g]; Carbohydrate 20 g [per_100g]  (+15 more)"
201.jpeg,16,19,0,19,16,0.0,0.0,0.0,n/a,none,"Image: 201.jpeg. GT=16, predicted=19, TP=0, FP=19, FN=16. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 4.29  [per_100g]; Saturated Fats 679  [per_100g]; Carbohydrate 8.19  [per_100g]  (+6 more)"
45_1.png,18,8,0,8,18,0.0,0.0,0.0,n/a,none,"Image: 45_1.png. GT=18, predicted=8, TP=0, FP=8, FN=18. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Sugars 18  [per_100g]; Carbohydrate 94  [per_100g]; Sugars 38  [per_100g]  (+5 more)"
45_2.png,8,8,3,5,5,0.375,0.375,0.43,n/a,none,"Image: 45_2.png. GT=8, predicted=8, TP=3, FP=5, FN=5. Precision=0.38, recall=0.38, F1=0.43. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Saturated Fats 0 g [per_100g]; Carbohydrate 94 g [per_100g]  (+4 more)"
