image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
78.jpeg,ok,34,1,3,9,1,0,2,29,openai_compat,721,498,721,498,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\78_vlm_721x498.jpg,11.0,1,,17.509,
82.jpeg,ok,20,1,4,10,3,1,3,14,openai_compat,385,240,385,240,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\82_vlm_385x240.jpg,12.99,1,,14.789,
88.png,ok,24,13,15,7,15,12,2,7,openai_compat,2432,1758,896,648,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\88_vlm_896x648.jpg,32.21,1,,34.593,
90.png,ok,31,12,8,10,15,12,3,10,openai_compat,2532,1664,896,589,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\90_vlm_896x589.jpg,20.1,1,,23.749,
91.png,ok,32,13,14,10,15,12,2,15,openai_compat,2194,1952,896,797,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\91_vlm_896x797.jpg,40.68,1,,44.494,
101.png,ok,22,12,11,11,10,10,1,12,openai_compat,1792,2388,672,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\101_vlm_672x896.jpg,26.17,1,,28.708,
102.png,ok,29,20,15,9,18,18,2,11,openai_compat,2224,1888,896,761,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\102_vlm_896x761.jpg,38.29,1,,41.594,
103.jpeg,ok,33,14,10,13,14,12,2,16,openai_compat,233,229,233,229,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\103_vlm_233x229.jpg,24.44,1,,27.121,
104.jpeg,ok,33,14,13,10,17,14,2,13,openai_compat,251,237,251,237,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\104_vlm_251x237.jpg,28.83,1,,31.289,
105.png,ok,30,21,9,11,17,17,1,12,openai_compat,1884,2272,743,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\105_vlm_743x896.jpg,21.65,1,,24.731,
106.png,ok,24,2,2,9,2,2,0,17,openai_compat,1856,2284,728,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\106_vlm_728x896.jpg,8.34,1,,11.585,
107.png,ok,23,11,10,10,9,9,1,13,openai_compat,1792,2386,673,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\107_vlm_673x896.jpg,29.97,1,,32.507,
108.jpeg,ok,24,10,10,10,11,8,1,12,openai_compat,691,1075,576,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\108_vlm_576x896.jpg,29.38,1,,31.634,
109.jpeg,ok,19,11,8,8,9,9,1,9,openai_compat,712,950,672,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\109_vlm_672x896.jpg,24.47,1,,26.714,
110.jpeg,ok,22,6,3,2,6,6,2,6,openai_compat,1236,783,896,568,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\110_vlm_896x568.jpg,11.08,1,,13.777,
111.jpeg,ok,8,1,1,2,1,1,2,2,openai_compat,952,354,896,333,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\111_vlm_896x333.jpg,5.88,1,,7.499,
112.jpeg,ok,7,1,1,2,1,1,2,2,openai_compat,816,268,816,268,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\112_vlm_816x268.jpg,8.07,1,,9.564,
113.jpeg,ok,57,22,14,8,35,17,4,16,openai_compat,1210,1057,896,783,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\113_vlm_896x783.jpg,41.9,1,,46.711,
114.jpeg,ok,58,21,15,7,33,17,4,18,openai_compat,1263,1116,896,792,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\114_vlm_896x792.jpg,33.74,1,,38.094,
115.png,ok,21,11,8,9,9,9,1,12,openai_compat,1568,2666,527,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\115_vlm_527x896.jpg,26.38,1,,28.857,
116.jpeg,ok,37,21,18,6,18,15,3,14,openai_compat,1358,771,896,509,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\116_vlm_896x509.jpg,52.23,1,,55.719,
117.jpeg,ok,12,7,6,7,4,2,1,8,openai_compat,888,674,888,674,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\117_vlm_888x674.jpg,18.4,1,,20.398,
118.jpeg,ok,35,22,21,6,20,17,2,14,openai_compat,1040,517,896,445,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\118_vlm_896x445.jpg,67.67,1,,71.108,
119.jpeg,ok,34,21,18,6,20,17,2,13,openai_compat,1104,537,896,436,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\119_vlm_896x436.jpg,39.86,1,,42.986,
120.jpeg,ok,84,34,25,22,43,24,3,33,openai_compat,811,1472,494,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\120_vlm_494x896.jpg,57.22,1,,63.278,
121.jpeg,ok,34,21,13,8,18,17,2,14,openai_compat,805,613,805,613,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\121_vlm_805x613.jpg,41.63,1,,45.758,
201.jpeg,ok,29,12,7,7,16,14,2,13,openai_compat,1491,738,896,443,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\201_vlm_896x443.jpg,16.84,1,,20.807,
45_1.png,ok,27,4,14,7,15,5,2,12,openai_compat,1952,2186,800,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\45_1_vlm_800x896.jpg,29.99,1,,33.153,
45_2.png,ok,19,5,7,7,6,5,1,12,openai_compat,1920,2182,788,896,outputs\vlm_lmstudio_vGemma3_10_resized_coords\vlm_resized_images\45_2_vlm_788x896.jpg,16.79,1,,19.321,
