image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
109.jpeg,ok,19,11,8,8,9,9,1,9,openai_compat,712,950,672,896,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\109_vlm_672x896.jpg,21.88,1,,24.711,
110.jpeg,ok,22,6,3,2,6,6,2,6,openai_compat,1236,783,896,568,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\110_vlm_896x568.jpg,9.47,1,,12.592,
111.jpeg,ok,8,1,1,2,1,1,2,2,openai_compat,952,354,896,333,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\111_vlm_896x333.jpg,5.11,1,,7.066,
112.jpeg,ok,7,1,1,2,1,1,2,2,openai_compat,816,268,816,268,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\112_vlm_816x268.jpg,6.85,1,,8.655,
113.jpeg,ok,57,22,14,8,35,17,4,16,openai_compat,1210,1057,896,783,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\113_vlm_896x783.jpg,35.54,1,,41.123,
114.jpeg,ok,58,21,15,7,33,17,4,18,openai_compat,1263,1116,896,792,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\114_vlm_896x792.jpg,31.57,1,,36.129,
115.png,ok,21,11,8,9,9,9,1,12,openai_compat,1568,2666,527,896,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\115_vlm_527x896.jpg,18.41,1,,21.212,
116.jpeg,ok,37,21,18,6,18,15,3,14,openai_compat,1358,771,896,509,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\116_vlm_896x509.jpg,48.38,1,,52.26,
117.jpeg,ok,12,7,7,7,4,2,1,8,openai_compat,888,674,888,674,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\117_vlm_888x674.jpg,19.75,1,,22.37,
118.jpeg,ok,35,22,13,6,20,17,2,14,openai_compat,1040,517,896,445,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\118_vlm_896x445.jpg,32.86,1,,36.768,
119.jpeg,ok,34,21,18,6,20,17,2,13,openai_compat,1104,537,896,436,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\119_vlm_896x436.jpg,35.5,1,,39.204,
120.jpeg,ok,84,34,25,22,43,24,3,33,openai_compat,811,1472,494,896,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\120_vlm_494x896.jpg,48.58,1,,55.056,
121.jpeg,ok,34,21,18,8,18,17,2,14,openai_compat,805,613,805,613,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\121_vlm_805x613.jpg,34.68,1,,39.029,
201.jpeg,ok,29,12,6,7,16,14,2,13,openai_compat,1491,738,896,443,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\201_vlm_896x443.jpg,13.52,1,,17.974,
45_1.png,ok,27,4,15,7,15,0,2,12,openai_compat,1952,2186,800,896,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\45_1_vlm_800x896.jpg,26.37,1,,29.909,
45_2.png,ok,19,5,7,7,6,5,1,12,openai_compat,1920,2182,788,896,outputs\vlm_lmstudio_vGemma3\vlm_resized_images\45_2_vlm_788x896.jpg,15.17,1,,18.014,
