tag,image_id,gt_nutrient,gt_quantity,gt_unit,gt_context,pred_nutrient,pred_quantity,pred_unit,pred_context,reason
missing,105.jpeg,- davon Zucker,6.2,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,105.jpeg,Ballaststoffe,1.9,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
incorrect,105.jpeg,Eiweiß,0.8,g,per_serving (1 Portion* (12 g)),Eiweiß,0.059,,per_serving,qty: got 0.059 expected 0.8 | unit: got None expected g
missing,105.jpeg,Salz,0.00,g,per_serving (1 Portion* (12 g)),,,,,nutrient not found in predictions
missing,106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,12,mg α-TE,per_serving (Pro Stick),,,,,nutrient not found in predictions
missing,106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,250,mg,per_serving (Pro Stick),,,,,nutrient not found in predictions
incorrect,107.jpeg,Vitamin B1,1.1,mg,per_daily_dose (1 Tablette (4.3 g)*),Vitamin B1,1.109,,,qty: got 1.109 expected 1.1 | unit: got None expected mg | context: got None expected per_daily_dose (1 Tablette (4.3 g)*)
incorrect,107.jpeg,Vitamin B2,1.4,mg,per_daily_dose (1 Tablette (4.3 g)*),B2,140,,,nutrient: Predicted nutrient 'B2' is less specific than ground truth 'Vitamin B2'. | qty: got 140 expected 1.4 | unit: got None expected mg | context: got None expected per_daily_dose (1 Tablette (4.3 g)*)
incorrect,107.jpeg,Vitamin B6,1.4,mg,per_daily_dose (1 Tablette (4.3 g)*),B6,,,,nutrient: Nutrient abbreviation does not match. | qty: got None expected 1.4 | unit: got None expected mg | context: got None expected per_daily_dose (1 Tablette (4.3 g)*)
missing,107.jpeg,Vitamin B12,2.5,µg,per_daily_dose (1 Tablette (4.3 g)*),,,,,nutrient not found in predictions
missing,107.jpeg,Vitamin C,80,mg,per_daily_dose (1 Tablette (4.3 g)*),,,,,nutrient not found in predictions
incorrect,107.jpeg,Vitamin E,12,mg α-TE,per_daily_dose (1 Tablette (4.3 g)*),Vitamin E,,,,qty: got None expected 12 | unit: got None expected mg α-TE | context: got None expected per_daily_dose (1 Tablette (4.3 g)*)
missing,107.jpeg,Niacin,16,mg NE,per_daily_dose (1 Tablette (4.3 g)*),,,,,nutrient not found in predictions
incorrect,107.jpeg,Biotin,50,µg,per_daily_dose (1 Tablette (4.3 g)*),Biotin,,,,qty: got None expected 50 | unit: got None expected µg | context: got None expected per_daily_dose (1 Tablette (4.3 g)*)
missing,107.jpeg,Folsäure,200,µg,per_daily_dose (1 Tablette (4.3 g)*),,,,,nutrient not found in predictions
incorrect,107.jpeg,Pantothensäure,6,mg,per_daily_dose (1 Tablette (4.3 g)*),Pantothensäure,,,,qty: got None expected 6 | unit: got None expected mg | context: got None expected per_daily_dose (1 Tablette (4.3 g)*)
incorrect,108.jpeg,Magnesium,240,mg,per_daily_dose (1 Tablette (5.6 g)*),Magnesium,,,,qty: got None expected 240 | unit: got None expected mg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
incorrect,108.jpeg,Vitamin B1,1.1,mg,per_daily_dose (1 Tablette (5.6 g)*),B1,5.6,g,,nutrient: Predicted nutrient 'B1' is less specific than ground truth 'Vitamin B1'. | qty: got 5.6 expected 1.1 | unit: got g expected mg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
incorrect,108.jpeg,Vitamin B2,1.4,mg,per_daily_dose (1 Tablette (5.6 g)*),B2,,,,nutrient: Predicted nutrient 'B2' is less specific than ground truth 'Vitamin B2'. | qty: got None expected 1.4 | unit: got None expected mg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
incorrect,108.jpeg,Vitamin B6,1.4,mg,per_daily_dose (1 Tablette (5.6 g)*),B6,5.6,,,nutrient: Nutrient abbreviation mismatch. | qty: got 5.6 expected 1.4 | unit: got None expected mg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
incorrect,108.jpeg,Vitamin B12,2.5,µg,per_daily_dose (1 Tablette (5.6 g)*),B12,1.4,mg,,nutrient: Specific term 'Vitamin B12' does not match prediction 'B12'. | qty: got 1.4 expected 2.5 | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
missing,108.jpeg,Vitamin C,80,mg,per_daily_dose (1 Tablette (5.6 g)*),,,,,nutrient not found in predictions
missing,108.jpeg,Vitamin E (α-TE),12,mg,per_daily_dose (1 Tablette (5.6 g)*),,,,,nutrient not found in predictions
missing,108.jpeg,Niacin (NE),16,mg,per_daily_dose (1 Tablette (5.6 g)*),,,,,nutrient not found in predictions
incorrect,108.jpeg,Biotin,50,µg,per_daily_dose (1 Tablette (5.6 g)*),Biotin,,,,qty: got None expected 50 | unit: got None expected µg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
incorrect,108.jpeg,Folsäure,200,µg,per_daily_dose (1 Tablette (5.6 g)*),Folsäure,60,mg,,qty: got 60 expected 200 | unit: got mg expected µg | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
incorrect,108.jpeg,Pantothensäure,6.0,mg,per_daily_dose (1 Tablette (5.6 g)*),Pantothensäure,1.4,mg,,qty: got 1.4 expected 6.0 | context: got None expected per_daily_dose (1 Tablette (5.6 g)*)
incorrect,109.jpeg,Brennwert,420,kJ,per_100g,Brennwert,0,g,per_100g,qty: got 0 expected 420 | unit: got g expected kJ
missing,109.jpeg,Brennwert,99,kcal,per_100g,,,,,nutrient not found in predictions
incorrect,109.jpeg,Fett,0,g,per_100g,Fett,0.29,,per_100g,qty: got 0.29 expected 0 | unit: got None expected g
incorrect,109.jpeg,- davon gesättigte Fettsäuren,0.2,g,per_100g,Fettsäuren,989,,per_100g,nutrient: specificity rule violated: 'Fettsäuren' vs 'davon gesättigte Fettsäuren' | qty: got 989 expected 0.2 | unit: got None expected g
incorrect,109.jpeg,Kohlenhydrate,12.0,g,per_100g,Kohlenhydrate,159,,per_100g,qty: got 159 expected 12.0 | unit: got None expected g
incorrect,109.jpeg,- davon Zucker,9.8,g,per_100g,davon Zucker,11.0,g,per_100g,qty: got 11.0 expected 9.8
incorrect,109.jpeg,Ballaststoffe,1.5,g,per_100g,Ballaststoffe,0.05,g,per_100g,qty: got 0.05 expected 1.5
incorrect,109.jpeg,Eiweiß,11.0,g,per_100g,Eiweiß,,,,qty: got None expected 11.0 | unit: got None expected g | context: got None expected per_100g
incorrect,109.jpeg,Salz,0.05,g,per_100g,Salz,,,,qty: got None expected 0.05 | unit: got None expected g | context: got None expected per_100g
missing,110.jpeg,Melissen Extrakt,15,mg,per_serving (pro Stick),,,,,nutrient not found in predictions
incorrect,110.jpeg,Niacin,8.0,mg NE,per_serving (pro Stick),Niacin,30,mg,per_serving,qty: got 30 expected 8.0 | unit: got mg expected mg NE
missing,110.jpeg,Melissen Extrakt,30,mg,per_daily_dose (pro 2 Sticks),,,,,nutrient not found in predictions
incorrect,110.jpeg,Niacin,16,mg NE,per_daily_dose (pro 2 Sticks),Niacin,15,mg,per_serving,qty: got 15 expected 16 | unit: got mg expected mg NE | context: got per_serving expected per_daily_dose (pro 2 Sticks)
incorrect,110.jpeg,Pantothensäure,6.0,mg,per_daily_dose (pro 2 Sticks),Pantothensäure,6.0,mg,per_serving,context: got per_serving expected per_daily_dose (pro 2 Sticks)
incorrect,111.jpeg,Vitamin B12,17.5,µg,per_daily_dose (1 Tagesdosis (8 ml)),Vitamin B12,,,,qty: got None expected 17.5 | unit: got None expected µg | context: got None expected per_daily_dose (1 Tagesdosis (8 ml))
incorrect,112.jpeg,Vitamin B12,17.5,µg,per_daily_dose (1 Tagesdosis (8 ml)),Vitamin B12,,,,qty: got None expected 17.5 | unit: got None expected µg | context: got None expected per_daily_dose (1 Tagesdosis (8 ml))
incorrect,113.jpeg,ENERGIE kJ,1546,kJ,per_100g,Energie,1546,,,unit: got None expected kJ | context: got None expected per_100g
incorrect,113.jpeg,ENERGIE kcal,369,kcal,per_100g,Energie,464,,per_serving,nutrient: ENERGIE kcal vs Energie do not match due to specificity rule R1. | qty: got 464 expected 369 | unit: got None expected kcal | context: got per_serving expected per_100g
incorrect,113.jpeg,FETT,4.5,g,per_100g,FETT,4.5,g,,context: got None expected per_100g
incorrect,113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,3.1,g,per_100g,DAVON GESÄTTIGTE Fettsäuren,18,kcal,,qty: got 18 expected 3.1 | unit: got kcal expected g | context: got None expected per_100g
incorrect,113.jpeg,KOHLENHYDRATE,7.7,g,per_100g,Kohlenhydrate,145,,,qty: got 145 expected 7.7 | unit: got None expected g | context: got None expected per_100g
missing,113.jpeg,DAVON ZUCKER,3.9,g,per_100g,,,,,nutrient not found in predictions
incorrect,113.jpeg,BALLASTSTOFFE,1.9,g,per_100g,Ballaststoffe,7.7,g,,qty: got 7.7 expected 1.9 | context: got None expected per_100g
incorrect,113.jpeg,EIWEIẞ,72.7,g,per_100g,Eiweiß,1.2,g,per_serving,qty: got 1.2 expected 72.7 | context: got per_serving expected per_100g
missing,113.jpeg,SALZ,0.53,g,per_100g,,,,,nutrient not found in predictions
incorrect,113.jpeg,KOFFEIN,267,mg,per_100g,KOFFEIN,0.6,g,per_serving,qty: got 0.6 expected 267 | unit: got g expected mg | context: got per_serving expected per_100g
incorrect,113.jpeg,ENERGIE kJ,464,kJ,per_serving (30 g PULVER IN 250ml WASSER),Energie,44,,,qty: got 44 expected 464 | unit: got None expected kJ | context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
missing,113.jpeg,ENERGIE kcal,111,kcal,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,0.9,g,per_serving (30 g PULVER IN 250ml WASSER),DAVON GESÄTTIGTE Fettsäuren,369,kcal,,qty: got 369 expected 0.9 | unit: got kcal expected g | context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,113.jpeg,KOHLENHYDRATE,2.3,g,per_serving (30 g PULVER IN 250ml WASSER),Kohlenhydrate,3.1,g,,qty: got 3.1 expected 2.3 | context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
missing,113.jpeg,DAVON ZUCKER,1.2,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,113.jpeg,BALLASTSTOFFE,0.6,g,per_serving (30 g PULVER IN 250ml WASSER),Ballaststoffe,2.3,g,per_serving,qty: got 2.3 expected 0.6
missing,113.jpeg,SALZ,0.17,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,113.jpeg,KOFFEIN,80,mg,per_serving (30 g PULVER IN 250ml WASSER),KOFFEIN,1.9,g,,qty: got 1.9 expected 80 | unit: got g expected mg | context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,ENERGIE,1541,kJ,per_100g,Energie,42,g,per_serving,qty: got 42 expected 1541 | unit: got g expected kJ | context: got per_serving expected per_100g
incorrect,114.jpeg,DAVON ZUCKER,4.1,g,per_100g,DAVON ZUCKER,0.9,g,,qty: got 0.9 expected 4.1 | context: got None expected per_100g
incorrect,114.jpeg,BALLASTSTOFFE,2.8,g,per_100g,Ballaststoffe,21.0,g,,qty: got 21.0 expected 2.8 | context: got None expected per_100g
incorrect,114.jpeg,EIWEIẞ,70.1,g,per_100g,Eiweiß,0.17,g,,qty: got 0.17 expected 70.1 | context: got None expected per_100g
incorrect,114.jpeg,SALZ,0.51,g,per_100g,SaLz,80,mg,,qty: got 80 expected 0.51 | unit: got mg expected g | context: got None expected per_100g
incorrect,114.jpeg,ENERGIE,462,kJ,per_serving (30 g PULVER IN 250ml WASSER),Energie,111,kcal,,qty: got 111 expected 462 | unit: got kcal expected kJ | context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
missing,114.jpeg,ENERGIE,111,kcal,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,114.jpeg,FETT,1.4,g,per_serving (30 g PULVER IN 250ml WASSER),FETT,1.4,g,,context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,1.0,g,per_serving (30 g PULVER IN 250ml WASSER),DAVON GESÄTTIGTE Fettsäuren,1.0,g,,context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,KOHLENHYDRATE,2.6,g,per_serving (30 g PULVER IN 250ml WASSER),Kohlenhydrate,1.2,g,,qty: got 1.2 expected 2.6 | context: got None expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,DAVON ZUCKER,1.2,g,per_serving (30 g PULVER IN 250ml WASSER),DAVON ZUCKER,2.8,g,per_100g,qty: got 2.8 expected 1.2 | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,BALLASTSTOFFE,0.9,g,per_serving (30 g PULVER IN 250ml WASSER),Ballaststoffe,70.1,g,per_100g,qty: got 70.1 expected 0.9 | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)
incorrect,114.jpeg,EIWEIẞ,21.0,g,per_serving (30 g PULVER IN 250ml WASSER),Eiweiß,0.51,g,per_100g,qty: got 0.51 expected 21.0 | context: got per_100g expected per_serving (30 g PULVER IN 250ml WASSER)
missing,114.jpeg,SALZ,0.17,g,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
missing,114.jpeg,KOFFEIN,80,mg,per_serving (30 g PULVER IN 250ml WASSER),,,,,nutrient not found in predictions
incorrect,115.jpeg,Brennwert,438,kJ,per_100g,Brennwert,103,kcal,per_100g,qty: got 103 expected 438 | unit: got kcal expected kJ
missing,115.jpeg,Brennwert,103,kcal,per_100g,,,,,nutrient not found in predictions
incorrect,115.jpeg,Fett,0,g,per_100g,Fett,,,,qty: got None expected 0 | unit: got None expected g | context: got None expected per_100g
incorrect,115.jpeg,- davon gesättigte Fettsäuren,0.2,g,per_100g,Fettsäuren,0.29,,per_100g,qty: got 0.29 expected 0.2 | unit: got None expected g
incorrect,115.jpeg,Kohlenhydrate,12.0,g,per_100g,Kohlenhydrate,12.09,,per_100g,qty: got 12.09 expected 12.0 | unit: got None expected g
missing,115.jpeg,- davon Zucker,10.0,g,per_100g,,,,,nutrient not found in predictions
incorrect,115.jpeg,Ballaststoffe,1.6,g,per_100g,Ballaststoffe,11.09,,per_100g,qty: got 11.09 expected 1.6 | unit: got None expected g
incorrect,115.jpeg,Eiweiß,11.0,g,per_100g,Eiweiß,0.059,,per_100g,qty: got 0.059 expected 11.0 | unit: got None expected g
incorrect,115.jpeg,Salz,0.05,g,per_100g,Salz,,,,qty: got None expected 0.05 | unit: got None expected g | context: got None expected per_100g
incorrect,116.jpeg,ENERGIE,1696,kJ,per_100g,Energie kJ/kcal,3.5,g,,nutrient: ENERGIE does not match Energie kJ/kcal | qty: got 3.5 expected 1696 | unit: got g expected kJ | context: got None expected per_100g
incorrect,116.jpeg,ENERGIE,404,kcal,per_100g,Energie kJ/kcal,1.4,g,per_100g,nutrient: GROUND TRUTH 'ENERGIE' does not match PREDICTION 'Energie kJ/kcal'. | qty: got 1.4 expected 404 | unit: got g expected kcal
incorrect,116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,1.4,g,per_100g,Fett,0.4,g,,nutrient: Specificity rule violated: 'Fett' vs 'DAVON GESÄTTIGTE FETTSÄUREN' | qty: got 0.4 expected 1.4 | context: got None expected per_100g
incorrect,116.jpeg,KOHLENHYDRATE:,27.0,g,per_100g,Kohlenhydrate,41.0,g,per_100g,qty: got 41.0 expected 27.0
incorrect,116.jpeg,- DAVON ZUCKER,4.6,g,per_100g,DAVON ZUCKER,2.02,g,per_100g,qty: got 2.02 expected 4.6
