image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
115.png,ok,21,11,7,9,9,9,1,12,openai_compat,1568,2666,527,896,outputs\vlm_lmstudio_v6\vlm_resized_images\115_vlm_527x896.jpg,3.52,1,,5.921,
116.jpeg,ok,37,21,2,6,18,15,3,14,openai_compat,1358,771,896,509,outputs\vlm_lmstudio_v6\vlm_resized_images\116_vlm_896x509.jpg,1.72,1,,5.293,
117.jpeg,ok,12,7,7,7,4,2,1,8,openai_compat,888,674,888,674,outputs\vlm_lmstudio_v6\vlm_resized_images\117_vlm_888x674.jpg,3.31,1,,5.56,
118.jpeg,ok,35,22,2,6,20,17,2,14,openai_compat,1040,517,896,445,outputs\vlm_lmstudio_v6\vlm_resized_images\118_vlm_896x445.jpg,1.45,1,,5.181,
119.jpeg,ok,34,21,9,6,20,17,2,13,openai_compat,1104,537,896,436,outputs\vlm_lmstudio_v6\vlm_resized_images\119_vlm_896x436.jpg,5.47,1,,10.301,
120.jpeg,ok,84,34,7,22,43,24,3,33,openai_compat,811,1472,494,896,outputs\vlm_lmstudio_v6\vlm_resized_images\120_vlm_494x896.jpg,3.93,1,,10.51,
121.jpeg,ok,34,21,9,8,18,17,2,14,openai_compat,805,613,805,613,outputs\vlm_lmstudio_v6\vlm_resized_images\121_vlm_805x613.jpg,4.43,1,,8.614,
201.jpeg,ok,29,12,3,7,16,14,2,13,openai_compat,1491,738,896,443,outputs\vlm_lmstudio_v6\vlm_resized_images\201_vlm_896x443.jpg,2.43,1,,6.405,
45_1.png,ok,27,4,2,7,15,0,2,12,openai_compat,1952,2186,800,896,outputs\vlm_lmstudio_v6\vlm_resized_images\45_1_vlm_800x896.jpg,1.27,1,,4.86,
45_2.png,ok,19,5,5,7,6,5,1,12,openai_compat,1920,2182,788,896,outputs\vlm_lmstudio_v6\vlm_resized_images\45_2_vlm_788x896.jpg,2.67,1,,5.339,
