image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
82.jpeg,ok,20,1,4,10,3,1,3,14,openai_compat,385,240,385,240,outputs\vlm_lmstudio_v5\vlm_resized_images\82_vlm_385x240.jpg,1.93,1,,3.994,
88.png,ok,24,13,6,7,15,12,2,7,openai_compat,2432,1758,896,648,outputs\vlm_lmstudio_v5\vlm_resized_images\88_vlm_896x648.jpg,4.19,1,,6.971,
90.png,ok,31,12,6,10,15,12,3,10,openai_compat,2532,1664,896,589,outputs\vlm_lmstudio_v5\vlm_resized_images\90_vlm_896x589.jpg,4.43,1,,8.435,
91.png,ok,32,13,7,10,15,12,2,15,openai_compat,2194,1952,896,797,outputs\vlm_lmstudio_v5\vlm_resized_images\91_vlm_896x797.jpg,4.65,1,,10.238,
101.png,ok,22,12,7,11,10,10,1,12,openai_compat,1792,2388,672,896,outputs\vlm_lmstudio_v5\vlm_resized_images\101_vlm_672x896.jpg,4.43,1,,7.272,
102.png,ok,29,20,8,9,18,18,2,11,openai_compat,2224,1888,896,761,outputs\vlm_lmstudio_v5\vlm_resized_images\102_vlm_896x761.jpg,5.12,1,,8.574,
103.jpeg,ok,33,14,2,13,14,12,2,16,openai_compat,233,229,233,229,outputs\vlm_lmstudio_v5\vlm_resized_images\103_vlm_233x229.jpg,1.86,1,,4.745,
104.jpeg,ok,33,14,5,10,17,14,2,13,openai_compat,251,237,251,237,outputs\vlm_lmstudio_v5\vlm_resized_images\104_vlm_251x237.jpg,3.17,1,,6.076,
105.png,ok,30,21,6,11,17,17,1,12,openai_compat,1884,2272,743,896,outputs\vlm_lmstudio_v5\vlm_resized_images\105_vlm_743x896.jpg,3.95,1,,7.44,
106.png,ok,24,2,2,9,2,2,0,17,openai_compat,1856,2284,728,896,outputs\vlm_lmstudio_v5\vlm_resized_images\106_vlm_728x896.jpg,2.15,1,,5.684,
107.png,ok,23,11,9,10,9,9,1,13,openai_compat,1792,2386,673,896,outputs\vlm_lmstudio_v5\vlm_resized_images\107_vlm_673x896.jpg,4.78,1,,7.558,
108.jpeg,ok,24,10,10,10,11,8,1,12,openai_compat,691,1075,576,896,outputs\vlm_lmstudio_v5\vlm_resized_images\108_vlm_576x896.jpg,5.27,1,,7.672,
109.jpeg,ok,19,11,8,8,9,9,1,9,openai_compat,712,950,672,896,outputs\vlm_lmstudio_v5\vlm_resized_images\109_vlm_672x896.jpg,4.64,1,,6.957,
110.jpeg,ok,22,6,3,2,6,6,2,6,openai_compat,1236,783,896,568,outputs\vlm_lmstudio_v5\vlm_resized_images\110_vlm_896x568.jpg,2.37,1,,5.297,
111.jpeg,ok,8,1,1,2,1,1,2,2,openai_compat,952,354,896,333,outputs\vlm_lmstudio_v5\vlm_resized_images\111_vlm_896x333.jpg,0.94,1,,2.939,
112.jpeg,ok,7,1,1,2,1,1,2,2,openai_compat,816,268,816,268,outputs\vlm_lmstudio_v5\vlm_resized_images\112_vlm_816x268.jpg,0.85,1,,2.586,
113.jpeg,ok,57,22,3,8,35,17,4,16,openai_compat,1210,1057,896,783,outputs\vlm_lmstudio_v5\vlm_resized_images\113_vlm_896x783.jpg,2.66,1,,7.856,
114.jpeg,ok,58,21,8,7,33,17,4,18,openai_compat,1263,1116,896,792,outputs\vlm_lmstudio_v5\vlm_resized_images\114_vlm_896x792.jpg,5.25,1,,9.769,
115.png,ok,21,11,7,9,9,9,1,12,openai_compat,1568,2666,527,896,outputs\vlm_lmstudio_v5\vlm_resized_images\115_vlm_527x896.jpg,4.48,1,,7.002,
116.jpeg,ok,37,21,2,6,18,15,3,14,openai_compat,1358,771,896,509,outputs\vlm_lmstudio_v5\vlm_resized_images\116_vlm_896x509.jpg,1.93,1,,5.43,
117.jpeg,ok,12,7,8,7,4,2,1,8,openai_compat,888,674,888,674,outputs\vlm_lmstudio_v5\vlm_resized_images\117_vlm_888x674.jpg,4.23,1,,6.434,
118.jpeg,ok,35,22,2,6,20,17,2,14,openai_compat,1040,517,896,445,outputs\vlm_lmstudio_v5\vlm_resized_images\118_vlm_896x445.jpg,1.95,1,,5.553,
119.jpeg,ok,34,21,9,6,20,17,2,13,openai_compat,1104,537,896,436,outputs\vlm_lmstudio_v5\vlm_resized_images\119_vlm_896x436.jpg,5.99,1,,9.587,
120.jpeg,ok,84,34,7,22,43,24,3,33,openai_compat,811,1472,494,896,outputs\vlm_lmstudio_v5\vlm_resized_images\120_vlm_494x896.jpg,4.96,1,,13.261,
121.jpeg,ok,34,21,9,8,18,17,2,14,openai_compat,805,613,805,613,outputs\vlm_lmstudio_v5\vlm_resized_images\121_vlm_805x613.jpg,4.93,1,,9.213,
201.jpeg,ok,29,12,6,7,16,14,2,13,openai_compat,1491,738,896,443,outputs\vlm_lmstudio_v5\vlm_resized_images\201_vlm_896x443.jpg,4.47,1,,8.687,
45_1.png,ok,27,4,2,7,15,0,2,12,openai_compat,1952,2186,800,896,outputs\vlm_lmstudio_v5\vlm_resized_images\45_1_vlm_800x896.jpg,2.37,1,,5.645,
45_2.png,ok,19,5,5,7,6,5,1,12,openai_compat,1920,2182,788,896,outputs\vlm_lmstudio_v5\vlm_resized_images\45_2_vlm_788x896.jpg,3.75,1,,6.61,
