image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_context,pred_context,qty_match,unit_match,ctx_match,full_match_3f,full_match_4f
120.jpeg,Rutin,Rutin,20,20,mg,mg,per_daily_dose (10 G),per_10g,True,True,False,True,False
120.jpeg,Bifidobacterium Bifidum,Bifidobacterium bifidum,3.6 x 10^8,3.6e+08,KBE,KBE,per_daily_dose (10 G),per_10g,False,True,False,False,False
120.jpeg,Choline,Cholin,20,20,mg,mg,per_daily_dose (10 G),per_10g,True,True,False,True,False
120.jpeg,Lactobacillus Acidophilus,Lactobacillus,3.6 x 10^8,3.6e+08,KBE,KBE,per_daily_dose (10 G),per_10g,False,True,False,False,False
121.jpeg,Fat,Fat,5.2,5.2,g,g,per_serving (45g),per_portion,True,True,False,True,False
121.jpeg,Sugars,-Sugars,2.2,2.2,g,g,per_serving (45g),per_portion,True,True,False,True,False
121.jpeg,Protein,Protein,16,16,g,g,per_serving (45g),per_portion,True,True,False,True,False
121.jpeg,Salt,Salt,0.09,0.09,g,g,per_serving (45g),per_portion,True,True,False,True,False
121.jpeg,Carbohydrate,Carbohydrates,9.1,9.1,g,g,per_serving (45g),per_portion,True,True,False,True,False
121.jpeg,Fat,-Saturated Fatty Acids,12,2.9,g,g,per_100g,per_portion,False,True,False,False,False
121.jpeg,Energy,Energy (KJ/KCAL),1.401,631/151,kJ,kJ/kcal,per_100g,per_portion,False,False,False,False,False
15.png,Salt,Salt,15.0,15.0 g,g,g,per_100g,per_serving,False,True,False,False,False
15.png,Magnesium,Magnesium,670,670 mg,mg,mg,per_100g,per_100g,False,True,True,False,False
17.png,Vitamin B12,Vitamin B12,0.38,0.38,µg,µg,per_serving (piece),per_serving,True,True,True,True,True
17.png,Caffeine,Caffeine,100,100,mg,mg,per_serving (piece),per_100g,True,True,False,True,False
17.png,Vitamin B6,Vitamin B6,0.22,0.22,mg,mg,per_serving (piece),per_100g,True,True,False,True,False
2.png,Energy,Energy,1195,1195 (281),kJ,kJ,per_100g,per_100g,False,True,True,False,False
2.png,Fat,Fat,0,0g,g,g,per_100g,per_serving,False,True,False,False,False
20.png,Calcium,Calcium,800,800 mg,mg,mg,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Magnesium,Magnesium,300,300 mg,mg,mg,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Protein,Ewebß/Protein,0.1,"<0,1 g",g,g,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Carbohydrate,Kohlenhydrate/Carbohydrate,78.1,"78,1 g",g,g,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Fat,Fett/Fat,0.5,"<0,5 g",g,g,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Sodium,Natrium/Sodium,667,667 mg,mg,mg,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Potassium,Kalium/Potassium,667,667 mg,mg,mg,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Chloride,Chlorid/Chloride,667,667 mg,mg,mg,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Phosphorus,Phosphor/Phosphorus,800,800 mg,mg,mg,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
20.png,Selenium,Selen/Selenium,200,200 µg,µg,µg,per_100g (100 g Pulver),per 100 g Pulver,False,True,False,False,False
201.jpeg,Saturated Fats,Saturated Fats,4.2,4.2 g,g,g,per_100g,Per/Per/Pro Pour/W/Na/Per Na/Per Por/Per 100g,False,True,False,False,False
201.jpeg,Sugars,Sugars,7.7,7.7 g,g,g,per_100g,Per/Per/Pro Pour/W/Na/Per Na/Per Por/Per 100g,False,True,False,False,False
201.jpeg,Protein,Protein,77,23 g,g,g,per_100g,Por 30g,False,True,False,False,False
201.jpeg,Energy,Energy,1642,1642 kJ / 392 kcal,kJ,kJ / kcal,per_100g,Per/Per/Pro Pour/W/Na/Per Na/Per Por/Per 100g,False,False,False,False,False
201.jpeg,Fat,Fats,6.7,6.7 g,g,g,per_100g,Por 30g,False,True,False,False,False
201.jpeg,Carbohydrate,Carbohydrates,8.1,8.1 g,g,g,per_100g,Por 30g,False,True,False,False,False
26.png,Fat,Fat,0,0,g,g,per_100g,per_100g,True,True,True,True,True
26.png,Protein,Protein,3.5,3.5,g,g,per_100g,per_100g,True,True,True,True,True
26.png,Salt,Salt,0.11,0.11,g,g,per_100g,per_100g,True,True,True,True,True
26.png,Saturated Fats,Saturated Fats,0,56,g,g,per_100g,per_100g,False,True,True,False,False
26.png,Carbohydrate,Carbohydrate,56,7,g,g,per_100g,per_100g,False,True,True,False,False
26.png,Energy,Energy,942,942/255,kJ,kJ/KCAL,per_100g,per_100g,False,False,True,False,False
27.png,Calcium,Calcium,4000,4000 mg,mg,mg,per_100g (100 g Pulver),per_100g,False,True,True,False,False
27.png,Magnesium,Magnesium,2000,2000 mg,mg,mg,per_100g (100 g Pulver),per_100g,False,True,True,False,False
27.png,Vitamin D,Vitamin D,37,37 μg,µg,μg,per_100g (100 g Pulver),per_100g,False,True,True,False,False
27.png,Protein,Esemß/Protein,0.1,"<0,1 g",g,g,per_100g (100 g Pulver),per_serving,False,True,False,False,False
27.png,Carbohydrate,Kublephydrate/Carbohydrate,49,49 g,g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
27.png,Fat,Fert/Fat,0.5,"<0,5 g",g,g,per_100g (100 g Pulver),per_serving,False,True,False,False,False
27.png,Zinc,Zink/Zinc,75,75 mg,mg,mg,per_100g (100 g Pulver),per_serving,False,True,False,False,False
27.png,Copper,Kuples/Copper,10000,10000 μg,µg,μg,per_100g (100 g Pulver),per_100g,False,True,True,False,False
27.png,Manganese,Mangen/Manganese,15,15 mg,mg,mg,per_100g (100 g Pulver),per_serving,False,True,False,False,False
27.png,Chromium,Chrom/Chromium,896,896 μg,µg,μg,per_100g (100 g Pulver),per_100g,False,True,True,False,False
27.png,Selenium,Sefee/Selenium,251,251 μg,µg,μg,per_100g (100 g Pulver),per_serving,False,True,False,False,False
27.png,Energy,Brewswert/EnergyValue,1254,1254 kJ (300kcal),kJ,,per_100g (100 g Pulver),per_100g,False,False,True,False,False
30.png,Energy,Energy,907,907/215,kJ,kJ/kcal,per_serving (Per Bar 55g),per Bar 55g,False,False,False,False,False
30.png,Protein,Protein (g),2.7,2.7,g,g,per_serving (Per Bar 55g),per Bar 55g,True,True,False,False,False
30.png,Carbohydrate,Carbohydrate (g),39,39,g,g,per_serving (Per Bar 55g),per Bar 55g,True,True,False,True,False
30.png,Sugars,- Sugars (g),19,19,g,g,per_serving (Per Bar 55g),per Bar 55g,True,True,False,False,False
30.png,Fibre,Dietary Fibre (g),2.0,2.0,g,g,per_serving (Per Bar 55g),per Bar 55g,True,True,False,False,False
30.png,Sodium,Sodium (mg),70,70,mg,mg,per_serving (Per Bar 55g),per Bar 55g,True,True,False,False,False
30.png,Fat,Fat:,9.1,9.1,g,g,per_100g,per Bar 55g,True,True,False,True,False
30.png,Fat,- Saturated Fat (g),5.0,2.7,g,g,per_serving (Per Bar 55g),per Bar 55g,False,True,False,False,False
33.png,Energy,Energy,1660,1660 (390),kJ,kJ,per_100g,per_100g,False,True,True,False,False
33.png,Fat,Fat,0,0 g,g,g,per_100g,per_serving,False,True,False,False,False
33.png,Saturated Fats,Saturated Fats,0,0 g,g,g,per_100g,per_serving,False,True,False,False,False
34.png,Energy,Energy,1356,1356kJ/319kcal,kJ,kJ,per_100g,Per 25g serving,False,True,False,False,False
34.png,Fat,Fat,0,0g,g,g,per_100g,Per 25g serving,False,True,False,False,False
35.jpeg,Magnesium,Magnesium,4.7,4.7 g,g,g,per_100g,per_100g,False,True,True,False,False
35.jpeg,Vitamin C,Vitamin C,2.1,2.1 g,g,g,per_100g,per_100g,False,True,True,False,False
4.png,Fat,Fat,0,0,g,mg,per_100g,per_100g,True,False,True,False,False
4.png,Energy,Energy,952,0,,g,per_100g,per_100g,False,False,True,False,False
41.png,Fat,Fat,0,0 g,g,g,per_100g,per_100g,False,True,True,False,False
41.png,Saturated Fats,Saturated Fats,0,0 g,g,g,per_100g,per_100g,False,True,True,False,False
41.png,Carbohydrate,Carbohydrate,36,36 g,g,g,per_100g,per_100g,False,True,True,False,False
41.png,Protein,Protein,0,0 g,g,g,per_100g,per_100g,False,True,True,False,False
41.png,Salt,Salt,0.10,"0,10 g",g,g,per_100g,per_100g,False,True,True,False,False
41.png,Energy,Energy,612,612/144 KJ/KCAL,kJ,kJ/KCAL,per_100g,per_100g,False,False,True,False,False
41.png,Sugars,Of which sugars,4.5,4.5 g,g,g,per_100g,of which,False,True,False,False,False
42.png,Protein,Protein,0.1,0.1,g,g,per_100g,per_100g,True,True,True,True,True
42.png,Fat,FAT (g),0,0,g,g,per_serving (PER SERVE 47g),per_100g,True,True,False,False,False
45_1.png,Protein,Protein,0.1,0.1,g,g,per_100g,per_100g,True,True,True,True,True
45_1.png,Fat,Fat,0,0,g,g,per_100g,per_100g,True,True,True,True,True
45_2.png,Fat,Fat,0,0 g,g,g,per_100g,per_100g,False,True,True,False,False
45_2.png,Carbohydrate,Carbohydrate,94,94 g,g,g,per_100g,per_100g,False,True,True,False,False
45_2.png,Protein,Protein,0.1,0.1 g,g,g,per_100g,per_100g,False,True,True,False,False
45_2.png,Salt,Salt,1.3,1.3 g,g,g,per_100g,per_100g,False,True,True,False,False
45_2.png,Energy,Energy,1567,1567/374 kJ/kcal,kJ,kJ/kcaL,per_100g,per_100g,False,False,True,False,False
51.png,Fat,Fat,< 0.5,<0.5,g,g,per_100g,per_100g,True,True,True,True,True
51.png,Carbohydrate,Carbohydrate,84,84,g,g,per_100g,per_100g,True,True,True,True,True
51.png,Protein,Protein,6.7,6.7,g,g,per_100g,per_100g,True,True,True,True,True
51.png,Salt,Salt,0.13,0.13,g,g,per_100g,per_100g,True,True,True,True,True
51.png,Energy,Energy,1541,1541 (363),kJ,kJ(kcal),per_100g,per_100g,False,False,True,False,False
53.png,Fat,Fat,< 0.5,<0.5,g,g,per_100g,per_100g,True,True,True,True,True
53.png,Carbohydrate,Carbohydrate,84,84 g,g,g,per_100g,per_100g,False,True,True,False,False
53.png,Protein,Protein,6.7,6.7 g,g,g,per_100g,per_100g,False,True,True,False,False
53.png,Energy,Energy,1541,<0.5,kJ,g,per_100g,per_100g,False,False,True,False,False
56.jpeg,Protein,Proteines,83,83,g,g,per_100g,per_100g,True,True,True,True,True
57.jpeg,Protein,Proteine,4.99,4.99,g,g,per_serving (pro Esslöffel (6 g)),per_serving,True,True,True,True,True
59.png,Energy,Energy,1391,1391 kJ (330kcal),kJ,kJ,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Vitamin C,Vitamin C,300,300 mg,mg,mg,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Vitamin E,Vitamin E,50,50 mg α-TE,mg α-TE,µg,per_100g (100 g Pulver),per_100g,False,False,True,False,False
59.png,Protein,EiweiB/Protein,0.7,"0,7 g",g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Carbohydrate,Kohlenhydrate/Carbohydrate,66.6,"66,6 g",g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Sugars,davon Zucker / of which Sugars,64.4,"64,4 g",g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Fructose,davon Fructose / of which Fructose,63.7,"63,7 g",g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Fat,Fett/Fat,0.3,"0,3 g",g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Fibre,Ballaststoffe/Fibre,25,25 g,g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Sodium,Natrium/Sodium,<0.1,"<0,1 g",g,g,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Selenium,Selen/Selenium,150,150 µg,µg,µg,per_100g (100 g Pulver),per_100g,False,True,True,False,False
59.png,Vitamin A,Vitamin A (aus/from Provitamin A),1667,1667 µg RE,µg RE,µg,per_100g (100 g Pulver),per_100g,False,False,True,False,False
6.png,Green Tea,Green Tea,1,1,mg,mg,per_serving (4 g),per_serving,True,True,True,True,True
6.png,Vitamin C,Vitamin C,28,28,mg,mg,per_serving (4 g),per_100g,True,True,False,True,False
6.png,Magnesium,Magnesium,56,56,mg,mg,per_serving (4 g),per_100g,True,True,False,True,False
6.png,Potassium,Potassium,70,70,mg,mg,per_serving (4 g),per_100g,True,True,False,True,False
6.png,Calcium,Calcium,9,9,mg,mg,per_serving (4 g),per_100g,True,True,False,True,False
6.png,Sodium,Sodium,200,200,mg,mg,per_serving (4 g),per_100g,True,True,False,True,False
61.png,Energy,Energy,427,427 kJ,kJ,kJ,per_serving (30 g),per serving,False,True,True,False,False
61.png,Fat,Fat,0,0 g,g,g,per_serving (30 g),per serving,False,True,True,False,False
61.png,Carbohydrate,Carbohydrate,25.3,25.3 g,g,g,per_serving (30 g),per serving,False,True,True,False,False
61.png,Sugars,Sugars,14.6,14.6 g,g,g,per_serving (30 g),per serving,False,True,True,False,False
61.png,Protein,Protein,0.2,0.2 g,g,g,per_serving (30 g),per serving,False,True,True,False,False
61.png,Magnesium,Magnesium,75,75 mg,mg,mg,per_serving (30 g),per serving,False,True,True,False,False
61.png,Potassium,Potassium,100,100 mg,mg,mg,per_serving (30 g),per serving,False,True,True,False,False
61.png,Calcium,Calcium,50,50 mg,mg,mg,per_serving (30 g),per serving,False,True,True,False,False
63.png,Fat,Fat,0,0 g,g,g,per_serving (30 g),per serving/Portion/porzione,False,True,False,False,False
63.png,Saturated Fats,Saturated Fats,0,0 g,g,g,per_serving (30 g),per serving/Portion/porzione,False,True,False,False,False
63.png,Carbohydrate,Carbohydrate,25.3,25.3 g,g,g,per_serving (30 g),per serving/Portion/porzione,False,True,False,False,False
63.png,Protein,Protein,0.2,0.2 g,g,g,per_serving (30 g),per serving/Portion/porzione,False,True,False,False,False
63.png,Magnesium,Magnesium,75,100 mg (5%),mg,mg,per_serving (30 g),per serving/Portion/porzione,False,True,False,False,False
63.png,Potassium,Potassium,100,313.3 mg (6%*),mg,mg,per_serving (30 g),per serving/Portion/porzione,False,True,False,False,False
63.png,Calcium,Calcium,50,50 mg (6%),mg,mg,per_serving (30 g),per serving/Portion/porzione,False,True,False,False,False
63.png,Energy,Energy,427,427 kJ / 102 kcal,kJ,kJ / kcal,per_serving (30 g),per serving/Portion/porzione,False,False,False,False,False
63.png,Salt,Salt,0.52,75 mg (20%*),g,mg,per_serving (30 g),per serving/Portion/porzione,False,False,False,False,False
64.png,Vitamin C,Vitamin C,50,50,mg,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.),per_daily_dose,True,True,True,True,True
64.png,Vitamin B2,Vitamin B2,0.6,0.6,mg,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.),per_daily_dose,True,True,True,True,True
64.png,Niacin,Niacin,7.0,7.0,mg,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.),per_daily_dose,True,True,True,True,True
64.png,Vitamin B6,Vitamin B6,0.6,0.6,mg,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.),per_daily_dose,True,True,True,True,True
64.png,Folic Acid,Folic Acid,80,80,µg,µg,per_daily_dose (1 Ampulle/flask + 2 Caps.),per_daily_dose,True,True,True,True,True
64.png,Vitamin B12,Vitamin B12,2.0,2.0,µg,µg,per_daily_dose (1 Ampulle/flask + 2 Caps.),per_daily_dose,True,True,True,True,True
64.png,Pantothenic Acid,Pantothenic Acid,2.5,3.0,mg,mg,per_daily_dose (1 Ampulle/flask + 2 Caps.),per_daily_dose,False,True,True,False,False
67.jpeg,Vitamin D3,Vitamin D3,1000,1000 I.E.,I.E.,I.E.,per_serving (Jede Tablette),per_serving,False,True,True,False,False
78.jpeg,Vitamin D,Vitamin D,50,50,µg,µg,per_serving (pro Kapsel),per_serving,True,True,True,True,True
8.png,Protein,Protein,2.2,2.2,g,g,per_serving (Per Bar 60g),per Bar 60g,True,True,False,True,False
8.png,Fat,FAT,4.8,4.8,g,g,per_serving (Per Bar 60g),per Bar 60g,True,True,False,True,False
8.png,Carbohydrate,Carbohydrate,41,41,g,g,per_serving (Per Bar 60g),per Bar 60g,True,True,False,True,False
8.png,Sugars,- SUGARS,21,21,g,g,per_serving (Per Bar 60g),per Bar 60g,True,True,False,True,False
8.png,Sodium,SODIUM,43,42,mg,mg,per_serving (Per Bar 60g),per Bar 60g,False,True,False,False,False
8.png,Energy,Energy,892,892/213,kJ,kJ/kcal,per_serving (Per Bar 60g),per Bar 60g,False,False,False,False,False
8.png,Fibre,DIETARY FIBRE,1.9,1.9,g,g,per_serving (Per Bar 60g),per Bar 60g,True,True,False,False,False
8.png,Fat,- SATURATED FAT,7.9,3.4,g,g,per_100g,per Bar 60g,False,True,False,False,False
82.jpeg,Protein,Protein,0,0,g,g,per_serving (3 g/1 level teaspoon),per_serving,True,True,True,True,True
82.jpeg,Carbohydrate,Carbohydrates,0,0,g,g,per_serving (3 g/1 level teaspoon),per_serving,True,True,True,True,True
82.jpeg,Fat,Fat,0,0,g,g,per_serving (3 g/1 level teaspoon),per_serving,True,True,True,True,True
82.jpeg,Energy,Energy,0,0,kJ,kJ/kcal,per_100g,per_100g,True,False,True,False,False
88.png,Fat,davon gesättigte Fettsäuren/of which saturated fatty acids,0.7,0.5 g,g,g,per_100ml,per_100ml,False,True,True,False,False
88.png,Sugars,davon Zuckerarten/of which sugars,3.5,3.5 g,g,g,per_100ml,per_100ml,False,True,True,False,False
88.png,Protein,Eiweiß/protein(e),8.0,"8,0 g",g,g,per_100ml,per_100ml,False,True,True,False,False
88.png,Salt,Salt/sel/salt,0.10,0.10 g,g,g,per_100ml,per_100ml,False,True,True,False,False
9.jpeg,Vitamin C,Vitamin C,30,30,mg,mg,per_serving (pro 1 Tablette),per_serving,True,True,True,True,True
90.png,Energy,Energy,192,192(45),kJ,kJ (kcal),per_100ml,per_100ml,False,False,True,False,False
90.png,Fat,Fett/lipides/fat,< 0.1,<0.1 g,g,g,per_100ml,per_serving,False,True,False,False,False
90.png,Carbohydrate,Kohlenhydrate/glucides/carbohydrates,10,10 g,g,g,per_100ml,per_100ml,False,True,True,False,False
90.png,Protein,Eiweiss/proteines/protein,< 0.1,<0.1 g,g,g,per_100ml,per_serving,False,True,False,False,False
90.png,Salt,Salz/sel/salt,0.16,0.16 g,g,g,per_100ml,per_100ml,False,True,True,False,False
90.png,Magnesium,Magnesium/magnésium,56,56 mg,mg,mg,per_daily_dose (2 Shots (60 ml)),Tagesration/ration journalier/daily ration,False,True,False,False,False
91.png,Energy,Energy,234,234 (55),kJ,kJ,per_100ml,per_100ml,False,True,True,False,False
91.png,Saturated Fats,Saturated Fats,0.5,0.5 g,g,g,per_100ml,per_100ml,False,True,True,False,False
91.png,Sugars,Sugars,8.5,8.5 g,g,g,per_100ml,per_100ml,False,True,True,False,False
91.png,Protein,Protein,8.0,8.0 g,g,g,per_100ml,per_100ml,False,True,True,False,False
91.png,Salt,Salt,0.10,0.10 g,g,g,per_100ml,per_100ml,False,True,True,False,False
91.png,Fat,Fatty Acids,0.7,0.7 g,g,g,per_100ml,per_100ml,False,True,True,False,False
91.png,Carbohydrate,Carbohydrates,4.1,4.1 g,g,g,per_100ml,per_100ml,False,True,True,False,False
