image_id,token,context,rule_label,nutrient_score,second_best_score,second_best_cat,quantity_score,unit_score,context_score,noise_score,margin_actual,gt_label,current_pred,gt_label_old
4.png,GRASSI,VETTEN GRAISSES GRASAS lipides PASVAT GRASSI FAT 0 g,,0.5717,0.4018,CONTEXT,0.3647,0.3635,0.4018,0.3784,0.1699,0,1,0
4.png,PASVAT,VETTEN GRAISSES GRASAS lipides PASVAT GRASSI FAT 0 g,,0.5717,0.4018,CONTEXT,0.3647,0.3635,0.4018,0.3784,0.1699,0,1,0
4.png,lipides,VETTEN GRAISSES GRASAS lipides PASVAT GRASSI FAT 0 g,,0.5717,0.4018,CONTEXT,0.3647,0.3635,0.4018,0.3784,0.1699,0,1,0
4.png,GRASAS,VETTEN GRAISSES GRASAS lipides PASVAT GRASSI FAT 0 g,,0.5717,0.4018,CONTEXT,0.3647,0.3635,0.4018,0.3784,0.1699,0,1,0
4.png,GRAISSES,VETTEN GRAISSES GRASAS lipides PASVAT GRASSI FAT 0 g,,0.5717,0.4018,CONTEXT,0.3647,0.3635,0.4018,0.3784,0.1699,0,1,0
4.png,VETTEN,VETTEN GRAISSES GRASAS lipides PASVAT GRASSI FAT 0 g,,0.5717,0.4018,CONTEXT,0.3647,0.3635,0.4018,0.3784,0.1699,0,1,0
4.png,FEDT,FETT FEDT,,0.6621,0.5152,NOISE,0.3626,0.3603,0.4174,0.5152,0.1469,0,1,0
4.png,FETT,FETT FEDT,,0.6621,0.5152,NOISE,0.3626,0.3603,0.4174,0.5152,0.1469,0,1,0
4.png,saturates,DE LAS CUALES DONTACIDES WAARVAN PASVA DI CUI DOSQUAS saturates,,0.6727,0.4441,CONTEXT,0.439,0.3402,0.4441,0.372,0.2286,1,1,1
4.png,DI CUI DOSQUAS,DE LAS CUALES DONTACIDES WAARVAN PASVA DI CUI DOSQUAS saturates,,0.6727,0.4441,CONTEXT,0.439,0.3402,0.4441,0.372,0.2286,0,1,0
4.png,PASVA,DE LAS CUALES DONTACIDES WAARVAN PASVA DI CUI DOSQUAS saturates,,0.6727,0.4441,CONTEXT,0.439,0.3402,0.4441,0.372,0.2286,0,1,0
4.png,DE LAS CUALES DONTACIDES WAARVAN,DE LAS CUALES DONTACIDES WAARVAN PASVA DI CUI DOSQUAS saturates,,0.6727,0.4441,CONTEXT,0.439,0.3402,0.4441,0.372,0.2286,0,1,0
4.png,HERAF MAETTEDE,davon gesattigte HERAF MAETTEDE,,0.4445,0.4214,NOISE,0.2848,0.2528,0.3286,0.4214,0.0232,0,0,0
4.png,davon gesattigte,davon gesattigte HERAF MAETTEDE,,0.4445,0.4214,NOISE,0.2848,0.2528,0.3286,0.4214,0.0232,0,0,0
4.png,saturates,verzadigde vetzuren GRASSATURES SATURALAS SATURATES DYTTYNEITA DI TURI saturates 0 g,,0.5586,0.4186,CONTEXT,0.391,0.347,0.4186,0.3884,0.14,1,1,1
4.png,DYTTYNEITA,verzadigde vetzuren GRASSATURES SATURALAS SATURATES DYTTYNEITA DI TURI saturates 0 g,,0.5586,0.4186,CONTEXT,0.391,0.347,0.4186,0.3884,0.14,0,1,0
4.png,DI TURI,verzadigde vetzuren GRASSATURES SATURALAS SATURATES DYTTYNEITA DI TURI saturates 0 g,,0.5586,0.4186,CONTEXT,0.391,0.347,0.4186,0.3884,0.14,0,1,0
4.png,SATURALAS,verzadigde vetzuren GRASSATURES SATURALAS SATURATES DYTTYNEITA DI TURI saturates 0 g,,0.5586,0.4186,CONTEXT,0.391,0.347,0.4186,0.3884,0.14,0,1,0
4.png,SATURATES,verzadigde vetzuren GRASSATURES SATURALAS SATURATES DYTTYNEITA DI TURI saturates 0 g,,0.5586,0.4186,CONTEXT,0.391,0.347,0.4186,0.3884,0.14,1,1,1
4.png,verzadigde vetzuren,verzadigde vetzuren GRASSATURES SATURALAS SATURATES DYTTYNEITA DI TURI saturates 0 g,,0.5586,0.4186,CONTEXT,0.391,0.347,0.4186,0.3884,0.14,0,1,0
4.png,GRASSATURES,verzadigde vetzuren GRASSATURES SATURALAS SATURATES DYTTYNEITA DI TURI saturates 0 g,,0.5586,0.4186,CONTEXT,0.391,0.347,0.4186,0.3884,0.14,0,1,0
4.png,FEDTSYRER,Fettsauren FEDTSYRER,,0.6437,0.411,NOISE,0.3157,0.3195,0.361,0.411,0.2327,0,1,0
4.png,Fettsauren,Fettsauren FEDTSYRER,,0.6437,0.411,NOISE,0.3157,0.3195,0.361,0.411,0.2327,0,1,0
4.png,carbohydrates,KOOLHYDRATEN glucides HIDRATOSDE CABBONO HIDRATOS DE CABBONO HUL/HYDRAATTI carbohydrate carbohydrates 56 g,,0.5804,0.4461,UNIT,0.4177,0.4461,0.391,0.3916,0.1343,1,1,1
4.png,carbohydrate,KOOLHYDRATEN glucides HIDRATOSDE CABBONO HIDRATOS DE CABBONO HUL/HYDRAATTI carbohydrate carbohydrates 56 g,,0.5804,0.4461,UNIT,0.4177,0.4461,0.391,0.3916,0.1343,1,1,1
4.png,HUL/HYDRAATTI,KOOLHYDRATEN glucides HIDRATOSDE CABBONO HIDRATOS DE CABBONO HUL/HYDRAATTI carbohydrate carbohydrates 56 g,,0.5804,0.4461,UNIT,0.4177,0.4461,0.391,0.3916,0.1343,0,1,0
4.png,HIDRATOS DE CABBONO,KOOLHYDRATEN glucides HIDRATOSDE CABBONO HIDRATOS DE CABBONO HUL/HYDRAATTI carbohydrate carbohydrates 56 g,,0.5804,0.4461,UNIT,0.4177,0.4461,0.391,0.3916,0.1343,0,1,0
4.png,HIDRATOSDE CABBONO,KOOLHYDRATEN glucides HIDRATOSDE CABBONO HIDRATOS DE CABBONO HUL/HYDRAATTI carbohydrate carbohydrates 56 g,,0.5804,0.4461,UNIT,0.4177,0.4461,0.391,0.3916,0.1343,0,1,0
4.png,glucides,KOOLHYDRATEN glucides HIDRATOSDE CABBONO HIDRATOS DE CABBONO HUL/HYDRAATTI carbohydrate carbohydrates 56 g,,0.5804,0.4461,UNIT,0.4177,0.4461,0.391,0.3916,0.1343,0,1,0
4.png,KOOLHYDRATEN,KOOLHYDRATEN glucides HIDRATOSDE CABBONO HIDRATOS DE CABBONO HUL/HYDRAATTI carbohydrate carbohydrates 56 g,,0.5804,0.4461,UNIT,0.4177,0.4461,0.391,0.3916,0.1343,0,1,0
4.png,KULHYDRAT,Kohlenhydrate KULHYDRAT,,0.7159,0.4431,NOISE,0.3886,0.4178,0.3832,0.4431,0.2728,0,1,0
4.png,Kohlenhydrate,Kohlenhydrate KULHYDRAT,,0.7159,0.4431,NOISE,0.3886,0.4178,0.3832,0.4431,0.2728,0,1,0
4.png,DI CUI ZUCCHERI,DONT SUCRES WAARVAN SUIKERS HERAF SUKKERARTER DELOSCUALESAZUCARES DOS QUAIS ACUCARES JOISTA SOKERETTA DI CUI ZUCCHERI OFWHICHRUGARS 6.7 g,,0.5726,0.4699,CONTEXT,0.4395,0.3621,0.4699,0.4357,0.1028,0,1,0
4.png,OFWHICHRUGARS,DONT SUCRES WAARVAN SUIKERS HERAF SUKKERARTER DELOSCUALESAZUCARES DOS QUAIS ACUCARES JOISTA SOKERETTA DI CUI ZUCCHERI OFWHICHRUGARS 6.7 g,,0.5726,0.4699,CONTEXT,0.4395,0.3621,0.4699,0.4357,0.1028,0,1,0
4.png,DOS QUAIS ACUCARES,DONT SUCRES WAARVAN SUIKERS HERAF SUKKERARTER DELOSCUALESAZUCARES DOS QUAIS ACUCARES JOISTA SOKERETTA DI CUI ZUCCHERI OFWHICHRUGARS 6.7 g,,0.5726,0.4699,CONTEXT,0.4395,0.3621,0.4699,0.4357,0.1028,0,1,0
4.png,JOISTA SOKERETTA,DONT SUCRES WAARVAN SUIKERS HERAF SUKKERARTER DELOSCUALESAZUCARES DOS QUAIS ACUCARES JOISTA SOKERETTA DI CUI ZUCCHERI OFWHICHRUGARS 6.7 g,,0.5726,0.4699,CONTEXT,0.4395,0.3621,0.4699,0.4357,0.1028,0,1,0
4.png,DELOSCUALESAZUCARES,DONT SUCRES WAARVAN SUIKERS HERAF SUKKERARTER DELOSCUALESAZUCARES DOS QUAIS ACUCARES JOISTA SOKERETTA DI CUI ZUCCHERI OFWHICHRUGARS 6.7 g,,0.5726,0.4699,CONTEXT,0.4395,0.3621,0.4699,0.4357,0.1028,0,1,0
4.png,DONT SUCRES WAARVAN SUIKERS HERAF SUKKERARTER,DONT SUCRES WAARVAN SUIKERS HERAF SUKKERARTER DELOSCUALESAZUCARES DOS QUAIS ACUCARES JOISTA SOKERETTA DI CUI ZUCCHERI OFWHICHRUGARS 6.7 g,,0.5726,0.4699,CONTEXT,0.4395,0.3621,0.4699,0.4357,0.1028,0,1,0
4.png,DAVON ZUCKER,DAVON ZUCKER,,0.5995,0.3612,NOISE,0.308,0.2604,0.3303,0.3612,0.2384,0,1,0
4.png,PROTEIN,PROTEINES protein proteins protein proteines PROTEIN 0.1a,,0.6154,0.4419,QUANTITY,0.4419,0.4237,0.4156,0.4111,0.1735,1,1,1
4.png,proteines,PROTEINES protein proteins protein proteines PROTEIN 0.1a,,0.6154,0.4419,QUANTITY,0.4419,0.4237,0.4156,0.4111,0.1735,1,1,1
4.png,0.1a,PROTEINES protein proteins protein proteines PROTEIN 0.1a,,0.6154,0.4419,QUANTITY,0.4419,0.4237,0.4156,0.4111,0.1735,0,1,0
4.png,proteins,PROTEINES protein proteins protein proteines PROTEIN 0.1a,,0.6154,0.4419,QUANTITY,0.4419,0.4237,0.4156,0.4111,0.1735,1,1,1
4.png,protein,PROTEINES protein proteins protein proteines PROTEIN 0.1a,,0.6154,0.4419,QUANTITY,0.4419,0.4237,0.4156,0.4111,0.1735,1,1,1
4.png,protein,PROTEINES protein proteins protein proteines PROTEIN 0.1a,,0.6154,0.4419,QUANTITY,0.4419,0.4237,0.4156,0.4111,0.1735,1,1,1
4.png,PROTEINES,PROTEINES protein proteins protein proteines PROTEIN 0.1a,,0.6154,0.4419,QUANTITY,0.4419,0.4237,0.4156,0.4111,0.1735,1,1,1
4.png,EIWITTEN,eiweiss PROTEIN EIWITTEN,,0.704,0.4313,NOISE,0.3585,0.385,0.4293,0.4313,0.2728,0,1,0
4.png,PROTEIN,eiweiss PROTEIN EIWITTEN,,0.704,0.4313,NOISE,0.3585,0.385,0.4293,0.4313,0.2728,1,1,1
4.png,eiweiss,eiweiss PROTEIN EIWITTEN,,0.704,0.4313,NOISE,0.3585,0.385,0.4293,0.4313,0.2728,0,1,0
4.png,SALE,SEL SAL SAL SUOLA SALE SALT 0.12 g,,0.6533,0.4634,UNIT,0.4197,0.4634,0.4375,0.4199,0.1899,0,1,0
4.png,SALT,SEL SAL SAL SUOLA SALE SALT 0.12 g,,0.6533,0.4634,UNIT,0.4197,0.4634,0.4375,0.4199,0.1899,1,1,1
4.png,SUOLA,SEL SAL SAL SUOLA SALE SALT 0.12 g,,0.6533,0.4634,UNIT,0.4197,0.4634,0.4375,0.4199,0.1899,0,1,0
4.png,SAL,SEL SAL SAL SUOLA SALE SALT 0.12 g,,0.6533,0.4634,UNIT,0.4197,0.4634,0.4375,0.4199,0.1899,1,1,1
4.png,SAL,SEL SAL SAL SUOLA SALE SALT 0.12 g,,0.6533,0.4634,UNIT,0.4197,0.4634,0.4375,0.4199,0.1899,1,1,1
4.png,SEL,SEL SAL SAL SUOLA SALE SALT 0.12 g,,0.6533,0.4634,UNIT,0.4197,0.4634,0.4375,0.4199,0.1899,0,1,0
4.png,ZCUT,SALT SALT ZCUT,,0.6522,0.5005,NOISE,0.3666,0.3626,0.4139,0.5005,0.1517,0,1,0
4.png,SALT,SALT SALT ZCUT,,0.6522,0.5005,NOISE,0.3666,0.3626,0.4139,0.5005,0.1517,1,1,1
4.png,SALT,SALT SALT ZCUT,,0.6522,0.5005,NOISE,0.3666,0.3626,0.4139,0.5005,0.1517,1,1,1
6.png,UK,UK,,0.5362,0.4813,NOISE,0.3799,0.3827,0.3999,0.4813,0.0548,0,0,0
6.png,NUTRITIONNFO,NUTRITIONNFO,,0.5723,0.5774,CONTEXT,0.431,0.3954,0.5774,0.5691,-0.0051,0,0,0
6.png,VITAMIN C,VITAMIN C,,0.89,0.4598,NOISE,0.3974,0.3712,0.4488,0.4598,0.4301,1,1,1
6.png,Magnesium,Magnesium,,1.0,0.4981,NOISE,0.4334,0.4176,0.4175,0.4981,0.5019,1,1,1
6.png,POTASSIUM,POTASSIUM,,0.6629,0.4459,NOISE,0.3984,0.3808,0.433,0.4459,0.217,1,1,1
6.png,Calcium,Calcium,,1.0,0.4972,NOISE,0.3876,0.405,0.3997,0.4972,0.5028,1,1,1
6.png,SODIUM,SODIUM,,0.62,0.4426,NOISE,0.3937,0.4047,0.3975,0.4426,0.1774,1,1,1
6.png,GREEN TEA,GREEN TEA,,0.5267,0.5273,NOISE,0.3834,0.3718,0.4556,0.5273,-0.0006,1,0,0
8.png,TYPICAL VALUES,TYPICAL VALUES,,0.5316,0.5463,QUANTITY,0.5463,0.4483,0.4281,0.4929,-0.0147,0,0,0
8.png,ENERGY kJ/kca,ENERGY kJ/kca 892/2131486/355,,0.5144,0.5154,NOISE,0.418,0.467,0.4364,0.5154,-0.0011,1,0,0
8.png,892/2131486/355,ENERGY kJ/kca 892/2131486/355,,0.5144,0.5154,NOISE,0.418,0.467,0.4364,0.5154,-0.0011,0,0,0
8.png,protein,protein 2.2 3.7,,0.6786,0.479,CONTEXT,0.4379,0.416,0.479,0.4754,0.1996,1,1,1
8.png,FAT: (g),FAT: (g) 4.8 7.9,,0.6679,0.4785,UNIT,0.4784,0.4785,0.4637,0.4659,0.1894,1,1,0
8.png,- SATURATED FAT (g),- SATURATED FAT (g),,0.6478,0.4584,NOISE,0.4431,0.4353,0.4485,0.4584,0.1894,1,1,0
8.png,carbohydrate,carbohydrate,,0.9482,0.5852,NOISE,0.4791,0.4866,0.482,0.5852,0.363,1,1,1
8.png,-SUGARS (g),-SUGARS (g) 21271 2823232,,0.6137,0.487,UNIT,0.4228,0.487,0.4488,0.4645,0.1267,1,1,0
8.png,dietary fibre,dietary fibre,,0.7529,0.5579,CONTEXT,0.4548,0.4078,0.5579,0.5269,0.195,1,1,0
8.png,SODIUM (mg),SODIUM (mg),,0.6119,0.5133,UNIT,0.4517,0.5133,0.4778,0.3973,0.0986,1,0,0
9.jpeg,und in Zeiten ertohten Bedarts ist auf eine ausreichende Ven,Vitamin Czuachten und in Zeiten ertohten Bedarts ist auf eine ausreichende Ven,,0.596,0.4231,NOISE,0.3481,0.3053,0.3939,0.4231,0.173,0,1,0
9.jpeg,Vitamin Czuachten,Vitamin Czuachten und in Zeiten ertohten Bedarts ist auf eine ausreichende Ven,,0.596,0.4231,NOISE,0.3481,0.3053,0.3939,0.4231,0.173,1,1,0
9.jpeg,Nahrwertangaben,Zink Nahrwertangaben 5 pro1 Tablette mg 10mg.(100% pro 2 Tabletten,,0.7076,0.4988,CONTEXT,0.4838,0.4184,0.4988,0.4716,0.2089,0,1,0
9.jpeg,Zink,Zink Nahrwertangaben 5 pro1 Tablette mg 10mg.(100% pro 2 Tabletten,,0.7076,0.4988,CONTEXT,0.4838,0.4184,0.4988,0.4716,0.2089,1,1,1
9.jpeg,10mg.(100%,Zink Nahrwertangaben 5 pro1 Tablette mg 10mg.(100% pro 2 Tabletten,,0.7076,0.4988,CONTEXT,0.4838,0.4184,0.4988,0.4716,0.2089,0,1,0
9.jpeg,Vitamin C,Vitamin C 30 %der Referenzmenge gema3 Verordnung EU) Nr.1169/2011 mg 60 mg,,0.6707,0.5035,UNIT,0.4745,0.5035,0.4799,0.4618,0.1672,1,1,1
9.jpeg,%der Referenzmenge gema3 Verordnung EU) Nr.1169/2011,Vitamin C 30 %der Referenzmenge gema3 Verordnung EU) Nr.1169/2011 mg 60 mg,,0.6707,0.5035,UNIT,0.4745,0.5035,0.4799,0.4618,0.1672,0,1,0
12.png,Bilinar.,Bilinar.,,0.4859,0.4562,UNIT,0.4491,0.4562,0.4133,0.4477,0.0297,0,0,0
12.png,Forvaras kallt och tart fore anvanding.,Forvaras kallt och tart fore anvanding. per serving,,0.514,0.6447,NOISE,0.4369,0.4558,0.5793,0.6447,-0.1307,0,0,0
12.png,Energy / Energia / Energin / Energi 7,Energy / Energia / Energin / Energi 7 547 kJ 328 kJ,,0.639,0.5394,UNIT,0.4272,0.5394,0.4264,0.4285,0.0996,1,0,0
12.png,Energie / Energi,Energie / Energi 129 kcal 77 kcal,,0.6725,0.582,UNIT,0.4678,0.582,0.4743,0.4875,0.0905,1,0,0
12.png,Fatten/ Rasva / Matiéres grasses / Fett/ Tlustcze / Fett,Fatten/ Rasva / Matiéres grasses / Fett/ Tlustcze / Fett 0.0 g 0.0 g,,0.5978,0.4556,NOISE,0.4419,0.4261,0.4533,0.4556,0.1423,1,1,0
12.png,waarvan verzadigd vetzuren / josta tyydytymeiden raswojen,waarvan verzadigd vetzuren / josta tyydytymeiden raswojen 0.0 g 0.0 g,,0.6027,0.483,CONTEXT,0.452,0.4225,0.483,0.4212,0.1197,1,1,0
12.png,esaud / dont matiéres grasses saturées / med andel,esaud / dont matiéres grasses saturées / med andel,,0.5817,0.5103,CONTEXT,0.4388,0.4297,0.5103,0.4877,0.0713,1,0,0
12.png,sattnat fett / w tym tluszcze nasycone / varav mattat fat,sattnat fett / w tym tluszcze nasycone / varav mattat fat,,0.6179,0.4529,CONTEXT,0.4175,0.4025,0.4529,0.4503,0.165,1,1,0
12.png,Koolhydraten / Hillhydraatit / Glucides / Karbohydrater /,Koolhydraten / Hillhydraatit / Glucides / Karbohydrater / 32 g 19 g,,0.6471,0.5195,UNIT,0.4905,0.5195,0.4404,0.4299,0.1276,1,1,0
12.png,Weglowodany 7 Kolhydrater,Weglowodany 7 Kolhydrater,,0.6602,0.4545,NOISE,0.3614,0.3655,0.3601,0.4545,0.2057,1,1,0
12.png,waarvan sukers / josta sokereiden osuus / dont sucres /,waarvan sukers / josta sokereiden osuus / dont sucres / 1.1 g 0.7 g,,0.6,0.4951,QUANTITY,0.4951,0.4831,0.485,0.4521,0.1049,1,1,0
12.png,med andel sukker / w tym cukry / varav socker,med andel sukker / w tym cukry / varav socker,,0.6338,0.5626,CONTEXT,0.5219,0.4364,0.5626,0.5114,0.0712,1,0,0
12.png,Eiwitten / Proteiinit / Proteines / Protein / Bialko / Protein,Eiwitten / Proteiinit / Proteines / Protein / Bialko / Protein 0.1 g 0.0 g,,0.5961,0.5124,CONTEXT,0.4989,0.4993,0.5124,0.4635,0.0837,1,0,0
15.png,AFTER,AFTER,,0.4651,0.4869,NOISE,0.3587,0.3387,0.4089,0.4869,-0.0218,0,0,0
15.png,Salz/Salt15.0g/0.63g/1.26 g.Mineralstoffe/Minerals:Natrium/Sodium 5962 mg/200 mg/500mg.Kaffen/Putel,Salz/Salt15.0g/0.63g/1.26 g.Mineralstoffe/Minerals:Natrium/Sodium 5962 mg/200 mg/500mg.Kaffen/Putel,,0.6274,0.5113,CONTEXT,0.4848,0.4916,0.5113,0.4955,0.1161,1,1,0
