image_id,n_ground_truth,n_predicted,tp,fp,fn,precision,recall,f1,fast_rule_decision,likely_failure_source,descriptive_summary
104.jpeg,18,12,12,0,6,1.0,0.6667,1.0,n/a,none,"Image: 104.jpeg. GT=18, predicted=12, TP=12, FP=0, FN=6. Precision=1.00, recall=0.67, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1528 kJ [per_100g]; Fat 2.6 g [per_100g]; Saturated Fats 0.6 g [per_100g]  (+9 more)"
105.png,18,9,6,3,12,0.6667,0.3333,0.75,n/a,none,"Image: 105.png. GT=18, predicted=9, TP=6, FP=3, FN=12. Precision=0.67, recall=0.33, F1=0.75. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1320 kJ [per_100g]; Fat 2.7 g [per_100g]; Carbohydrate 52.1 g [per_100g]  (+5 more)"
108.jpeg,11,10,9,1,2,0.9,0.8182,0.9,n/a,none,"Image: 108.jpeg. GT=11, predicted=10, TP=9, FP=1, FN=2. Precision=0.90, recall=0.82, F1=0.90. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B1 1.1 mg [per_daily_dose]; Vitamin B2 1.4 mg [per_daily_dose]; Vitamin B6 1.4 mg [per_daily_dose]  (+7 more)"
109.jpeg,9,8,7,1,2,0.875,0.7778,0.88,n/a,none,"Image: 109.jpeg. GT=9, predicted=8, TP=7, FP=1, FN=2. Precision=0.88, recall=0.78, F1=0.88. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 420 kJ [per_100g]; Fat 0 g [per_100g]; Saturated Fats 0.2 g [per_100g]  (+5 more)"
110.jpeg,6,4,3,1,3,0.75,0.5,0.75,n/a,none,"Image: 110.jpeg. GT=6, predicted=4, TP=3, FP=1, FN=3. Precision=0.75, recall=0.50, F1=0.75. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Melissen Extrakt 15 mg [per_serving]; Niacin 8.0 mg NE [per_serving]; Pantothenic Acid 3.0 mg [per_serving]  (+1 more)"
111.jpeg,1,1,1,0,0,1.0,1.0,1.0,n/a,none,"Image: 111.jpeg. GT=1, predicted=1, TP=1, FP=0, FN=0. Precision=1.00, recall=1.00, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12 17.5 µg [per_daily_dose]"
112.jpeg,1,1,1,0,0,1.0,1.0,1.0,n/a,none,"Image: 112.jpeg. GT=1, predicted=1, TP=1, FP=0, FN=0. Precision=1.00, recall=1.00, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin B12 17.5 µg [per_daily_dose]"
114.jpeg,20,14,13,1,7,0.9286,0.65,0.93,n/a,none,"Image: 114.jpeg. GT=20, predicted=14, TP=13, FP=1, FN=7. Precision=0.93, recall=0.65, F1=0.93. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1541 kJ [per_100g]; Fat 4.8 g [per_100g]; Carbohydrate 8.8 g [per_100g]  (+11 more)"
117.jpeg,9,7,5,2,4,0.7143,0.5556,0.83,n/a,none,"Image: 117.jpeg. GT=9, predicted=7, TP=5, FP=2, FN=4. Precision=0.71, recall=0.56, F1=0.83. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 6.1 g [per_serving]; Carbohydrate 16.7 g [per_serving]; Fibre 4.0 g [per_serving]  (+3 more)"
120.jpeg,26,25,18,7,8,0.72,0.6923,0.72,n/a,none,"Image: 120.jpeg. GT=26, predicted=25, TP=18, FP=7, FN=8. Precision=0.72, recall=0.69, F1=0.72. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Inositol 100 mg [per_daily_dose]; Alpha-Liponsäure 42 mg [per_daily_dose]; Choline 20 mg [per_daily_dose]  (+22 more)"
45_1.png,18,8,6,2,12,0.75,0.3333,0.75,n/a,none,"Image: 45_1.png. GT=18, predicted=8, TP=6, FP=2, FN=12. Precision=0.75, recall=0.33, F1=0.75. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Protein 0 g [per_serving]; Fat 0 g [per_serving]; Saturated Fats 0 g [per_serving]  (+5 more)"
45_2.png,8,7,7,0,1,1.0,0.875,1.0,n/a,none,"Image: 45_2.png. GT=8, predicted=7, TP=7, FP=0, FN=1. Precision=1.00, recall=0.88, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 1567 kJ [per_100g]; Fat 0 g [per_100g]; Saturated Fats 0 g [per_100g]  (+4 more)"
