image_id,nutrient,gold_value,detected,below,above,category
107.png,folicacid,200.0,1,1,0,A_recovered_below
107.png,pantothenicacid,6.0,1,0,0,C_detected_unmatched
108.jpeg,magnesium,240.0,1,1,0,A_recovered_below
108.jpeg,vitaminb1,1.1,1,1,0,A_recovered_below
108.jpeg,vitaminb2,1.4,1,1,0,A_recovered_below
108.jpeg,vitaminb6,1.4,1,1,0,A_recovered_below
108.jpeg,vitaminb12,2.5,0,0,0,D_not_detected_DROP
108.jpeg,vitaminc,80.0,1,1,0,A_recovered_below
108.jpeg,vitamine,12.0,1,1,0,A_recovered_below
108.jpeg,niacin,16.0,1,0,0,C_detected_unmatched
108.jpeg,biotin,50.0,0,0,0,D_not_detected_DROP
108.jpeg,folicacid,200.0,0,0,0,D_not_detected_DROP
108.jpeg,pantothenicacid,6.0,1,1,0,A_recovered_below
109.jpeg,energy,420.0,1,1,0,A_recovered_below
109.jpeg,energy,99.0,1,1,0,A_recovered_below
109.jpeg,fat,0.0,1,0,1,B_only_above
109.jpeg,saturatedfats,0.2,1,1,1,A_recovered_below
109.jpeg,carbohydrate,12.0,1,1,0,A_recovered_below
109.jpeg,sugars,9.8,1,1,0,A_recovered_below
109.jpeg,fibre,1.5,1,1,0,A_recovered_below
109.jpeg,protein,11.0,1,1,0,A_recovered_below
109.jpeg,salt,0.05,1,0,1,B_only_above
110.jpeg,melissenextrakt,15.0,1,1,0,A_recovered_below
110.jpeg,niacin,8.0,1,1,0,A_recovered_below
110.jpeg,pantothenicacid,3.0,1,1,0,A_recovered_below
110.jpeg,melissenextrakt,30.0,1,0,1,B_only_above
110.jpeg,niacin,16.0,1,0,1,B_only_above
110.jpeg,pantothenicacid,6.0,1,0,1,B_only_above
111.jpeg,vitaminb12,17.5,1,0,0,C_detected_unmatched
112.jpeg,vitaminb12,17.5,1,0,0,C_detected_unmatched
113.jpeg,energy,1546.0,1,1,0,A_recovered_below
113.jpeg,energy,369.0,1,1,0,A_recovered_below
113.jpeg,fat,4.5,1,1,0,A_recovered_below
113.jpeg,saturatedfats,3.1,1,1,0,A_recovered_below
113.jpeg,carbohydrate,7.7,0,0,0,D_not_detected_DROP
113.jpeg,sugars,3.9,1,0,0,C_detected_unmatched
113.jpeg,fibre,1.9,1,1,0,A_recovered_below
113.jpeg,protein,72.7,1,1,0,A_recovered_below
113.jpeg,salt,0.53,1,1,0,A_recovered_below
113.jpeg,caffeine,267.0,1,1,0,A_recovered_below
113.jpeg,energy,464.0,1,0,1,B_only_above
113.jpeg,energy,111.0,1,0,1,B_only_above
113.jpeg,fat,1.3,1,0,1,B_only_above
113.jpeg,saturatedfats,0.9,1,0,1,B_only_above
113.jpeg,carbohydrate,2.3,1,0,1,B_only_above
113.jpeg,sugars,1.2,1,0,0,C_detected_unmatched
113.jpeg,fibre,0.6,1,0,1,B_only_above
113.jpeg,protein,21.8,1,0,1,B_only_above
113.jpeg,salt,0.17,1,0,1,B_only_above
113.jpeg,caffeine,80.0,1,0,1,B_only_above
114.jpeg,energy,1541.0,1,1,0,A_recovered_below
114.jpeg,energy,368.0,1,1,0,A_recovered_below
114.jpeg,fat,4.8,1,1,0,A_recovered_below
114.jpeg,saturatedfats,3.3,1,1,0,A_recovered_below
114.jpeg,carbohydrate,8.8,1,1,0,A_recovered_below
114.jpeg,sugars,4.1,1,0,0,C_detected_unmatched
114.jpeg,fibre,2.8,1,1,0,A_recovered_below
114.jpeg,protein,70.1,1,1,0,A_recovered_below
114.jpeg,salt,0.51,1,1,0,A_recovered_below
114.jpeg,caffeine,268.0,1,1,0,A_recovered_below
114.jpeg,energy,462.0,1,0,1,B_only_above
114.jpeg,energy,111.0,1,0,1,B_only_above
114.jpeg,fat,1.4,0,0,0,D_not_detected_DROP
114.jpeg,saturatedfats,1.0,1,1,1,A_recovered_below
114.jpeg,carbohydrate,2.6,1,0,1,B_only_above
114.jpeg,sugars,1.2,1,0,0,C_detected_unmatched
114.jpeg,fibre,0.9,1,0,1,B_only_above
114.jpeg,protein,21.0,1,0,1,B_only_above
114.jpeg,salt,0.17,1,0,1,B_only_above
114.jpeg,caffeine,80.0,1,0,1,B_only_above
115.png,energy,438.0,1,1,0,A_recovered_below
115.png,energy,103.0,1,1,0,A_recovered_below
115.png,fat,0.0,1,0,0,C_detected_unmatched
115.png,saturatedfats,0.2,1,0,1,B_only_above
115.png,carbohydrate,12.0,1,0,0,C_detected_unmatched
115.png,sugars,10.0,1,0,0,C_detected_unmatched
115.png,fibre,1.6,1,0,0,C_detected_unmatched
115.png,protein,11.0,1,0,0,C_detected_unmatched
115.png,salt,0.05,1,0,0,C_detected_unmatched
116.jpeg,energy,1696.0,1,1,0,A_recovered_below
116.jpeg,energy,404.0,1,1,0,A_recovered_below
116.jpeg,fat,12.0,1,1,1,A_recovered_below
116.jpeg,saturatedfats,1.4,1,1,1,A_recovered_below
116.jpeg,carbohydrate,27.0,1,1,0,A_recovered_below
116.jpeg,sugars,4.6,1,0,0,C_detected_unmatched
116.jpeg,fibre,12.0,1,1,1,A_recovered_below
116.jpeg,protein,41.0,1,1,0,A_recovered_below
116.jpeg,salt,2.02,1,1,0,A_recovered_below
116.jpeg,energy,509.0,1,0,1,B_only_above
116.jpeg,energy,121.0,1,0,1,B_only_above
116.jpeg,fat,3.5,1,0,1,B_only_above
116.jpeg,saturatedfats,0.4,1,0,1,B_only_above
116.jpeg,carbohydrate,8.2,1,0,1,B_only_above
116.jpeg,sugars,1.4,1,0,0,C_detected_unmatched
116.jpeg,fibre,3.7,1,0,1,B_only_above
116.jpeg,protein,12.0,1,0,1,B_only_above
116.jpeg,salt,0.61,1,0,1,B_only_above
117.jpeg,energy,728.0,1,1,0,A_recovered_below
117.jpeg,energy,173.0,1,0,1,B_only_above
117.jpeg,fat,6.1,1,0,1,B_only_above
117.jpeg,saturatedfats,1.5,0,0,0,D_not_detected_DROP
117.jpeg,carbohydrate,16.7,0,0,0,D_not_detected_DROP
117.jpeg,sugars,13.5,0,0,0,D_not_detected_DROP
117.jpeg,fibre,4.0,0,0,0,D_not_detected_DROP
117.jpeg,protein,11.0,0,0,0,D_not_detected_DROP
117.jpeg,salt,0.04,1,0,1,B_only_above
118.jpeg,energy,1440.0,1,0,0,C_detected_unmatched
118.jpeg,energy,344.0,1,0,0,C_detected_unmatched
118.jpeg,fat,10.0,1,0,0,C_detected_unmatched
118.jpeg,saturatedfats,2.6,1,0,1,B_only_above
118.jpeg,carbohydrate,48.0,1,0,0,C_detected_unmatched
118.jpeg,sugars,4.0,1,0,0,C_detected_unmatched
118.jpeg,sugaralcohols,21.0,1,0,0,C_detected_unmatched
118.jpeg,fibre,3.0,1,0,0,C_detected_unmatched
118.jpeg,protein,24.0,1,0,0,C_detected_unmatched
118.jpeg,salt,0.7,1,0,0,C_detected_unmatched
118.jpeg,energy,1152.0,1,0,0,C_detected_unmatched
118.jpeg,energy,275.0,1,0,0,C_detected_unmatched
118.jpeg,fat,8.0,1,0,0,C_detected_unmatched
118.jpeg,saturatedfats,2.1,1,1,0,A_recovered_below
118.jpeg,carbohydrate,38.0,1,0,0,C_detected_unmatched
118.jpeg,sugars,3.2,1,0,0,C_detected_unmatched
118.jpeg,sugaralcohols,17.0,1,0,0,C_detected_unmatched
118.jpeg,fibre,2.4,1,0,0,C_detected_unmatched
118.jpeg,protein,19.0,1,0,0,C_detected_unmatched
118.jpeg,salt,0.56,1,0,0,C_detected_unmatched
119.jpeg,energy,1471.0,1,0,0,C_detected_unmatched
119.jpeg,energy,352.0,1,0,0,C_detected_unmatched
119.jpeg,fat,11.0,0,0,0,D_not_detected_DROP
119.jpeg,saturatedfats,3.0,1,0,1,B_only_above
119.jpeg,carbohydrate,47.0,1,0,0,C_detected_unmatched
119.jpeg,sugars,4.0,1,0,0,C_detected_unmatched
119.jpeg,sugaralcohols,21.0,1,0,0,C_detected_unmatched
119.jpeg,fibre,4.5,1,0,0,C_detected_unmatched
119.jpeg,protein,24.0,1,0,0,C_detected_unmatched
119.jpeg,salt,0.7,1,0,1,B_only_above
119.jpeg,energy,1177.0,1,0,0,C_detected_unmatched
119.jpeg,energy,282.0,1,0,0,C_detected_unmatched
119.jpeg,fat,8.4,1,0,0,C_detected_unmatched
119.jpeg,saturatedfats,2.4,0,0,0,D_not_detected_DROP
119.jpeg,carbohydrate,38.0,1,0,0,C_detected_unmatched
119.jpeg,sugars,3.2,1,0,0,C_detected_unmatched
119.jpeg,sugaralcohols,17.0,1,0,0,C_detected_unmatched
119.jpeg,fibre,3.6,1,0,0,C_detected_unmatched
119.jpeg,protein,19.0,1,0,0,C_detected_unmatched
119.jpeg,salt,0.56,1,0,0,C_detected_unmatched
12.png,energy,547.0,1,1,0,A_recovered_below
12.png,energy,129.0,1,1,0,A_recovered_below
12.png,fat,0.0,1,1,1,A_recovered_below
12.png,saturatedfats,0.0,1,0,0,C_detected_unmatched
12.png,carbohydrate,32.0,1,1,0,A_recovered_below
12.png,sugars,1.1,1,0,0,C_detected_unmatched
12.png,protein,0.1,1,1,0,A_recovered_below
12.png,salt,0.6,1,0,0,C_detected_unmatched
12.png,energy,328.0,1,0,1,B_only_above
12.png,energy,77.0,1,0,1,B_only_above
12.png,fat,0.0,1,1,1,A_recovered_below
12.png,saturatedfats,0.0,1,0,0,C_detected_unmatched
12.png,carbohydrate,19.0,1,1,0,A_recovered_below
12.png,sugars,0.7,1,0,0,C_detected_unmatched
12.png,protein,0.0,1,1,0,A_recovered_below
12.png,salt,0.4,1,0,0,C_detected_unmatched
120.jpeg,inositol,100.0,1,1,1,A_recovered_below
120.jpeg,alphaliponsaure,42.0,1,1,0,A_recovered_below
120.jpeg,choline,20.0,1,1,1,A_recovered_below
120.jpeg,rutin,20.0,1,1,1,A_recovered_below
120.jpeg,lactobacillusacidophilus,3.6,0,0,0,D_not_detected_DROP
120.jpeg,bifidobacteriumbifidum,3.6,0,0,0,D_not_detected_DROP
120.jpeg,vitaminc,250.0,1,1,0,A_recovered_below
120.jpeg,niacin,16.0,1,1,0,A_recovered_below
120.jpeg,vitamine,30.0,1,1,0,A_recovered_below
120.jpeg,pantothenicacid,5.0,1,1,0,A_recovered_below
120.jpeg,vitaminb6,0.9,1,1,0,A_recovered_below
120.jpeg,vitaminb2,1.1,0,0,0,D_not_detected_DROP
120.jpeg,vitaminb1,1.0,1,1,0,A_recovered_below
120.jpeg,folicacid,200.0,1,1,0,A_recovered_below
120.jpeg,biotin,40.0,1,1,1,A_recovered_below
120.jpeg,vitaminb12,4.1,1,1,0,A_recovered_below
120.jpeg,vitamind3,5.2,1,1,0,A_recovered_below
120.jpeg,vitamink,60.4,1,1,0,A_recovered_below
120.jpeg,calcium,121.0,1,1,0,A_recovered_below
120.jpeg,zinc,6.5,1,1,0,A_recovered_below
120.jpeg,iodine,100.0,1,1,0,A_recovered_below
120.jpeg,selenium,22.0,1,1,0,A_recovered_below
120.jpeg,copper,1.0,1,0,0,C_detected_unmatched
120.jpeg,manganese,0.4,1,0,0,C_detected_unmatched
120.jpeg,chromium,25.0,1,0,0,C_detected_unmatched
120.jpeg,molybdenum,45.0,1,0,0,C_detected_unmatched
121.jpeg,energy,1.401,0,0,0,D_not_detected_DROP
121.jpeg,energy,336.0,0,0,0,D_not_detected_DROP
121.jpeg,fat,12.0,1,0,1,B_only_above
121.jpeg,saturatedfats,6.5,1,0,1,B_only_above
121.jpeg,carbohydrate,20.0,1,0,1,B_only_above
121.jpeg,sugars,4.9,0,0,0,D_not_detected_DROP
121.jpeg,sugaralcohols,15.0,1,0,0,C_detected_unmatched
121.jpeg,fibre,18.0,1,0,1,B_only_above
121.jpeg,protein,35.0,1,0,1,B_only_above
121.jpeg,salt,0.2,1,0,1,B_only_above
121.jpeg,energy,631.0,1,1,0,A_recovered_below
121.jpeg,energy,151.0,1,0,1,B_only_above
121.jpeg,fat,5.2,1,0,1,B_only_above
121.jpeg,saturatedfats,2.9,1,0,1,B_only_above
121.jpeg,carbohydrate,9.1,1,1,0,A_recovered_below
121.jpeg,sugars,2.2,1,0,0,C_detected_unmatched
121.jpeg,sugaralcohols,6.7,1,0,0,C_detected_unmatched
121.jpeg,fibre,7.9,0,0,0,D_not_detected_DROP
121.jpeg,protein,16.0,1,1,0,A_recovered_below
121.jpeg,salt,0.09,1,0,1,B_only_above
15.png,energy,161.0,0,0,0,D_not_detected_DROP
15.png,energy,38.0,0,0,0,D_not_detected_DROP
15.png,fat,0.0,0,0,0,D_not_detected_DROP
15.png,saturatedfats,0.0,0,0,0,D_not_detected_DROP
15.png,carbohydrate,13.1,0,0,0,D_not_detected_DROP
15.png,sugars,0.5,0,0,0,D_not_detected_DROP
15.png,protein,0.0,0,0,0,D_not_detected_DROP
15.png,salt,15.0,0,0,0,D_not_detected_DROP
15.png,sodium,5.952,0,0,0,D_not_detected_DROP
15.png,potassium,3571.0,0,0,0,D_not_detected_DROP
15.png,chloride,4762.0,0,0,0,D_not_detected_DROP
15.png,magnesium,670.0,0,0,0,D_not_detected_DROP
15.png,calcium,1428.0,0,0,0,D_not_detected_DROP
15.png,caffeine,1785.0,0,0,0,D_not_detected_DROP
15.png,energy,6.8,0,0,0,D_not_detected_DROP
15.png,energy,1.6,0,0,0,D_not_detected_DROP
15.png,fat,0.0,0,0,0,D_not_detected_DROP
15.png,saturatedfats,0.0,0,0,0,D_not_detected_DROP
15.png,carbohydrate,0.6,0,0,0,D_not_detected_DROP
15.png,sugars,0.0,0,0,0,D_not_detected_DROP
15.png,protein,0.0,0,0,0,D_not_detected_DROP
15.png,salt,0.63,0,0,0,D_not_detected_DROP
15.png,sodium,250.0,0,0,0,D_not_detected_DROP
15.png,potassium,150.0,0,0,0,D_not_detected_DROP
15.png,chloride,200.0,0,0,0,D_not_detected_DROP
15.png,magnesium,28.1,0,0,0,D_not_detected_DROP
15.png,calcium,60.0,0,0,0,D_not_detected_DROP
15.png,caffeine,75.0,0,0,0,D_not_detected_DROP
15.png,energy,13.6,0,0,0,D_not_detected_DROP
15.png,energy,3.2,0,0,0,D_not_detected_DROP
15.png,fat,0.0,0,0,0,D_not_detected_DROP
15.png,saturatedfats,0.0,0,0,0,D_not_detected_DROP
15.png,carbohydrate,1.1,0,0,0,D_not_detected_DROP
15.png,sugars,0.0,0,0,0,D_not_detected_DROP
15.png,protein,0.0,0,0,0,D_not_detected_DROP
15.png,salt,1.26,0,0,0,D_not_detected_DROP
15.png,sodium,500.0,0,0,0,D_not_detected_DROP
15.png,potassium,300.0,0,0,0,D_not_detected_DROP
15.png,chloride,400.0,0,0,0,D_not_detected_DROP
15.png,magnesium,56.3,0,0,0,D_not_detected_DROP
15.png,calcium,120.0,0,0,0,D_not_detected_DROP
15.png,caffeine,150.0,0,0,0,D_not_detected_DROP
17.png,caffeine,100.0,1,1,0,A_recovered_below
17.png,niacin,2.4,1,1,0,A_recovered_below
17.png,vitaminb6,0.22,1,1,0,A_recovered_below
17.png,vitaminb12,0.38,1,1,0,A_recovered_below
2.png,energy,1195.0,1,1,0,A_recovered_below
2.png,energy,281.0,0,0,0,D_not_detected_DROP
2.png,fat,0.0,1,1,1,A_recovered_below
2.png,saturatedfats,0.0,1,1,1,A_recovered_below
2.png,carbohydrate,70.0,1,1,0,A_recovered_below
2.png,sugars,33.0,1,1,0,A_recovered_below
2.png,protein,0.0,1,1,1,A_recovered_below
2.png,salt,0.43,1,1,0,A_recovered_below
2.png,energy,837.0,1,0,1,B_only_above
2.png,energy,197.0,0,0,0,D_not_detected_DROP
2.png,fat,0.0,1,1,1,A_recovered_below
2.png,saturatedfats,0.0,1,1,1,A_recovered_below
2.png,carbohydrate,50.0,1,0,1,B_only_above
2.png,sugars,25.0,1,1,0,A_recovered_below
2.png,protein,0.0,1,1,1,A_recovered_below
2.png,salt,0.3,1,0,1,B_only_above
20.png,energy,1474.0,0,0,0,D_not_detected_DROP
20.png,energy,346.0,0,0,0,D_not_detected_DROP
20.png,protein,0.1,1,1,1,A_recovered_below
20.png,carbohydrate,78.1,1,1,0,A_recovered_below
20.png,fat,0.5,1,1,0,A_recovered_below
20.png,sodium,667.0,1,1,0,A_recovered_below
20.png,potassium,667.0,1,1,0,A_recovered_below
20.png,calcium,800.0,1,1,0,A_recovered_below
20.png,magnesium,300.0,1,1,0,A_recovered_below
20.png,chloride,667.0,1,1,0,A_recovered_below
20.png,phosphorus,800.0,1,1,0,A_recovered_below
20.png,selenium,200.0,1,1,1,A_recovered_below
20.png,caffeine,250.0,1,1,0,A_recovered_below
20.png,vitaminc,800.0,1,1,0,A_recovered_below
20.png,niacin,240.0,1,1,0,A_recovered_below
20.png,vitamine,67.0,0,0,0,D_not_detected_DROP
20.png,pantothenicacid,40.0,1,1,0,A_recovered_below
20.png,vitaminb6,13.3,1,1,0,A_recovered_below
20.png,vitaminb2,10.7,1,0,0,C_detected_unmatched
20.png,vitaminb1,9.3,1,1,0,A_recovered_below
20.png,folicacid,1333.0,1,1,0,A_recovered_below
20.png,vitaminb12,6.7,1,1,0,A_recovered_below
20.png,biotin,1000.0,1,1,0,A_recovered_below
20.png,vitamina,2220.0,0,0,0,D_not_detected_DROP
20.png,energy,223.0,0,0,0,D_not_detected_DROP
20.png,energy,52.0,0,0,0,D_not_detected_DROP
20.png,protein,0.1,1,1,1,A_recovered_below
20.png,carbohydrate,11.7,1,0,0,C_detected_unmatched
20.png,fat,0.1,1,0,0,C_detected_unmatched
20.png,sodium,100.0,1,0,1,B_only_above
20.png,potassium,100.0,1,0,0,C_detected_unmatched
20.png,calcium,120.0,1,0,1,B_only_above
20.png,magnesium,45.0,1,0,0,C_detected_unmatched
20.png,chloride,120.0,1,0,1,B_only_above
20.png,phosphorus,120.0,1,0,0,C_detected_unmatched
20.png,selenium,33.0,1,0,0,C_detected_unmatched
20.png,caffeine,37.5,1,0,1,B_only_above
20.png,vitaminc,37.5,1,0,0,C_detected_unmatched
20.png,niacin,16.0,1,0,0,C_detected_unmatched
20.png,vitamine,10.0,1,0,0,C_detected_unmatched
20.png,pantothenicacid,6.0,1,0,0,C_detected_unmatched
20.png,vitaminb6,1.0,1,0,1,B_only_above
20.png,vitaminb2,1.6,1,0,0,C_detected_unmatched
20.png,vitaminb1,200.0,1,0,1,B_only_above
20.png,folicacid,200.0,1,0,0,C_detected_unmatched
20.png,vitaminb12,1.0,1,0,1,B_only_above
20.png,biotin,153.0,1,0,0,C_detected_unmatched
20.png,vitamina,225.0,0,0,0,D_not_detected_DROP
201.jpeg,energy,1642.0,1,1,0,A_recovered_below
201.jpeg,energy,392.0,1,1,0,A_recovered_below
201.jpeg,fat,6.7,0,0,0,D_not_detected_DROP
201.jpeg,saturatedfats,4.2,1,0,0,C_detected_unmatched
201.jpeg,carbohydrate,8.1,1,0,0,C_detected_unmatched
201.jpeg,sugars,7.7,0,0,0,D_not_detected_DROP
201.jpeg,protein,77.0,1,1,1,A_recovered_below
201.jpeg,salt,0.05,1,1,0,A_recovered_below
201.jpeg,energy,493.0,1,0,1,B_only_above
201.jpeg,energy,118.0,1,0,1,B_only_above
201.jpeg,fat,2.0,1,0,0,C_detected_unmatched
201.jpeg,saturatedfats,1.3,1,0,0,C_detected_unmatched
201.jpeg,carbohydrate,2.4,0,0,0,D_not_detected_DROP
201.jpeg,sugars,2.3,1,0,0,C_detected_unmatched
201.jpeg,protein,23.0,1,0,1,B_only_above
201.jpeg,salt,0.02,1,0,1,B_only_above
26.png,energy,942.0,0,0,0,D_not_detected_DROP
26.png,energy,225.0,0,0,0,D_not_detected_DROP
26.png,fat,0.0,1,0,1,B_only_above
26.png,saturatedfats,0.0,1,0,1,B_only_above
26.png,carbohydrate,56.0,1,0,0,C_detected_unmatched
26.png,sugars,7.0,1,0,0,C_detected_unmatched
26.png,protein,3.5,1,0,0,C_detected_unmatched
26.png,salt,0.11,1,0,0,C_detected_unmatched
27.png,energy,1254.0,1,1,0,A_recovered_below
27.png,energy,300.0,0,0,0,D_not_detected_DROP
27.png,protein,0.1,1,1,0,A_recovered_below
27.png,carbohydrate,49.0,1,1,0,A_recovered_below
27.png,fat,0.5,1,1,0,A_recovered_below
27.png,calcium,4000.0,1,1,0,A_recovered_below
27.png,magnesium,2000.0,1,1,0,A_recovered_below
27.png,zinc,75.0,1,1,0,A_recovered_below
27.png,copper,10000.0,1,1,0,A_recovered_below
27.png,manganese,15.0,1,1,0,A_recovered_below
27.png,chromium,896.0,1,1,0,A_recovered_below
27.png,selenium,251.0,1,1,0,A_recovered_below
27.png,vitamind,37.0,1,1,0,A_recovered_below
30.png,energy,907.0,1,1,0,A_recovered_below
30.png,energy,215.0,1,1,0,A_recovered_below
30.png,protein,2.7,1,1,0,A_recovered_below
30.png,fat,5.0,1,1,0,A_recovered_below
30.png,saturatedfats,2.7,1,1,0,A_recovered_below
30.png,carbohydrate,39.0,1,1,0,A_recovered_below
30.png,sugars,19.0,1,1,0,A_recovered_below
30.png,fibre,2.0,1,1,0,A_recovered_below
30.png,sodium,70.0,1,1,0,A_recovered_below
30.png,energy,1649.0,1,0,1,B_only_above
30.png,energy,391.0,1,0,1,B_only_above
30.png,protein,4.8,1,0,1,B_only_above
30.png,fat,9.1,1,0,1,B_only_above
30.png,saturatedfats,4.9,1,0,1,B_only_above
30.png,carbohydrate,71.0,1,0,1,B_only_above
30.png,sugars,35.0,1,0,1,B_only_above
30.png,fibre,3.6,1,0,1,B_only_above
30.png,sodium,130.0,1,0,1,B_only_above
33.png,energy,1660.0,1,1,0,A_recovered_below
33.png,energy,390.0,0,0,0,D_not_detected_DROP
33.png,fat,0.0,1,1,1,A_recovered_below
33.png,saturatedfats,0.0,1,1,1,A_recovered_below
33.png,carbohydrate,97.0,1,1,0,A_recovered_below
33.png,sugars,56.0,1,0,0,C_detected_unmatched
33.png,protein,0.0,1,1,1,A_recovered_below
33.png,salt,0.53,1,1,0,A_recovered_below
33.png,sodium,210.0,1,1,0,A_recovered_below
33.png,calcium,35.0,1,1,0,A_recovered_below
33.png,magnesium,25.0,1,1,0,A_recovered_below
33.png,potassium,55.0,1,1,0,A_recovered_below
33.png,chloride,140.0,1,1,0,A_recovered_below
33.png,energy,1245.0,1,0,1,B_only_above
33.png,energy,293.0,0,0,0,D_not_detected_DROP
33.png,fat,0.0,1,1,1,A_recovered_below
