image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
102.jpeg,- davon gesättigte Fettsäuren,Ballaststoffe,0.1,31,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,True,False,False,fast+llm,The nutrient '- davon gesättigte Fettsäuren' does not match 'Ballaststoffe'.,Quantity '0.1' for '- davon gesättigte Fettsäuren' is different from the context quantity of '31 g per serving'.,Unit 'g' matches in both cases.,'per_serving (1 Riegel* (12.5 g))' does not match with the nutrient context of 'Ballaststoffe per_100g'.
102.jpeg,Kohlenhydrate,Salz,7.9,5.9,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,True,True,False,False,fast+llm,The nutrient 'Kohlenhydrate' does not match the context of per_serving.,Both quantities are numerically valid and comparable.,Grams (g) is a standard unit for nutritional content measurement in supplements.,The context 'per_serving' does not match the nutrient type specified.
103.jpeg,Energie,Energie,1383,328,kJ,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
103.jpeg,Energie,Energie,328,3.7,kcal,kcal,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Fett,Fett,3.7,328,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
103.jpeg,davon gesättigte Fettsäuren,Fett,0.4,0.4,g,g,per_100g,,False,True,True,False,False,fast+llm,"The nutrient 'davon gesättigte Fettsäuren' refers to trans fats, which are a different type of fat compared to general 'Fett'.",Both quantities represent the same measurable amount.,"The unit for 'davon gesättigte Fettsäuren' should be specified as trans fats, not just fat in general. The context suggests per_100g but does not clarify if it's specific to trans fats or total fats.",
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,davon Zucker,davon Zucker,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,Ballaststoffe,Ballaststoffe,16,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Eiweiß,davon gesattigte,7.7,0.4,g,g,per_100g,,False,False,True,True,False,fast+llm,Eiweiß and davon gesattigte are different nutrients.,7.7 is not equal to 0.4,g matches g correctly as a unit of measurement for both quantities.,per_100g context applies equally.
103.jpeg,Salz,Salz,0,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Energie,davon gesattigte,166,3.7,kJ,kcal,per_serving (pro Port. (12g)),,False,False,True,False,False,fast+llm,The nutrient 'Energie' does not match the context of 'davon gesattigte'.,The quantity '166 kJ' is significantly different from '3.7 kcal'.,Both units are correctly matched as they represent energy.,There was no provided context for the second prediction.
103.jpeg,Energie,Fettsauren,39,0.4,kcal,g,per_serving (pro Port. (12g)),,False,False,True,False,False,fast+llm,"GT specifies 'Energie' which corresponds to Energy, not 'Fettsauren'.","The quantities do not match: GT has quantity as '39 kcal', Pred has quantity as '0.4 g'.",'kcal' is a valid unit for energy.,"GT context specifies per serving, while Pred lacks any relevant nutritional label context."
103.jpeg,Fett,Fettsauren,0.4,51,g,g,per_serving (pro Port. (12g)),,False,False,True,False,False,fast+llm,The nutrient 'Fett' does not match with the context-specific term 'Fettsauren'.,The quantity '0.4 g' for 'Fett' is significantly different from '51 g' for 'Fettsauren'.,Both quantities are expressed in grams ('g').,
103.jpeg,davon gesättigte Fettsäuren,Ballaststoffe,0,51,g,g,per_serving (pro Port. (12g)),,False,True,True,True,False,fast+llm,The nutrient 'davon gesättigte Fettsäuren' does not match with any known nutrients in the rules.,"Both quantities are zero, indicating they represent trace amounts and thus a match.",The unit 'g' is ambiguous as it could refer to grams or milligrams; no direct equivalence provided in the rules for this context.,"Both contexts involve per serving, which are equivalent."
103.jpeg,Kohlenhydrate,Salz,6.1,66'0,g,g,per_serving (pro Port. (12g)),,False,False,True,True,False,fast+llm,The predicted nutrient 'Salz' does not match the given context of 'Kohlenhydrate'.,The quantity '66.0 g' is significantly different from the expected range for carbohydrates in a serving.,Both units are correctly identified as grams ('g').,"The context of per_serving matches, but it refers to 'Kohlenhydrate' not 'Salz'."
104.jpeg,Energie,Energie,1528,361,kJ,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Energie,Energie,361,100,kcal,g,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Fett,Fett,2.6,361,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,davon gesättigte Fettsäuren,Fett,0.6,2.6,g,kcal,per_100g,,False,True,True,False,False,fast+llm,The nutrient 'davon gesättigte Fettsäuren' is a sub-nutrient and not the same as 'Fett'.,Both quantities are different but measurable.,"Grams (g) match grams correctly, though kcal vs g conversion needs context which is missing here.",The provided quantity and unit do not align with the given nutritional data per_100g.
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,0.6,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,davon Zucker,davon Zucker,72,10,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Ballaststoffe,Ballaststoffe,10,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Eiweiß,davon gesattigte,3.2,0.6,g,g,per_100g,,False,False,True,True,False,fast+llm,Eiweiß and davon gesattigte are different nutrients.,Different quantities for the same nutrient context mismatch.,Unit 'g' is consistent across both entries.,Both contexts relate to per_100g.
104.jpeg,Salz,Salz,0.1,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Energie,davon gesattigte,214,2.6,kJ,kcal,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,The nutrient 'Energie' does not match the specified context of 'davon gesattigte'.,"The quantity '2.6 kcal' is significantly different from '214 kJ', which are measurably distinct quantities.","Both units, 'kcal' and 'kJ', represent energy but in different scales; however, they can be converted to each other with a specific factor (1 kcal = ~4.184 kJ).",'per_serving (pro Port. (14g))' context does not match the nutrient 'davon gesattigte'.
104.jpeg,Energie,Fettsauren,51,0.6,kcal,g,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,The nutrient 'Energie' does not match with the expected nutrients listed in DOMAIN RULES.,The quantity '51 kcal per serving (14g)' is significantly different from any specified quantities for similar contexts or rules provided.,kcal matches correctly with the unit used ('per_serving').,"The context 'per_serving' does not match expected formats like 'per_100g', 'je 100g', or similar."
104.jpeg,Fett,Fettsauren,0,2.6,g,kcal,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,The nutrient 'Fett' does not match with the context-specific term 'Fettsauren'.,"The quantity of '2.6 kcal' is significantly different from a trace amount like '<0.1', which would be considered as zero.",Both units are correctly matched (kcal).,The context provided ('per_serving') does not match with the given nutrient and quantity.
104.jpeg,davon gesättigte Fettsäuren,Kohlenhydrate,0,72,g,g,per_serving (pro Port. (14g)),,False,True,True,False,False,fast+llm,The nutrient 'davon gesättigte Fettsäuren' does not match with the predicted Nutrient 'Kohlenhydrate'.,"Both quantities are zero, indicating they represent trace amounts.","The unit for GT is missing ('g'), while Pred has a valid quantity but an incorrect context match.",'per_serving (pro Port. (14g))' does not correspond to the predicted 'none'.
104.jpeg,Kohlenhydrate,davon Zucker,10,72,g,g,per_serving (pro Port. (14g)),,False,False,True,True,False,fast+llm,The nutrient 'Kohlenhydrate' does not match with the context provided.,The quantity '10g' for 'davon Zucker' is inconsistent in measurement units compared to the given quantities.,Both are expressed as grams (g).,'per_serving (pro Port. (14g))' context matches with 'davon Zucker'.
104.jpeg,davon Zucker,Ballaststoffe,10,10,g,g,per_serving (pro Port. (14g)),,False,True,True,False,False,fast+llm,"The nutrient 'davon Zucker' refers to sugars derived from carbohydrates, not dietary fiber.",Both quantities are the same (10 g).,Grams ('g') is a valid unit for both measurements.,The context 'per_serving' does not match with dietary fiber.
104.jpeg,Ballaststoffe,Salz,1.4,0.1,g,g,per_serving (pro Port. (14g)),,False,True,True,False,False,fast+llm,GT specifies 'Ballaststoffe' while Pred suggests 'Salz'.,Both quantities are numerically identical.,The unit 'g' is consistent in both GT and Pred.,GT context specifies per_serving while none provided for Pred.
105.jpeg,Energie,Energie,1320,313,kJ,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,Energie,Energie,313,38,kcal,kcal,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Fett,Fett,2.7,313,g,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,- davon gesättigte Fettsäuren,Fett,0.4,38,g,kcal,per_100g,per_100g,False,False,True,True,False,fast+llm,Different nutrients: '- davon gesättigte Fettsäuren' vs 'Fett',Quantities are different ('0.4' vs '38'),'g' is a valid unit for both quantities.,'per_100g' context matches.
105.jpeg,Kohlenhydrate,"Kohlenhydrate 52,1g",52.1,0.4,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,- davon Zucker,-davon gesattigte,51.4,0.4,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,-davon gesattigte is not the same as - davon Zucker.,51.4 g and 0.4 g are measurably different quantities,"""g"" matches ""g"" correctly in both instances","""per_100g"" is consistent across the given context"
105.jpeg,Ballaststoffe,-davon gesattigte,15.5,0.3,g,kcal,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient 'Ballaststoffe' does not match '-davon gesattigte'.,The quantity '0.3 kcal' is measurably different from the expected trace amount.,Both units are correctly matched as grams and kilocalories per 100g contextually.,
105.jpeg,Eiweiß,Fettsauren,7.0,0.4,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,Eiweiß and Fettsauren are different nutrients.,"Both quantities '7.0' for Eiweiß and '0.4' for Fettsauren can be considered valid measurements in the context of per_100g notation, though they represent significantly different amounts.",,
105.jpeg,Salz,Salz,0.03,7.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Energie,Fettsauren,158,6.3,kJ,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,True,False,fast+llm,"The nutrient 'Energie' refers to energy, not fats.",Different quantities for different nutrients (158 kJ vs. 6.3 g).,Both units are correctly matched as they relate to the context of per serving and grams respectively.,"The nutrient 'Energie' is related to energy content, which fits within a nutritional label's per-serving information."
105.jpeg,Energie,"Kohlenhydrate 52,1g",38,6.3,kcal,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,False,False,fast+llm,Energie is not the same as Kohlenhydrate.,38 kcal does not match with per_100g context for carbohydrates in grams,kcal matches correctly to kcal,per_serving (1 Portion* (12 g)) is specific and doesn't align directly with the given nutrient
105.jpeg,Fett,Salz,0.3,600,g,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,True,False,fast+llm,Fett and Salz are different nutrients.,0.3 is not equal to 600,g matches g correctly as a unit of measurement for both quantities.,per_serving and per_100g are equivalent context expressions.
106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,VitaminE,12,,mg α-TE,,per_serving (Pro Stick),,True,False,True,False,False,fast+llm,Different forms of Vitamin E are recognized as the same nutrient.,"The quantity '12' does not match any specified format in the rules (e.g., <0.1, per_serving).",Different forms of units for Vitamin E are recognized as equivalent.,The context 'per_serving' does not match any specified format in the rules.
106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,Vitamine und Mineralstoffe,250,,mg,,per_serving (Pro Stick),,False,True,False,True,False,fast+llm,The term 'Vitamine und Mineralstoffe' is not a specific nutrient but rather an ambiguous phrase that does not match the precise nutrients listed in DOMAIN RULES.,250 matches with specified quantity rules for trace amounts (<0.1).,"The unit 'mg' is incorrect as per domain rule it should be converted to micrograms (µg) or milligrams (mg), but the context suggests mg which contradicts standard conversion.",per_serving matches with specified contextual equivalences.
107.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
107.jpeg,Vitamin B2,Vitamin B2,1.4,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
107.jpeg,Vitamin B6,Vitamin B6,1.4,1409,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
107.jpeg,Vitamin B12,Vitamin B12,2.5,80,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Vitamin C,Vitamin B1,80,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,"The nutrient 'Vitamin C' was extracted, but the predicted label shows Vitamin B1.",The quantity of '80 mg' does not match with any expected quantities for either vitamin in typical supplement doses per daily dose context.,Both labels use units consistent as 'mg'.,Both contexts are related to the dosage ('per_daily_dose').
107.jpeg,Vitamin E,Vitamin E,12,,mg α-TE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Niacin,Niacin,16,5019,mg NE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Biotin,Biotin,50,2009,µg,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Folsäure,Vitamin B2,200,1409,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Folsäure and Vitamin B2 are different nutrients.,200 µg is not equal to 1409 mg,µg matches with the given unit in context correctly.,
107.jpeg,Pantothensäure,Vitamin B6,6,2.59,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Pantothensäure is not Vitamin B6.,The quantity for Pantothensäure (6 mg) does not match the predicted value of Vitamin B6 (2.59 mg).,Both quantities are measured in milligrams ('mg').,The context 'per_daily_dose' for Pantothensäure is not the same as that of Vitamin B6.
108.jpeg,Magnesium,Magnesium,240,240,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B2,Vitamin B2,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B6,Vitamin B6,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B12,Vitamin B12,2.5,2.519,µg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
108.jpeg,Vitamin C,VitaminC,80,80,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast+llm,Vitamin C and VitaminC are the same nutrient.,80 is not equal to 0.2,'mg' matches with 'mg'.,'per_daily_dose (1 Tablette (5.6 g)*)' contextually refers to daily dose.
108.jpeg,Vitamin E (α-TE),VitaminE (a-TE,12,16,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,False,True,True,True,False,fast+llm,The nutrient name 'Vitamin E (α-TE)' does not match the predicted value 'VitaminE (a-TE'.,Both quantities are numerically different but contextually valid.,"Predicted unit is missing, whereas actual has a specific measurement ('mg').",The provided contexts match in terms of the serving size and dosage.
108.jpeg,Niacin (NE),Biotin,16,509,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Niacin (NE) is not Biotin.,<16 != 509>,"""mg"" matches ""mg""","""per_daily_dose"" context match"
108.jpeg,Biotin,Folsaure,50,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,True,True,False,False,fast+llm,"GT specifies 'Biotin', Pred suggests 'Folsaure'. Different nutrients.",Both specify a quantity of '50'.,'µg' is correctly matched in GT and missing but implied as correct for consistency with context.,"GT specifies per_daily_dose, Pred does not provide any matching contextual information."
108.jpeg,Folsäure,Pantothensaure,200,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,True,True,False,False,fast+llm,Folsäure vs Pantothensaure are different nutrients.,Quantity '200' is a specific value and matches the context requirement for per_daily_dose.,'µg' correctly represents micrograms as specified in the domain rules.,"The provided label specifies 'per_100g', while the prediction uses 'per_daily_dose'."
109.jpeg,Brennwert,Brennwert,420,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
109.jpeg,Brennwert,Fett,99,0,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"Brennwert refers to energy content, not fat.",99 kcal is significantly different from the trace amount implied by 'per_100g'.,'kcal' matches with per_100g context indicating total calories in a serving size.,'per_100g' is correctly used to indicate nutritional content for every 100 grams.
109.jpeg,Fett,Fettsauren,0,0.2,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,Different nutrients: 'Fett' vs. 'Fettsauren','0' != '0.2','g' is a valid unit,
109.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,,g,,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient '- davon gesättigte Fettsäuren' is not recognized as a valid nutritional term.,Both quantities are measurable and comparable (0.2).,Unit 'g' matches the context of per_100g correctly interpreted to grams.,The term '- davon gesättigte Fettsäuren' does not match with recognized nutritional terms in German.
109.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,12.0,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,- davon Zucker,-davon Zucker,9.8,9.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Ballaststoffe,Ballaststoffe,1.5,1.5,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Eiweiß,Salz,11.0,0.05,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"Eiweiß refers to protein, not salt.",Both quantities are numerically valid and comparable.,g is a standard unit for measuring nutrients in supplements.,"The context refers to per_100g, but the nutrient listed does not match."
110.jpeg,Melissen Extrakt,Niacin,15,,mg,,per_serving (pro Stick),,False,False,True,True,False,fast+llm,The predicted nutrient 'Niacin' does not match the given context of 'Melissen Extrakt'.,No quantity provided for comparison.,Unit matches as both are in mg (milligrams).,The context 'per_serving' is correctly identified.
110.jpeg,Niacin,Pantothensaure,8.0,3.0,mg NE,mg,per_serving (pro Stick),,False,True,True,False,False,fast+llm,GT's 'Niacin' does not match Pred's 'Pantothensaure'.,Both quantities are numerically equal.,Both units ('mg NE') represent the same measurement unit (milligrams).,'per_serving' context in GT does not match Pred's lack of any contextual information.
110.jpeg,Pantothensäure,Pantothensaure,3.0,6.0,mg,mg,per_serving (pro Stick),,False,True,True,False,False,fast+llm,The OCR output 'Pantothensaure' does not match the correct nutrient name which should be 'Pantoten-Säure'.,Both quantities are numerically identical.,Both units ('mg') represent milligrams and can thus correspond to each other correctly in this context.,The OCR output 'per_serving (pro Stick)' does not match the expected format for nutritional information per serving.
111.jpeg,Vitamin B12,Vitamin B12,17.5,17.5,µg,g,per_daily_dose (1 Tagesdosis (8 ml)),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
112.jpeg,Vitamin B12,Vitamine,17.5,,µg,,per_daily_dose (1 Tagesdosis (8 ml)),,False,False,True,True,False,fast+llm,incorrect spelling of 'Vitamin B12' as 'Vitamine',,µg is correctly matched with mcg,per_daily_dose context matches
113.jpeg,ENERGIE kJ,ENERGIE,1546,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,ENERGIE kcal,FETT,369,4.5,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The predicted nutrient 'FETT' does not match the given context of 'ENERGIE kcal'.,The quantities do not correspond; '369 kcal' vs '4.5 g'.,Both units are correctly identified as 'kcal'.,Both nutrients and contexts relate to per_100g.
113.jpeg,FETT,FETT,4.5,1.3,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTE FETTSAUREN,3.1,3.1,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The nutrient name 'DAVON GESÄTTIGTE FETTSÄUREN' is not a standard term in nutritional science.,"Both quantities are the same, indicating no mismatch.","'g' should be 'µg', as per domain rules for units of measurement.",The context format is consistent with expected formats.
