image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
108.jpeg,ok,24,10,10,10,11,8,1,12,openai_compat,691,1075,576,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\108_vlm_576x896.jpg,17.23,1,,20.026,
109.jpeg,ok,19,11,8,8,9,9,1,9,openai_compat,712,950,672,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\109_vlm_672x896.jpg,14.58,1,,17.707,
110.jpeg,ok,22,6,3,2,6,6,2,6,openai_compat,1236,783,896,568,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\110_vlm_896x568.jpg,6.74,1,,10.196,
111.jpeg,ok,8,1,1,2,1,1,2,2,openai_compat,952,354,896,333,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\111_vlm_896x333.jpg,5.16,1,,7.046,
112.jpeg,ok,7,1,1,2,1,1,2,2,openai_compat,816,268,816,268,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\112_vlm_816x268.jpg,3.68,1,,5.503,
113.jpeg,ok,57,22,14,8,35,17,4,16,openai_compat,1210,1057,896,783,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\113_vlm_896x783.jpg,23.73,1,,29.095,
114.jpeg,ok,58,21,15,7,33,17,4,18,openai_compat,1263,1116,896,792,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\114_vlm_896x792.jpg,19.8,1,,24.374,
115.png,ok,21,11,8,9,9,9,1,12,openai_compat,1568,2666,527,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\115_vlm_527x896.jpg,12.44,1,,15.252,
116.jpeg,ok,37,21,14,6,18,15,3,14,openai_compat,1358,771,896,509,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\116_vlm_896x509.jpg,18.21,1,,22.206,
117.jpeg,ok,12,7,7,7,4,2,1,8,openai_compat,888,674,888,674,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\117_vlm_888x674.jpg,10.72,1,,13.361,
118.jpeg,ok,35,22,14,6,20,17,2,14,openai_compat,1040,517,896,445,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\118_vlm_896x445.jpg,43.15,1,,46.957,
119.jpeg,ok,34,21,18,6,20,17,2,13,openai_compat,1104,537,896,436,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\119_vlm_896x436.jpg,23.85,1,,27.376,
120.jpeg,ok,84,34,25,22,43,24,3,33,openai_compat,811,1472,494,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\120_vlm_494x896.jpg,31.88,1,,38.894,
121.jpeg,ok,34,21,11,8,20,19,2,13,openai_compat,805,613,805,613,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\121_vlm_805x613.jpg,19.79,1,,24.142,
201.jpeg,ok,29,12,6,7,16,14,2,13,openai_compat,1491,738,896,443,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\201_vlm_896x443.jpg,10.14,1,,14.916,
45_1.png,ok,27,4,14,7,15,5,2,12,openai_compat,1952,2186,800,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\45_1_vlm_800x896.jpg,18.08,1,,21.854,
45_2.png,ok,19,5,7,7,6,5,1,12,openai_compat,1920,2182,788,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\45_2_vlm_788x896.jpg,10.22,1,,13.254,
