image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
111.jpeg,ok,8,1,2,2,1,1,2,2,openai_compat,952,354,896,333,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\111_vlm_896x333.jpg,5.26,1,,7.235,
112.jpeg,ok,7,1,1,2,1,1,2,2,openai_compat,816,268,816,268,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\112_vlm_816x268.jpg,3.51,1,,5.433,
113.jpeg,ok,57,22,17,8,35,17,4,16,openai_compat,1210,1057,896,783,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\113_vlm_896x783.jpg,28.84,1,,34.271,
114.jpeg,ok,58,21,7,7,33,17,4,18,openai_compat,1263,1116,896,792,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\114_vlm_896x792.jpg,10.46,1,,15.142,
115.png,ok,21,11,9,9,9,9,1,12,openai_compat,1568,2666,527,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\115_vlm_527x896.jpg,16.17,1,,18.936,
116.jpeg,ok,37,21,5,6,18,15,3,14,openai_compat,1358,771,896,509,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\116_vlm_896x509.jpg,8.12,1,,12.207,
117.jpeg,ok,12,7,7,7,4,2,1,8,openai_compat,888,674,888,674,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\117_vlm_888x674.jpg,12.11,1,,14.653,
118.jpeg,ok,35,22,13,6,20,17,2,14,openai_compat,1040,517,896,445,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\118_vlm_896x445.jpg,21.97,1,,25.919,
119.jpeg,ok,34,21,4,6,20,17,2,13,openai_compat,1104,537,896,436,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\119_vlm_896x436.jpg,6.82,1,,10.397,
120.jpeg,ok,84,34,56,22,43,24,3,33,openai_compat,811,1472,494,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\120_vlm_494x896.jpg,92.03,3,,98.927,
121.jpeg,ok,34,21,9,8,18,17,2,14,openai_compat,805,613,805,613,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\121_vlm_805x613.jpg,10.68,1,,15.479,
201.jpeg,ok,29,12,4,7,16,14,2,13,openai_compat,1491,738,896,443,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\201_vlm_896x443.jpg,6.67,1,,11.727,
45_1.png,ok,27,4,7,7,15,0,2,12,openai_compat,1952,2186,800,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\45_1_vlm_800x896.jpg,10.63,1,,14.608,
45_2.png,ok,19,5,7,7,6,5,1,12,openai_compat,1920,2182,788,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\45_2_vlm_788x896.jpg,12.77,1,,15.68,
