image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_context,pred_context,qty_match,unit_match,ctx_match,full_match
120.jpeg,VITAMIN B2,Vitamin B2,1.1,79,mg,mg,per_serving,,False,True,False,False
120.jpeg,VITAMIN B1,Vitamin B1,1,100,mg,mg,per_serving,,False,True,False,False
120.jpeg,BIOTIN,Biotin,40,164,µg,,per_serving,,False,False,False,False
120.jpeg,VITAMIN B12,Vitamin B1,4.1,1,µg,mg,per_serving,,False,False,False,False
120.jpeg,VITAMIN D3,Vitamin D3,5.2,81,µg,,per_serving,,False,False,False,False
120.jpeg,VITAMIN K,Vitamin K,60.4,15,µg,,per_serving,,False,False,False,False
120.jpeg,CALCIUM,Calcium,121,121,mg,mg,per_serving,,True,True,False,True
120.jpeg,ZINK,ZINK,6.5,68,mg,mg,per_serving,,False,True,False,False
120.jpeg,JOD,JOD,100,40,µg,,per_serving,,False,False,False,False
120.jpeg,SELEN,SELEN,22,20,µg,,per_serving,,False,False,False,False
120.jpeg,KUPFER,KUPFER,1,63,mg,,per_serving,,False,False,False,False
120.jpeg,MANGAN,MANGAN,0.4,90,mg,,per_serving,,False,False,False,False
120.jpeg,CHROM,CHROM,25,,µg,,per_serving,,False,False,False,False
120.jpeg,MOLYBDÄN,MOLYBDÄN,45,,µg,,per_serving,,False,False,False,False
121.jpeg,ENERGIE,Energie KJIKCAL,1401,,kJ,,per_100g,,False,False,False,False
121.jpeg,FETT,Fett,12,12,g,g,per_100g,,True,True,False,True
121.jpeg,FETT,Fett,5.2,5.2,g,g,per_serving,,True,True,False,True
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,6.5,12,g,g,per_100g,,False,True,False,False
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,DAVON GESÄTTIGTE Fettsäuren,2.9,6.5,g,g,per_serving,,False,True,False,False
121.jpeg,KOHLENHYDRATE,Kohlenhydrate,20,20,g,g,per_100g,,True,True,False,True
121.jpeg,KOHLENHYDRATE,Kohlenhydrate,9.1,91,g,g,per_serving,,False,True,False,False
121.jpeg,- DAVON ZUCKER,DAVON ZUCKER,4.9,20,g,g,per_100g,,False,True,False,False
121.jpeg,- DAVON ZUCKER,DAVON ZUCKER,2.2,91,g,g,per_serving,,False,True,False,False
121.jpeg,BALLASTSTOFFE,Ballaststoffe,18,79,g,g,per_100g,,False,True,False,False
121.jpeg,BALLASTSTOFFE,Ballaststoffe,7.9,18,g,g,per_serving,,False,True,False,False
121.jpeg,EIWEIß,Eiweiß,35,16,g,g,per_100g,,False,True,False,False
121.jpeg,EIWEIß,Eiweiß,16,35,g,g,per_serving,,False,True,False,False
121.jpeg,SALZ,SALZ,0.20,16,g,g,per_100g,,False,True,False,False
121.jpeg,SALZ,SALZ,0.09,0.20,g,g,per_serving,,False,True,False,False
17.jpeg,Vitamin B6,Vitamin B6,0.22,,mg,,per_serving,,False,False,False,False
17.jpeg,Vitamin B12,Vitamin B12,0.38,,µg,,per_serving,,False,False,False,False
2.jpeg,davon gesättigte Fettsäuren/of which saturates,Fettsäuren,0,8,g,g,per_100g,,False,True,False,False
2.jpeg,davon gesättigte Fettsäuren/of which saturates,saturates,0,,g,,per_serving,,False,False,False,False
2.jpeg,Kohlenhydrate/carbohydrates,Carbohydrate,70,330,g,,per_100g,,False,False,False,False
2.jpeg,Eiweiss/Protein,Protein,0,430,g,,per_100g,,False,False,False,False
2.jpeg,Eiweiss/Protein,Protein,0,0.300,g,,per_serving,,False,False,False,False
34.jpeg,Energy,Energy,1356,,kJ,,per_100g,,False,False,False,False
35.jpeg,Magnesium,Magnesium,4.7,2.19,g,mg,per_100g,,False,False,False,False
35.jpeg,Magnesium,Magnesium,225,100.8,mg,mg,per_serving,,False,True,False,False
