image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
103.jpeg,davon gesättigte Fettsäuren,Fett,0.4,0.4,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,davon Zucker,davon Zucker,51,51,g,g,per_100g,,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,Ballaststoffe,Ballaststoffe,16,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Eiweiß,davon gesattigte,7.7,0.4,g,g,per_100g,,False,False,True,True,False,fast+llm,Eiweiß and 'davon gesattigte' refer to different nutrients.,,,The context matches the format but not with the nutrient.
103.jpeg,Salz,Salz,0,7.7,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Energie,davon gesattigte,166,3.7,kJ,kcal,per_serving (pro Port. (12g)),,False,True,False,True,False,fast+llm,"The nutrient 'Energie' corresponds to the English term for energy, while 'davon gesattigte' is German and refers specifically to a different concept (possibly indicating derived or additional nutrients).",Both quantities are numerical values.,The unit 'kJ' does not match the provided context which uses 'kcal'.,The nutrient quantity and units in both entries relate to a serving size.
103.jpeg,Energie,Fettsauren,39,0.4,kcal,g,per_serving (pro Port. (12g)),,False,False,True,True,False,fast+llm,Energie is not equivalent to Fettsauren.,0.4 g does not match the quantity implied by per_serving (12g).,kcal matches kcal correctly translated from German 'kalorien'.,
103.jpeg,Fett,Fettsauren,0.4,51,g,g,per_serving (pro Port. (12g)),,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,davon gesättigte Fettsäuren,Ballaststoffe,0,51,g,g,per_serving (pro Port. (12g)),,False,False,True,True,False,fast+llm,The nutrient 'davon gesättigte Fettsäuren' does not match with any known nutrients in the rules.,The quantity provided (0) is inconsistent and lacks context for accurate matching.,"Unit matches as 'g' corresponds to grams, which aligns correctly within the given domain rules.","Context provides a serving size ('per_serving (pro Port. (12g))'), but nutrient mismatch invalidates this."
103.jpeg,Kohlenhydrate,Salz,6.1,66'0,g,g,per_serving (pro Port. (12g)),,False,False,True,True,False,fast+llm,The extracted nutrient 'Salz' does not match the specified Nutrient='Kohlenhydrate'.,The quantity '66'0' is incorrect and should be compared to a valid numerical value.,Unit matches as both are in grams ('g').,Context correctly identifies the serving size.
104.jpeg,Energie,Energie,1528,361,kJ,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Energie,Energie,361,100,kcal,g,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Fett,Fett,2.6,361,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,davon gesättigte Fettsäuren,Fett,0.6,2.6,g,kcal,per_100g,,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,0.6,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,davon Zucker,davon Zucker,72,10,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Ballaststoffe,Ballaststoffe,10,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Eiweiß,davon gesattigte,3.2,0.6,g,g,per_100g,,False,False,True,True,False,fast+llm,Eiweiß and 'davon gesattigte' refer to different nutrients.,,,Both mention per_100g context.
104.jpeg,Salz,Salz,0.1,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Energie,davon gesattigte,214,2.6,kJ,kcal,per_serving (pro Port. (14g)),,False,True,False,True,False,fast+llm,"The nutrient 'Energie' corresponds to the English term for energy, while 'davon gesattigte' is German and refers specifically to a different concept (possibly derived nutrients).",Both quantities are numerically similar when converted appropriately.,"kJ should be matched with kCal, not kcal. The units do not directly correspond due to the different scales used (1 calorie = approximately 4.184 kilojoules).",Both contexts refer to per serving.
104.jpeg,Energie,Fettsauren,51,0.6,kcal,g,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,Energie is not equivalent to Fettsauren.,51 kcal does not match with the quantity of Fat in grams specified as '0.6 g'.,"kcal matches correctly for energy units, but there is a mismatch due to different nutrients.",'per_serving (pro Port. (14g))' context does not match with the nutrient 'Fettsauren'.
104.jpeg,Fett,Fettsauren,0,2.6,g,kcal,per_serving (pro Port. (14g)),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
104.jpeg,davon gesättigte Fettsäuren,Kohlenhydrate,0,72,g,g,per_serving (pro Port. (14g)),,False,True,True,True,False,fast+llm,The nutrient 'davon gesättigte Fettsäuren' does not match with any known nutrients in the given rules.,The quantity matches as both are provided correctly (0 and 72).,"The unit 'g' is valid, but there was no direct conversion rule specified for consistency check in the given rules.",Both contexts involve serving sizes.
104.jpeg,Kohlenhydrate,davon Zucker,10,72,g,g,per_serving (pro Port. (14g)),,False,False,True,False,False,fast+llm,"The nutrient 'Kohlenhydrate' was expected, but the extracted term is 'davon Zucker'.",The quantity does not match; it should be consistent with the context.,Unit matches as both are in grams (g).,Context is missing for accurate comparison.
104.jpeg,davon Zucker,Ballaststoffe,10,10,g,g,per_serving (pro Port. (14g)),,False,True,True,False,False,fast+llm,"The nutrient 'davon Zucker' translates to 'from sugar', which is not a recognized nutritional term.","Both quantities are the same, i.e., 10 g.",g (grams) matches correctly with grams in both instances.,The context 'per_serving' does not match as it refers to a serving size while the nutrient term is related to sugar content.
104.jpeg,Ballaststoffe,Salz,1.4,0.1,g,g,per_serving (pro Port. (14g)),,False,True,True,True,False,fast+llm,The extracted nutrient 'Ballaststoffe' does not match the expected German term for dietary fibre.,The quantity of '1.4 g' is correctly identified and matches the context provided in grams per serving.,"The unit 'g' should be converted to match the German standard, which uses 'mg'.",The extracted nutrient quantity of '1.4 g' matches with its context as per serving.
105.jpeg,Energie,Energie,1320,313,kJ,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,Energie,Energie,313,38,kcal,kcal,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Fett,Fett,2.7,313,g,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,- davon gesättigte Fettsäuren,Fett,0.4,38,g,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,Kohlenhydrate,"Kohlenhydrate 52,1g",52.1,0.4,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,- davon Zucker,-davon gesattigte,51.4,0.4,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,The nutrient '- davon Zucker' is not a recognized nutritional term in the given rules.,There seems to be an inconsistency with quantity values provided ('51.4 g' vs '0.4 g').,The unit 'g' is correctly identified as grams in the context.,The nutrient term '- davon Zucker' does not match any recognized nutritional terms.
105.jpeg,Ballaststoffe,-davon gesattigte,15.5,0.3,g,kcal,per_100g,per_100g,False,False,True,True,False,fast+llm,The term '-davon gesattigte' is not a recognized nutrient.,Quantity '0.3 kcal per_100g' does not match the expected format for energy content in this context.,"The unit 'kcal' matches with the given quantity's units, but it is incorrect as we expect 'kJ'.",The term '-davon gesattigte' does not match any recognized context for per_100g.
105.jpeg,Eiweiß,Fettsauren,7.0,0.4,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,Eiweiß and Fettsauren are different nutrients.,The quantities do not match as expected for the given context per_100g.,"Both units 'g' used correctly in this case, though it doesn't affect nutrient mismatch evaluation.",
105.jpeg,Salz,Salz,0.03,7.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Energie,Fettsauren,158,6.3,kJ,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,False,False,fast+llm,Energie is not equivalent to Fettsauren.,The quantities do not match as expected for the nutrient 'Fettsauren'.,kJ matches with kJ correctly translated from German context units.,
105.jpeg,Energie,"Kohlenhydrate 52,1g",38,6.3,kcal,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,False,False,fast+llm,Energie is not the same as Kohlenhydrate.,38 kcal does not match with 6.3 g of carbohydrates per serving contextually derived from a different nutrient measurement basis (per_100g vs per_serving).,kcal is correctly matched.,"The given quantity and unit pertain to energy, not carbohydrates."
105.jpeg,Fett,Salz,0.3,600,g,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,False,False,fast+llm,Fett and Salz are different nutrients.,0.3 g does not match with 600 g,g is a valid unit for both quantities.,per_serving and per_100g are different contexts.
106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,VitaminE,12,,mg α-TE,,per_serving (Pro Stick),,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,Vitamine und Mineralstoffe,250,,mg,,per_serving (Pro Stick),,False,False,False,True,False,fast+llm,The term 'Vitamine und Mineralstoffe' is not a specific nutrient but rather refers to vitamins and minerals in general.,,Not applicable as the quantity match for Magnesium was determined separately,"The context matches because it specifies 'per_serving (Pro Stick)', which is a valid serving size."
107.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
107.jpeg,Vitamin B2,Vitamin B2,1.4,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
107.jpeg,Vitamin B6,Vitamin B6,1.4,1409,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
107.jpeg,Vitamin B12,Vitamin B12,2.5,80,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Vitamin C,Vitamin B1,80,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Vitamin C is not listed in the DOMAIN RULES.,80 mg does not match any quantity specified for Vitamin B1 (14 mg).,mg matches with mg as per domain rules.,per_daily_dose context is correctly matched.
107.jpeg,Vitamin E,Vitamin E,12,,mg α-TE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Niacin,Niacin,16,5019,mg NE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Biotin,Biotin,50,2009,µg,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.jpeg,Folsäure,Vitamin B2,200,1409,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,False,False,fast+llm,Folsäure is not Vitamin B2.,200 µg does not match with the quantity of Vitamin B2 given as '1409 mg'.,"µg matches with micrograms, but conversion needed for comparison to milligrams (mg).",The context refers specifically to per_daily_dose and the quantity provided does not match this dose.
107.jpeg,Pantothensäure,Vitamin B6,6,2.59,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Pantothensäure is not Vitamin B6.,Different quantities for Pantothensäure and Vitamin B6.,"Both units are in mg, which match.",Context 'per_daily_dose' matches.
108.jpeg,Magnesium,Magnesium,240,240,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B2,Vitamin B2,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B6,Vitamin B6,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,False,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B12,Vitamin B12,2.5,2.519,µg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Vitamin C,VitaminC,80,80,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,False,True,True,False,False,fast+llm,Vitamin C is not listed in the DOMAIN RULES.,The quantity '80' matches directly with the extracted value.,mg (milligrams) are correctly matched as per domain rules for units.,per_daily_dose context is not mapped to any specific nutrient in DOMAIN RULES.
108.jpeg,Vitamin E (α-TE),VitaminE (a-TE,12,16,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,False,False,True,True,False,fast+llm,The nutrient name 'Vitamin E (α-TE)' does not match the expected format.,The quantity '12' in German context is inconsistent with French translation's '16'.,"Both units are correctly identified as mg, which corresponds to micrograms (µg).",The context of per_daily_dose matches in both German and translated contexts.
108.jpeg,Niacin (NE),Biotin,16,509,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Niacin (NE) is not Biotin.,"16 mg for Niacin, but the prediction was for Biotin with a quantity of 509 mg.",mg matches correctly as both quantities are in milligrams (mg).,Both contexts refer to 'per_daily_dose'.
108.jpeg,Biotin,Folsaure,50,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,False,True,False,False,fast+llm,Biotin is not listed in the DOMAIN RULES.,,µg matches with µg as per domain rules,per_daily_dose context does not match any specified nutrient in DOMAIN RULES.
108.jpeg,Folsäure,Pantothensaure,200,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,False,True,False,False,fast+llm,Folsäure is not matched with Pantothensaure.,Quantity '200' does not match any quantity for Pantothensaure in the provided context.,µg matches µg correctly as a unit of measurement.,"The given context refers to Folsäure and per_daily_dose, not Pantothensaure."
109.jpeg,Brennwert,Brennwert,420,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
109.jpeg,Brennwert,Fett,99,0,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"Brennwert refers to energy, not fat.",99 kcal does not match the quantity for fat content in grams per 100g context.,kcal is a valid unit of measurement but incorrect nutrient type here.,
109.jpeg,Fett,Fettsauren,0,0.2,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
109.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,,g,,per_100g,per_100g,False,False,True,True,False,fast+llm,The prefix 'davon' is not a standard qualifier for nutrients in German.,,g matches with g,
109.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,12.0,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,- davon Zucker,-davon Zucker,9.8,9.8,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"The prefix 'davon' indicates a sub-nutrient, which should be separated.",Both quantities are identical: 9.8 g,g is the same as gramme in German and English context units.,"The prefix 'davon' indicates a sub-nutrient, which should be separated."
109.jpeg,Ballaststoffe,Ballaststoffe,1.5,1.5,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Eiweiß,Salz,11.0,0.05,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,Eiweiß and Salz are different nutrients.,The quantities do not match; '11.0' vs '0.05'.,Both units ('g') for the given context ('per_100g').,
110.jpeg,Melissen Extrakt,Niacin,15,,mg,,per_serving (pro Stick),,False,False,True,True,False,fast+llm,Melissen Extrakt is not a recognized nutrient.,No known quantity for Melissen Extrakt in the context provided.,mg matches mg correctly as per unit conversion rules.,per_serving (pro Stick) is a valid contextual phrase.
110.jpeg,Niacin,Pantothensaure,8.0,3.0,mg NE,mg,per_serving (pro Stick),,False,False,True,False,False,fast+llm,Niacin and Pantothensäure are different nutrients.,"8.0 mg NE is not a standard quantity for Panthothensäure in supplements, which typically lists quantities like '3.0 mg'.",mg matches with the given unit (mg).,per_serving context is not directly related to Panthothensäure.
110.jpeg,Pantothensäure,Pantothensaure,3.0,6.0,mg,mg,per_serving (pro Stick),,False,False,True,True,False,fast+llm,The nutrient 'Pantothensäure' was not correctly matched to its common name.,The quantity changed from the original input without a valid reason provided in context or rules.,Unit conversion is consistent with domain rule 'mg'.,Context matches correctly as per_serving (pro Stick).
111.jpeg,Vitamin B12,Vitamin B12,17.5,17.5,µg,g,per_daily_dose (1 Tagesdosis (8 ml)),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
112.jpeg,Vitamin B12,Vitamine,17.5,,µg,,per_daily_dose (1 Tagesdosis (8 ml)),,False,False,True,True,False,fast+llm,Vitamin B12 and Vitamine are different spellings.,,µg is a valid unit for nutrients,per_daily_dose context matches correctly.
113.jpeg,ENERGIE kJ,ENERGIE,1546,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,ENERGIE kcal,FETT,369,4.5,kcal,g,per_100g,per_100g,False,True,False,True,False,fast+llm,"The nutrient 'ENERGIE kcal' does not match the expected German term for energy, which should be 'Brennwert kJ'.",The quantity matches as both are given in grams.,"The unit 'kcal' is incorrect; it should match with the correct term for energy units, which would be kilojoules (kJ).",Both contexts are related to per_100g.
113.jpeg,FETT,FETT,4.5,1.3,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTE FETTSAUREN,3.1,3.1,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,The term 'DAVON GESÄTTIGTE FETTSÄUREN' is not a standard nutritional descriptor.,Both quantities are identical (3.1).,Both units ('g') match correctly as grams.,The context 'per_100g' does not align with the nutrient term used.
113.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,7.7,3.1,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON ZUCKER,DAVONGESATTIGTE FETTSAUREN,3.9,16,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"The nutrient 'DAVON ZUCKER' refers to additional sugars, not the main sugar content.",Different nutrients with different quantities are being compared.,Both units g and µg can be used interchangeably for grams in this context.,The comparison is made within the same 'per_100g' context.
113.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,1.9,3.9,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,EIWEIẞ,KOHLENHYDRATE,72.7,17,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,"EIweiss translates to Protein, not Kohlenhydrate.",The quantities do not match; '72.7' vs '17'.,Both units are correctly identified as grams (g).,'per_100g' context matches.
113.jpeg,SALZ,SALZ,0.53,72.7,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,KOFFEIN,KOFFEIN,267,80,mg,mg,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,ENERGIE kJ,BALLASTSTOFFE,464,1.9,kJ,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,"ENERGIE kJ refers to energy content, not dietary fibre.",The quantity '1.9' does not match the expected value for per_serving context of ENERGY in terms of actual grams or units provided (kJ).,Unit kJ is correctly matched.,The nutrient 'ENERGIE' does not match the expected dietary fibre ('BALLASTSTOFFE') for per_serving context.
