image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_context,pred_context,qty_match,unit_match,ctx_match,full_match
104.jpeg,Energie,Energie,361,51,kcal,kcal,per_100g,per_100g,False,True,True,False
104.jpeg,Energie,Energie,214,14,kJ,g,per_serving,per_100g,False,False,False,False
104.jpeg,Energie,Fett,51,361,kcal,kcal,per_serving,per_100g,False,True,False,False
104.jpeg,Fett,Fett,2.6,2.6,g,kcal,per_100g,per_100g,True,False,True,False
104.jpeg,Fett,Fett,0,51,g,kcal,per_serving,per_100g,False,False,False,False
104.jpeg,davon gesättigte Fettsäuren,davon gesattigte,0.6,0.6,g,g,per_100g,per_100g,True,True,True,False
104.jpeg,davon gesättigte Fettsäuren,davon gesattigte,0,2.6,g,kcal,per_serving,per_100g,False,False,False,False
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,0.6,g,g,per_100g,per_100g,False,True,True,False
104.jpeg,Kohlenhydrate,Kohlenhydrate,10,72,g,g,per_serving,per_100g,False,True,False,False
104.jpeg,davon Zucker,davon Zucker,72,10,g,g,per_100g,per_100g,False,True,True,False
104.jpeg,davon Zucker,davon Zucker,10,72,g,g,per_serving,per_100g,False,True,False,False
104.jpeg,Ballaststoffe,Ballaststoffe,10,10,g,g,per_100g,per_100g,True,True,True,True
104.jpeg,Ballaststoffe,Ballaststoffe,1.4,3.2,g,g,per_serving,per_100g,False,True,False,False
104.jpeg,Eiweiß,davon gesattigte,3.2,51,g,kcal,per_100g,per_100g,False,False,True,False
104.jpeg,Eiweiß,Fettsauren,0,0.6,g,g,per_serving,per_100g,False,True,False,False
104.jpeg,Salz,Salz,0.1,3.2,g,g,per_100g,per_100g,False,True,True,False
104.jpeg,Salz,Salz,0,0.1,g,g,per_serving,per_100g,False,True,False,False
105.jpeg,Energie,Energie,1320,313,kJ,kcal,per_100g,per_100g,False,False,True,False
105.jpeg,Energie,Energie,313,38,kcal,kcal,per_100g,per_100g,False,True,True,False
105.jpeg,Energie,Energie,158,0.3,kJ,kcal,per_serving,per_100g,False,False,False,False
105.jpeg,Energie,Fett,38,313,kcal,kcal,per_serving,per_100g,False,True,False,False
105.jpeg,Fett,Fett,2.7,38,g,kcal,per_100g,per_100g,False,False,True,False
105.jpeg,Fett,Fett,0.3,0.3,g,kcal,per_serving,per_100g,True,False,False,False
105.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.4,0.4,g,g,per_100g,per_100g,True,True,True,False
105.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.0,0.3,g,kcal,per_serving,per_100g,False,False,False,False
105.jpeg,Kohlenhydrate,Kohlenhydrate 52.1g,52.1,0.4,g,g,per_100g,per_100g,False,True,True,False
105.jpeg,Kohlenhydrate,Kohlenhydrate 52.1g,6.3,6.3,g,g,per_serving,per_100g,True,True,False,False
105.jpeg,- davon Zucker,-davon gesattigte,51.4,6.3,g,g,per_100g,per_100g,False,True,True,False
105.jpeg,- davon Zucker,Fettsauren,6.2,0.4,g,g,per_serving,per_100g,False,True,False,False
105.jpeg,Ballaststoffe,Fettsauren,15.5,6.3,g,g,per_100g,per_100g,False,True,True,False
105.jpeg,Ballaststoffe,Fettsauren,1.9,6.2,g,g,per_serving,per_100g,False,True,False,False
105.jpeg,Eiweiß,Kohlenhydrate 52.1g,7.0,6.2,g,g,per_100g,per_100g,False,True,True,False
105.jpeg,Eiweiß,Salz,0.8,7.0,g,g,per_serving,per_100g,False,True,False,False
105.jpeg,Salz,Salz,0.03,600,g,g,per_100g,per_100g,False,True,True,False
105.jpeg,Salz,Salz,0.00,0.00,g,g,per_serving,per_100g,True,True,False,False
106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,VitaminE,12,12,mg α-TE,mg a-te,per_serving,,True,False,False,False
106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,Vitamine und Mineralstoffe,250,12,mg,mg a-te,per_serving,,False,False,False,False
107.jpeg,Vitamin B1,Vitamin B1,1.1,14,mg,mg,per_serving,per_daily_dose,False,True,False,False
107.jpeg,Vitamin B2,Vitamin B2,1.4,14,mg,mg,per_serving,per_daily_dose,False,True,False,False
107.jpeg,Vitamin B6,Vitamin B6,1.4,1409,mg,mg,per_serving,per_daily_dose,False,True,False,False
107.jpeg,Vitamin B12,Vitamin B12,2.5,80,µg,mg,per_serving,per_daily_dose,False,False,False,False
107.jpeg,Vitamin C,Vitamin B1,80,1.1,mg,mg,per_serving,per_daily_dose,False,True,False,False
107.jpeg,Vitamin E,Vitamin E,12,,mg α-TE,,per_serving,per_daily_dose,False,False,False,False
107.jpeg,Niacin,Niacin,16,5019,mg NE,,per_serving,per_daily_dose,False,False,False,False
107.jpeg,Biotin,Biotin,50,2009,µg,,per_serving,per_daily_dose,False,False,False,False
107.jpeg,Folsäure,Vitamin B2,200,1409,µg,mg,per_serving,per_daily_dose,False,False,False,False
107.jpeg,Pantothensäure,Vitamin B6,6,2.59,mg,mg,per_serving,per_daily_dose,False,True,False,False
108.jpeg,Magnesium,Magnesium,240,240,mg,mg,per_serving,per_daily_dose,True,True,False,False
108.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_serving,per_daily_dose,True,True,False,False
108.jpeg,Vitamin B2,Vitamin B2,1.4,1.4,mg,mg,per_serving,per_daily_dose,True,True,False,False
108.jpeg,Vitamin B6,Vitamin B6,1.4,1.4,mg,mg,per_serving,per_daily_dose,True,True,False,False
108.jpeg,Vitamin B12,Vitamin B12,2.5,2.519,µg,mg,per_serving,per_daily_dose,False,False,False,False
108.jpeg,Vitamin C,VitaminC,80,80,mg,mg,per_serving,per_daily_dose,True,True,False,False
108.jpeg,Vitamin E (α-TE),VitaminE (a-TE,12,16,mg,mg,per_serving,per_daily_dose,False,True,False,False
108.jpeg,Niacin (NE),Biotin,16,509,mg,mg,per_serving,per_daily_dose,False,True,False,False
108.jpeg,Biotin,Folsaure,50,,µg,,per_serving,,False,False,False,False
108.jpeg,Folsäure,Pantothensaure,200,,µg,,per_serving,,False,False,False,False
109.jpeg,Brennwert,Brennwert,420,,kJ,,per_100g,per_100g,False,False,True,False
109.jpeg,Brennwert,Fett,99,,kcal,,per_100g,per_100g,False,False,True,False
109.jpeg,Fett,Fettsauren,0,0.2,g,g,per_100g,per_100g,False,True,True,False
109.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,,g,,per_100g,per_100g,False,False,True,False
109.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,12.0,g,g,per_100g,per_100g,True,True,True,True
109.jpeg,- davon Zucker,-davon Zucker,9.8,9.8,g,g,per_100g,per_100g,True,True,True,True
109.jpeg,Ballaststoffe,Ballaststoffe,1.5,1.5,g,g,per_100g,per_100g,True,True,True,True
109.jpeg,Eiweiß,Salz,11.0,0.05,g,g,per_100g,per_100g,False,True,True,False
110.jpeg,Melissen Extrakt,Niacin,15,8.0,mg,mg ne,per_serving,per_serving,False,False,True,False
110.jpeg,Melissen Extrakt,Niacin,30,16,mg,mg ne,per_serving,per_serving,False,False,True,False
110.jpeg,Niacin,Pantothensaure,8.0,3.0,mg NE,mg,per_serving,per_serving,False,False,True,False
110.jpeg,Niacin,Pantothensaure,16,6.0,mg NE,mg,per_serving,per_serving,False,False,True,False
111.jpeg,Vitamin B12,Vitamin B12,17.5,17.5,µg,g,per_daily_dose,,True,False,False,False
112.jpeg,Vitamin B12,Vitamine,17.5,,µg,,per_daily_dose,,False,False,False,False
113.jpeg,ENERGIE,ENERGIE,1546,,kJ,,per_100g,per_serving,False,False,False,False
113.jpeg,ENERGIE,FETT,369,4.5,kcal,g,per_100g,per_serving,False,False,False,False
113.jpeg,ENERGIE,FETT,464,1.3,kJ,g,per_serving,per_serving,False,False,True,False
113.jpeg,ENERGIE,DAVONGESATTIGTE FETTSAUREN,111,3.1,kcal,g,per_serving,per_serving,False,False,True,False
113.jpeg,ENERGIE,DAVONGESATTIGTE FETTSAUREN,964,16,kJ,g,per_serving,per_serving,False,False,True,False
113.jpeg,ENERGIE,DAVONGESATTIGTE FETTSAUREN,228,0.9,kcal,g,per_serving,per_serving,False,False,True,False
113.jpeg,FETT,KOHLENHYDRATE,4.5,17,g,g,per_100g,per_serving,False,True,False,False
113.jpeg,FETT,KOHLENHYDRATE,1.3,3.1,g,g,per_serving,per_serving,False,True,True,False
113.jpeg,FETT,KOHLENHYDRATE,5.1,2.3,g,g,per_serving,per_serving,False,True,True,False
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,3.1,3.9,g,g,per_100g,per_serving,False,True,False,False
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,0.9,1.9,g,g,per_serving,per_serving,False,True,True,False
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,3.5,0.6,g,g,per_serving,per_serving,False,True,True,False
113.jpeg,KOHLENHYDRATE,SALZ,7.7,72.7,g,g,per_100g,per_serving,False,True,False,False
113.jpeg,KOHLENHYDRATE,SALZ,2.3,145,g,g,per_serving,per_serving,False,True,True,False
113.jpeg,KOHLENHYDRATE,SALZ,14.3,21.8,g,g,per_serving,per_serving,False,True,True,False
113.jpeg,DAVON ZUCKER,KOFFEIN,3.9,80,g,mg,per_100g,per_serving,False,False,False,False
114.jpeg,ENERGIE,ENERGIE,1541,,kJ,,per_100g,per_serving,False,False,False,False
114.jpeg,ENERGIE,FETT,368,4.8,kcal,g,per_100g,per_serving,False,False,False,False
114.jpeg,ENERGIE,FETT,462,148,kJ,g,per_serving,per_serving,False,False,True,False
114.jpeg,ENERGIE,DAVONGESATTIGTEFETTSAUREN,111,3.3,kcal,g,per_serving,per_serving,False,False,True,False
114.jpeg,FETT,DAVONGESATTIGTEFETTSAUREN,4.8,17,g,g,per_100g,per_serving,False,True,False,False
114.jpeg,FETT,DAVONGESATTIGTEFETTSAUREN,1.4,1.0,g,g,per_serving,per_serving,False,True,True,False
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,KOHLENHYDRATE,3.3,8.8,g,g,per_100g,per_serving,False,True,False,False
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,KOHLENHYDRATE,1.0,2.6,g,g,per_serving,per_serving,False,True,True,False
114.jpeg,KOHLENHYDRATE,BALLASTSTOFFE,8.8,2.8,g,g,per_100g,per_serving,False,True,False,False
114.jpeg,KOHLENHYDRATE,BALLASTSTOFFE,2.6,0.9,g,g,per_serving,per_serving,False,True,True,False
114.jpeg,DAVON ZUCKER,BALLASTSTOFFE,4.1,42,g,g,per_100g,per_serving,False,True,False,False
114.jpeg,DAVON ZUCKER,SALZ,1.2,0.51,g,g,per_serving,per_serving,False,True,True,False
114.jpeg,BALLASTSTOFFE,SALZ,2.8,0.17,g,g,per_100g,per_serving,False,True,False,False
114.jpeg,BALLASTSTOFFE,KOFFEIN,0.9,268,g,mg,per_serving,,False,False,False,False
114.jpeg,EIWEIß,KOFFEIN,70.1,80,g,mg,per_100g,,False,False,False,False
115.jpeg,Brennwert,Brennwert,438,,kJ,,per_100g,per_100g,False,False,True,False
115.jpeg,Brennwert,Fett,103,,kcal,,per_100g,per_100g,False,False,True,False
115.jpeg,Fett,Fettsauren,0,12.0,g,g,per_100g,per_100g,False,True,True,False
115.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,0.2,g,g,per_100g,per_100g,True,True,True,False
115.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,10.0,g,g,per_100g,per_100g,False,True,True,False
115.jpeg,- davon Zucker,-davon Zucker,10.0,1.6,g,g,per_100g,per_100g,False,True,True,False
115.jpeg,Ballaststoffe,Ballaststoffe,1.6,11.0,g,g,per_100g,per_100g,False,True,True,False
115.jpeg,Eiweiß,Salz,11.0,,g,,per_100g,per_100g,False,False,True,False
116.jpeg,ENERGIE,ENERGIE,1696,,kJ,,per_100g,per_100g,False,False,True,False
116.jpeg,ENERGIE,FETT:,404,12.0,kcal,g,per_100g,per_100g,False,False,True,False
116.jpeg,ENERGIE,FETT:,509,3.5,kJ,g,per_serving,per_100g,False,False,False,False
116.jpeg,ENERGIE,-DAVON GESATTIGTE,121,1.4,kcal,g,per_serving,per_100g,False,False,False,False
116.jpeg,FETT,FETTSAUREN,12.0,,g,,per_100g,per_100g,False,False,True,False
116.jpeg,FETT,-DAVON GESATTIGTE,3.5,0.4,g,g,per_serving,per_100g,False,True,False,False
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,KOHLENHYDRATE:,1.4,27.0,g,g,per_100g,per_100g,False,True,True,False
116.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,KOHLENHYDRATE:,0.4,8.2,g,g,per_serving,per_100g,False,True,False,False
116.jpeg,KOHLENHYDRATE,BALLASTSTOFFE,27.0,12.0,g,g,per_100g,per_100g,False,True,True,False
116.jpeg,KOHLENHYDRATE,BALLASTSTOFFE,8.2,3.7,g,g,per_serving,per_100g,False,True,False,False
116.jpeg,- DAVON ZUCKER,SALZ,4.6,2.02,g,g,per_100g,per_100g,False,True,True,False
116.jpeg,- DAVON ZUCKER,SALZ,1.4,0.61,g,g,per_serving,per_100g,False,True,False,False
117.jpeg,ENERGIE,ENERGIE,1617,,kJ,,per_100g,per_serving,False,False,False,False
117.jpeg,ENERGIE,FETT,385,6.1,kcal,,per_100g,per_serving,False,False,False,False
117.jpeg,ENERGIE,KOHLENHYDRATE,728,,kJ,,per_serving,per_serving,False,False,True,False
117.jpeg,ENERGIE,BALLASTSTOFFE,173,,kcal,,per_serving,per_serving,False,False,True,False
117.jpeg,FETT,SALZ,13.6,0.04,g,g,per_100g,per_serving,False,True,False,False
118.jpeg,ENERGIE,ENERGIE,1440,8.0,kJ,g,per_100g,per_100g,False,False,True,False
118.jpeg,ENERGIE,ENERGIE,344,10,kcal,g,per_100g,per_100g,False,False,True,False
118.jpeg,ENERGIE,FETT:,1152,2.1,kJ,g,per_serving,per_100g,False,False,False,False
118.jpeg,ENERGIE,FETT:,275,48,kcal,g,per_serving,per_100g,False,False,False,False
118.jpeg,FETT,FETT:,10,2.6,g,g,per_100g,per_100g,False,True,True,False
118.jpeg,FETT,-DAVON GESATTIGTEFETTSAUREN,8.0,38,g,g,per_serving,per_100g,False,True,False,False
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,-DAVON GESATTIGTEFETTSAUREN,2.6,48,g,g,per_100g,per_100g,False,True,True,False
118.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,KOHLENHYDRATE:,2.1,3.2,g,g,per_serving,per_100g,False,True,False,False
118.jpeg,KOHLENHYDRATE,KOHLENHYDRATE:,48,4.0,g,g,per_100g,per_100g,False,True,True,False
118.jpeg,KOHLENHYDRATE,BALLASTSTOFFE,38,19,g,g,per_serving,per_100g,False,True,False,False
118.jpeg,- DAVON ZUCKER,BALLASTSTOFFE,4.0,24,g,g,per_100g,per_100g,False,True,True,False
118.jpeg,- DAVON ZUCKER,SALZ,3.2,,g,,per_serving,per_100g,False,False,False,False
119.jpeg,ENERGIE,FETT:,1471,24,kJ,g,per_100g,per_100g,False,False,True,False
119.jpeg,ENERGIE,FETT:,352,3.0,kcal,g,per_100g,per_100g,False,False,True,False
119.jpeg,ENERGIE,-DAVONGESATTIGTEFETTSAUREN,1177,38,kJ,g,per_serving,per_100g,False,False,False,False
119.jpeg,ENERGIE,-DAVONGESATTIGTEFETTSAUREN,282,47,kcal,g,per_serving,per_100g,False,False,False,False
119.jpeg,FETT,KOHLENHYDRATE:,11,3.2,g,g,per_100g,per_100g,False,True,True,False
119.jpeg,FETT,KOHLENHYDRATE:,8.4,4.0,g,g,per_serving,per_100g,False,True,False,False
119.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,3.0,19,g,g,per_100g,per_100g,False,True,True,False
119.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,BALLASTSTOFFE,2.4,24,g,g,per_serving,per_100g,False,True,False,False
119.jpeg,KOHLENHYDRATE,SALZ,47,,g,,per_100g,per_100g,False,False,True,False
12.jpeg,Energy / Energia / Energie / Energi / Energie / Energi,M/Fotines/ProteinTBaba/Proten,547,0.6,kJ,g,per_100ml,,False,False,False,False
12.jpeg,Energy / Energia / Energie / Energi / Energie / Energi,M/Fotines/ProteinTBaba/Proten,129,1.1,kcal,g,per_100ml,,False,False,False,False
12.jpeg,Energy / Energia / Energie / Energi / Energie / Energi,M/Fotines/ProteinTBaba/Proten,328,0.1,kJ,g,per_serving,,False,False,False,False
120.jpeg,INOSITOL,INOSITOL,100,100,mg,mg,per_serving,per_daily_dose,True,True,False,False
120.jpeg,ALPHA-LIPONSÄURE,ALPHA-LIPONSAURE,42,42,mg,mg,per_serving,per_daily_dose,True,True,False,False
120.jpeg,CHOLIN,CHOLIN,20,20,mg,mg,per_serving,per_daily_dose,True,True,False,False
120.jpeg,RUTIN,RUTIN,20,20,mg,mg,per_serving,per_daily_dose,True,True,False,False
120.jpeg,LACTOBACILLUS ACIDOPHILUS,LACTOBACILLUS,3.6,,x 10^9 KBE,,per_serving,per_daily_dose,False,False,False,False
120.jpeg,BIFIDOBACTERIUM BIFIDUM,BIFIDOBACTERIUMBIFIDUM,3.6,,x 10^9 KBE,,per_serving,per_daily_dose,False,False,False,False
120.jpeg,VITAMIN C,VITAMINC,250,250,mg,mg,per_serving,per_daily_dose,True,True,False,False
120.jpeg,NIACIN,NIACIN,16,16,mg,mg,per_serving,per_daily_dose,True,True,False,False
120.jpeg,VITAMIN E,VITAMINC,30,313,mg,mg,per_serving,per_daily_dose,False,True,False,False
120.jpeg,PANTOTHENSÄURE,NIACIN,5,250,mg,mg,per_serving,per_daily_dose,False,True,False,False
120.jpeg,VITAMIN B6,NIACIN,0.9,100,mg,mg,per_serving,per_daily_dose,False,True,False,False
120.jpeg,VITAMIN B2,VITAMINE,1.1,30,mg,mg,per_serving,per_daily_dose,False,True,False,False
120.jpeg,VITAMIN B1,VITAMINE,1,250,mg,mg,per_serving,per_daily_dose,False,True,False,False
120.jpeg,FOLSÄURE,PANTOTHENSAURE,200,83,µg,cl,per_serving,per_daily_dose,False,False,False,False
120.jpeg,BIOTIN,BIOTIN,40,40,µg,g,per_serving,per_daily_dose,True,False,False,False
120.jpeg,VITAMIN B12,VITAMINB6,4.1,0.9,µg,mg,per_serving,per_daily_dose,False,False,False,False
120.jpeg,VITAMIN D3,VITAMINB6,5.2,79,µg,mg,per_serving,per_daily_dose,False,False,False,False
120.jpeg,VITAMIN K,VITAMINB6,60.4,64,µg,mg,per_serving,per_daily_dose,False,False,False,False
120.jpeg,CALCIUM,CALCIUM,121,121,mg,mg,per_serving,per_daily_dose,True,True,False,False
120.jpeg,ZINK,ZINK,6.5,6.5,mg,mg,per_serving,per_100g,True,True,False,False
120.jpeg,JOD,JOD,100,22,µg,g,per_serving,per_100g,False,False,False,False
120.jpeg,SELEN,SELEN,22,22,µg,g,per_serving,per_100g,True,False,False,False
120.jpeg,KUPFER,KUPFER,1,0.4,mg,mg,per_serving,per_100g,False,True,False,False
120.jpeg,MANGAN,MANGAN,0.4,0.4,mg,mg,per_serving,per_100g,True,True,False,False
120.jpeg,CHROM,CHROM,25,25,µg,g,per_serving,per_100g,True,False,False,False
120.jpeg,MOLYBDÄN,VITAMINB2,45,91,µg,mg,per_serving,per_daily_dose,False,False,False,False
121.jpeg,ENERGIE,ENERGIE,1401,,kJ,,per_100g,per_100g,False,False,True,False
121.jpeg,ENERGIE,FETT:,336,5.2,kcal,g,per_100g,per_100g,False,False,True,False
121.jpeg,ENERGIE,FETT:,631,12,kJ,g,per_serving,per_100g,False,False,False,False
121.jpeg,ENERGIE,-DAVONGESATTIGTEFETTSAUREN,151,5.2,kcal,g,per_serving,per_100g,False,False,False,False
121.jpeg,FETT,-DAVONGESATTIGTEFETTSAUREN,12,2.9,g,g,per_100g,per_100g,False,True,True,False
121.jpeg,FETT,-DAVONGESATTIGTEFETTSAUREN,5.2,6.5,g,g,per_serving,per_100g,False,True,False,False
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,KOHLENHYDRATE:,6.5,2.9,g,g,per_100g,per_100g,False,True,True,False
121.jpeg,- DAVON GESÄTTIGTE FETTSÄUREN,KOHLENHYDRATE:,2.9,9.1,g,g,per_serving,per_100g,False,True,False,False
121.jpeg,KOHLENHYDRATE,KOHLENHYDRATE:,20,6.5,g,g,per_100g,per_100g,False,True,True,False
121.jpeg,KOHLENHYDRATE,MIND.30%WENIGERKOHLENHYDRATEALSHERKOMMLICHE,9.1,,g,,per_serving,per_100g,False,False,False,False
121.jpeg,- DAVON ZUCKER,BALLASTSTOFFE,4.9,79,g,g,per_100g,per_100g,False,True,True,False
121.jpeg,- DAVON ZUCKER,BALLASTSTOFFE,2.2,6.7,g,g,per_serving,per_100g,False,True,False,False
121.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,BALLASTSTOFFE,15,18,g,g,per_100g,per_100g,False,True,True,False
121.jpeg,- DAVON MEHRWERTIGE ALKOHOLE,EIWEISS,6.7,79,g,g,per_serving,per_100g,False,True,False,False
121.jpeg,BALLASTSTOFFE,EIWEISS,18,16,g,g,per_100g,per_100g,False,True,True,False
121.jpeg,BALLASTSTOFFE,EIWEISS,7.9,35,g,g,per_serving,per_100g,False,True,False,False
121.jpeg,EIWEIß,SALZ,35,0.09,g,g,per_100g,per_100g,False,True,True,False
121.jpeg,EIWEIß,SALZ,16,16,g,g,per_serving,per_100g,True,True,False,False
121.jpeg,SALZ,SALZ,0.20,0.20,g,g,per_100g,per_100g,True,True,True,True
15.jpeg,Energie/Energy,Koffein 5 Mineralstoffen und SuBungsmittel-Zitronen Geschmack.Zwsi,818,,kJ,,per_100g,,False,False,False,False
17.jpeg,Caffeine,Caffeine,100,2.4,mg,mg,per_serving,,False,True,False,False
17.jpeg,Vitamin B3,Vitamin B3,2.4,2.4,mg NE,mg,per_serving,,True,False,False,False
17.jpeg,Vitamin B6,Caffeine,0.22,100,mg,mg,per_serving,,False,True,False,False
17.jpeg,Vitamin B12,Vitamin B12,0.38,0.22,µg,mg ne,per_serving,,False,False,False,False
2.jpeg,Energie/energy,Energie/energy kJ (kcal,1195,837197,kJ,g,per_100g,per_100g,False,False,True,False
2.jpeg,Energie/energy,Energie/energy kJ (kcal,281,60,kcal,g,per_100g,per_100g,False,False,True,False
2.jpeg,Energie/energy,Fett/tat,837,60,kJ,g,per_serving,per_100g,False,False,False,False
2.jpeg,Energie/energy,ofwhich saturates,197,70,kcal,g,per_serving,per_100g,False,False,False,False
2.jpeg,Fett/fat,ofwhich saturates,0,50,g,g,per_100g,per_100g,False,True,True,False
