image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
104.jpeg,davon gesättigte Fettsäuren,Fett,0.6,2.6,g,kcal,per_100g,,False,False,False,True,False,fast+llm,davon gesättigte Fettsäuren != Fett,< 0.1 != 2.6,g != kcal,per_100g = je 100g
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,0.6,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,davon Zucker,davon Zucker,72,10,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Ballaststoffe,Ballaststoffe,10,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Eiweiß,davon gesattigte,3.2,0.6,g,g,per_100g,,False,False,True,True,False,fast+llm,Eiweiß and davon gesattigte are different nutrients.,Quantities 3.2g and 0.6g are measurably different.,Both units are 'g'.,"Context is per_100g in both cases, even though the predicted context is missing."
104.jpeg,Salz,Salz,0.1,3.2,g,g,per_100g,,True,False,True,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Energie,davon gesattigte,214,2.6,kJ,kcal,per_serving (pro Port. (14g)),,False,False,False,True,False,fast+llm,Energie is not the same as davon gesattigte.,Units are different (kJ vs kcal).,"ug, mcg, and µg are equivalent units.",per_serving is the same as pro Portion.
104.jpeg,Energie,Fettsauren,51,0.6,kcal,g,per_serving (pro Port. (14g)),,False,True,True,False,False,fast+llm,"Fettsauren != Fett, and Energie != Energy",< 0.1 = '51' = '0.6' for trace amounts,kcal != kJ but both are energy units,per_serving != pro Portion
104.jpeg,Fett,Fettsauren,0,2.6,g,kcal,per_serving (pro Port. (14g)),,False,False,False,True,False,fast+llm,Fett and Fettsauren are different nutrients.,0g is not equal to 2.6kcal.,g does not match kcal.,per_serving (pro Portion) matches je Kapsel.
104.jpeg,davon gesättigte Fettsäuren,Kohlenhydrate,0,72,g,g,per_serving (pro Port. (14g)),,False,False,True,True,False,fast+llm,davon gesättigte Fettsäuren != Kohlenhydrate,'0' != '72',both are in grams (g),per_serving=pro Portion
104.jpeg,Kohlenhydrate,davon Zucker,10,72,g,g,per_serving (pro Port. (14g)),,False,False,True,True,False,fast+llm,davon Zucker != Kohlenhydrate,< 0.1 != 72,g = g,per_serving (pro Portion) = per_serving (pro Portion)
104.jpeg,davon Zucker,Ballaststoffe,10,10,g,g,per_serving (pro Port. (14g)),,False,True,True,True,False,fast+llm,davon Zucker != Ballaststoffe,both are 10 g,both are in grams (g),"no context provided, so considered matching"
104.jpeg,Ballaststoffe,Salz,1.4,0.1,g,g,per_serving (pro Port. (14g)),,False,True,True,False,False,fast+llm,Ballaststoffe and Salz are different nutrients.,"Both quantities are trace amounts, hence match.",Both units are grams (g).,Contexts do not match: per_serving vs. None.
105.jpeg,Energie,Energie,1320,313,kJ,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,Energie,Energie,313,38,kcal,kcal,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Fett,Fett,2.7,313,g,kcal,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
105.jpeg,- davon gesättigte Fettsäuren,Fett,0.4,38,g,kcal,per_100g,per_100g,False,False,False,True,False,fast+llm,Fett and -davon gesättigte Fettsäuren are different nutrients.,"38 is not equal to 0.4, and their units (kcal vs g) are different.",g != kcal,per_100g = je 100g
105.jpeg,Kohlenhydrate,"Kohlenhydrate 52,1g",52.1,0.4,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,- davon Zucker,-davon gesattigte,51.4,0.4,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"'-davon gesattigte' is a sub-nutrient of '- davon Zucker', not the same nutrient.",Both quantities are within trace amount thresholds and thus considered equal.,Both units are 'g'.,Both contexts are 'per_100g'.
105.jpeg,Ballaststoffe,-davon gesattigte,15.5,0.3,g,kcal,per_100g,per_100g,False,False,False,True,False,fast+llm,Ballaststoffe and -davon gesattigte are different nutrients.,"15.5 g != 0.3 kcal, units are not the same and values differ measurably.",g (Dietary Fibre) != kcal (Calories).,per_100g = je 100g
105.jpeg,Eiweiß,Fettsauren,7.0,0.4,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,Fettsauren and Eiweiß are different nutrients.,"Both quantities are 0.4 and 7.0 g, which are not measurably different in this context.",Both units are 'g'.,Both contexts are 'per_100g'.
105.jpeg,Salz,Salz,0.03,7.0,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
105.jpeg,Energie,Fettsauren,158,6.3,kJ,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,True,False,fast+llm,"Fettsauren != Fett, and Energie != Energy",'158' kJ != '6.3' g,both in 'g',per_100g vs je 100g
105.jpeg,Energie,"Kohlenhydrate 52,1g",38,6.3,kcal,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,True,False,fast+llm,Energie and Kohlenhydrate are different nutrients.,38 kcal is not equal to 6.3 g.,"kcal and g are different units, but the context indicates they refer to different nutrients.",per_serving and per_100g are different contexts.
105.jpeg,Fett,Salz,0.3,600,g,g,per_serving (1 Portion* (12 g)),per_100g,False,False,True,False,False,fast+llm,Fett and Salz are different nutrients.,0.3 g per serving is not equal to 600 g per 100g.,Both use 'g' as the unit.,per_serving and per_100g have different contexts.
106.jpeg,Vitamin E / Vitamine E / Vitamina E / E-vitamin / Vitamin E,VitaminE,12,,mg α-TE,,per_serving (Pro Stick),,True,False,True,True,False,fast+llm,Vitamin E is the same nutrient as VitaminE.,'12' and None are different quantities.,mg α-TE is the same unit as mg α-TE.,per_serving (Pro Stick) is the same context as per_serving.
106.jpeg,Magnesium / Magnésium / Magnesio / Magnézium / Magnezij,Vitamine und Mineralstoffe,250,,mg,,per_serving (Pro Stick),,False,False,True,False,False,fast+llm,"GT specifies Magnesium in multiple languages, while Pred lists Vitamine und Mineralstoffe.",Pred does not provide a quantity.,Both use 'mg' as the unit.,"GT specifies per_serving, while Pred does not specify any context."
107.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
107.jpeg,Vitamin B2,Vitamin B2,1.4,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
107.jpeg,Vitamin B6,Vitamin B6,1.4,1409,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
107.jpeg,Vitamin B12,Vitamin B12,2.5,80,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Vitamin C,Vitamin B1,80,14,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Different vitamin names: Vitamin C != Vitamin B1,Quantities are different: 80 mg != 14 mg,Same unit: mg,Same context: per_daily_dose
107.jpeg,Vitamin E,Vitamin E,12,,mg α-TE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Niacin,Niacin,16,5019,mg NE,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Biotin,Biotin,50,2009,µg,,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
107.jpeg,Folsäure,Vitamin B2,200,1409,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Folsäure != Vitamin B2,< 0.1 != 1409,µg = mcg,per_daily_dose = je Tagesdosis
107.jpeg,Pantothensäure,Vitamin B6,6,2.59,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Pantothensäure != Vitamin B6,'6' != '2.59',mg = mg,je Tagesdosis = je Tagesdose
108.jpeg,Magnesium,Magnesium,240,240,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B1,Vitamin B1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B2,Vitamin B2,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B6,Vitamin B6,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
108.jpeg,Vitamin B12,Vitamin B12,2.5,2.519,µg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
108.jpeg,Vitamin C,VitaminC,80,80,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,True,True,True,True,fast+llm,Vitamin C and VitaminC are the same nutrient.,Both quantities are exactly the same: 80 mg.,mg is equivalent to mg in both cases.,per_daily_dose and per_daily_dose match exactly.
108.jpeg,Vitamin E (α-TE),VitaminE (a-TE,12,16,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,True,False,True,True,False,fast+llm,Vitamin E (α-TE) and VitaminE (a-TE) are the same nutrient.,12 mg != 16 mg,Both use 'mg' as the unit.,per_daily_dose is the same context in both.
108.jpeg,Niacin (NE),Biotin,16,509,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_daily_dose,False,False,True,True,False,fast+llm,Niacin (NE) and Biotin are different nutrients.,Quantities 16 mg and 509 mg are measurably different.,Both units are in mg.,Both contexts refer to per_daily_dose.
108.jpeg,Biotin,Folsaure,50,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,False,True,True,False,fast+llm,Biotin != Folsaure (Folic Acid),Quantity not provided in prediction,µg = mcg,per_daily_dose = je Tagesdosis
108.jpeg,Folsäure,Pantothensaure,200,,µg,,per_daily_dose (1 Tablette (5.6 g)*),,False,True,True,True,False,fast+llm,Folsäure != Pantothensaure,< 0.1 = 0,µg = mcg,per_daily_dose = pro Tagesdosis
109.jpeg,Brennwert,Brennwert,420,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
109.jpeg,Brennwert,Fett,99,0,kcal,g,per_100g,per_100g,False,True,True,True,False,fast+llm,Brennwert != Fett,< 0.1 = '0',kcal = kcal,per_100g = per_100g
109.jpeg,Fett,Fettsauren,0,0.2,g,g,per_100g,per_100g,False,False,True,True,False,fast+llm,Fett and Fettsauren are different nutrients.,0 != 0.2,"ug, mcg, and µg are equivalent units.",per_100g and je 100g have the same context.
109.jpeg,- davon gesättigte Fettsäuren,-davon gesattigte,0.2,,g,,per_100g,per_100g,False,False,True,True,False,fast+llm,Sub-nutrients with dash prefix are DIFFERENT nutrients: -davon gesättigte != Fett,Quantity rules: '< 0.1' != '0.2' — these are measurably different → quantity_match: false,Unit equivalences: ug=mcg=µg,Context equivalences: per_100g=je 100g=pro 100g
109.jpeg,Kohlenhydrate,Kohlenhydrate,12.0,12.0,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,- davon Zucker,-davon Zucker,9.8,9.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Ballaststoffe,Ballaststoffe,1.5,1.5,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
109.jpeg,Eiweiß,Salz,11.0,0.05,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,Eiweiß (Protein) and Salz are different nutrients.,"Both quantities are trace amounts, matching '0.05' with '0.0'.",Both units are in grams (g).,Both contexts are per_100g.
110.jpeg,Melissen Extrakt,Niacin,15,,mg,,per_serving (pro Stick),,False,False,False,False,False,fast+llm,Melissen Extrakt != Niacin,Quantity not provided in prediction,Unit not provided in prediction,Context not provided in prediction
110.jpeg,Niacin,Pantothensaure,8.0,3.0,mg NE,mg,per_serving (pro Stick),,False,False,True,False,False,fast+llm,Niacin and Pantothensaure are different nutrients.,Quantities 8.0 mg NE and 3.0 mg are measurably different.,Both units are mg.,Contexts per_serving vs None do not match.
110.jpeg,Pantothensäure,Pantothensaure,3.0,6.0,mg,mg,per_serving (pro Stick),,True,False,True,True,False,fast+llm,Pantothensäure and Pantothensaure are the same nutrient.,3.0 mg != 6.0 mg,mg is equivalent to mg.,per_serving (pro Stick) and None are considered the same in this context.
111.jpeg,Vitamin B12,Vitamin B12,17.5,17.5,µg,g,per_daily_dose (1 Tagesdosis (8 ml)),,True,True,False,False,False,fast,substring match,numeric match,mismatch,mismatch
112.jpeg,Vitamin B12,Vitamine,17.5,,µg,,per_daily_dose (1 Tagesdosis (8 ml)),,False,False,True,True,False,fast+llm,Vitamin B12 != Vitamine,Quantity not provided in prediction,µg = mcg,per_daily_dose (1 Tagesdosis) matches je Tagesdosis
113.jpeg,ENERGIE kJ,ENERGIE,1546,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
113.jpeg,ENERGIE kcal,FETT,369,4.5,kcal,g,per_100g,per_100g,False,False,True,True,False,fast+llm,ENERGIE (kcal) and Fett are different nutrients.,369 kcal is not equal to 4.5 g.,Both use 'kcal' as the unit of measurement.,Both have context 'per_100g'.
113.jpeg,FETT,FETT,4.5,1.3,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTE FETTSAUREN,3.1,3.1,g,g,per_100g,per_100g,True,True,True,True,True,fast+llm,DAVON GESÄTTIGTE FETTSÄUREN and DAVONGESATTIGTE FETTSAUREN are equivalent variations.,The quantities are identical at 3.1g.,Both use 'g' as the unit of measurement.,per_100g and je 100g indicate the same context.
113.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,7.7,3.1,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,DAVON ZUCKER,DAVONGESATTIGTE FETTSAUREN,3.9,16,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,DAVON ZUCKER != -davon Zucker,< 0.1 = '0' = '0.0',g = g,per_100g = je 100g
113.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,1.9,3.9,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,EIWEIẞ,KOHLENHYDRATE,72.7,17,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,Eiweiss and Kohlenhydrate are different nutrients.,Both quantities are in grams (g) and represent measurable values.,Both units are 'g' which is the same unit of measurement.,"Both contexts are per_100g, which is equivalent."
113.jpeg,SALZ,SALZ,0.53,72.7,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,KOFFEIN,KOFFEIN,267,80,mg,mg,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
113.jpeg,ENERGIE kJ,BALLASTSTOFFE,464,1.9,kJ,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,ENERGIE kJ and BALLASTSTOFFE are different nutrients.,Quantities are not the same and cannot be considered trace amounts.,Both use 'g' as the unit.,per_serving vs per_100g contexts do not match.
113.jpeg,ENERGIE kcal,SALZ,111,145,kcal,g,per_serving (30 g PULVER IN 250ml WASSER),per_100g,False,False,True,False,False,fast+llm,ENERGIE kcal and SALZ are different nutrients.,111 kcal and 145 g are measurably different quantities.,"kcal and g are different units, but the context indicates they are correctly matched for their respective nutrients.",per_serving and per_100g refer to different contexts.
114.jpeg,ENERGIE,ENERGIE,1541,,kJ,,per_100g,per_100g,True,False,False,True,False,fast,substring match,mismatch,mismatch,alias match
114.jpeg,ENERGIE,FETT,368,4.8,kcal,g,per_100g,per_100g,False,True,True,True,False,fast+llm,ENERGIE and FETT are different nutrients.,Both quantities are within the same range and considered trace amounts.,kcal is equivalent to kcal (energy unit).,per_100g is consistent in both.
114.jpeg,FETT,FETT,4.8,148,g,g,per_100g,per_100g,True,False,True,True,False,fast,substring match,mismatch,alias match,alias match
114.jpeg,DAVON GESÄTTIGTE FETTSÄUREN,DAVONGESATTIGTEFETTSAUREN,3.3,3.3,g,g,per_100g,per_100g,True,True,True,True,True,fast+llm,Differenzierter Nutzungsfall mit -davon und -säure ist gleichwertig.,Gleiche Menge in gleicher Einheit.,gleiche Einheiten (g) verwendet.,identische Kontextangabe (per_100g).
114.jpeg,KOHLENHYDRATE,KOHLENHYDRATE,8.8,8.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
114.jpeg,DAVON ZUCKER,DAVONGESATTIGTEFETTSAUREN,4.1,17,g,g,per_100g,per_100g,False,True,True,True,False,fast+llm,"DAVON ZUCKER != -davon Zucker, different sub-nutrient",both are measurable quantities and match in value,both use 'g' as unit,both have the same context 'per_100g'
114.jpeg,BALLASTSTOFFE,BALLASTSTOFFE,2.8,2.8,g,g,per_100g,per_100g,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
